You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1414k 3649k:1412k 3651k:1401k 3640k:1423k 3655k:5650k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  196B|1742  2207 
  0   0  99   0   0   0|  18k    0 :   0    30k:   0     0 :2488k    0 :2506k   37k|  51k   51k:  26k   15k: 338k  402k: 364k  416k|   0     0 |1708  1574 
  0   4  96   0   0   0|1638B  106k:   0    56k:   0    74k:2867k  138k:2869k  382k|   0     0 :  40k 4984B:4556B  680B:  45k 5664B|   0     0 | 653   464 
  0   2  97   1   0   0|   0   318k:   0   278k:   0   334k:2893k  289k:2893k 1226k|   0     0 :  33k   14k: 144B  691B:  33k   14k|   0     0 | 509   406 
 12   1  87   0   0   0|   0     0 :   0     0 :   0     0 :2894k    0 :2901k 4096B| 633B  633B:  34k 1468B:  21k 2546B:  56k 4013B|   0     0 |2451  1161 
 56  26  16   0   0   3|   0    96k:   0   146k:   0   288k:2485k  303k:2486k 1170k| 287M  287M:  47k   14k: 522M  559M: 522M  559M|   0     0 |  76k   64k
 61  30   5   0   0   4| 819B  486k:   0   459k:   0   528k:2489k  513k:2520k 2006k| 366M  366M:  38k 4984B: 719M  763M: 719M  763M|  26k    0 |  88k   74k
 65  27   3   0   0   4|   0   295k:   0   291k:   0    42k:2459k  110k:2459k  914k| 426M  426M:  32k   29k: 892M  893M: 892M  893M|   0     0 |  92k   87k
 70  24   1   0   0   4|   0    83k:   0   374k:   0    82k:2479k  106k:2492k  658k| 449M  449M:  40k   21k: 702M  845M: 702M  845M|   0     0 |  84k   73k
 66  29   0   0   0   5|   0   422M:   0   130M:   0    53M:1995k  104M:1995k  709M| 478M  478M:  32k   42k: 827M  880M: 827M  881M|   0     0 |  82k   79k
