You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1838k 4065k:1815k 4064k:1843k 4074k:1851k 4079k:7349k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  161B|1714  2330 
  0   0 100   0   0   0|   0  3277B:2893k   17k:   0    37k:   0     0 :2933k   65k|  32k   32k: 188B  128B: 688k  671k: 688k  671k|   0     0 | 478   530 
  0   0 100   0   0   0|   0    43k:2483k   40k:   0    33k:   0    50k:2483k  193k|   0     0 : 219B 1673B: 322k   42k: 323k   44k|   0     0 |1386  1428 
  0   0 100   0   0   0|   0     0 :2893k   18k:   0    10k:   0     0 :2893k   39k|   0     0 :  97B  113B: 551B  691B: 786B  805B|   0     0 | 285   484 
 12   1  87   0   0   0| 819B   11k:2868k    0 : 819B   17k:1638B   12k:3273k   53k| 633B  633B: 217B 1673B:  37k 2635B:  37k 4308B|   0     0 |2295  1183 
 39   7  46   5   0   2| 304M   38k: 292M   37k: 305M   36k: 232M   36k:1132M  163k|   0     0 :  37B   52B: 287M  182M: 287M  182M|   0     0 |  54k   11k
 43  12  26  16   0   3| 398M   82k: 558M   30k: 407M   27k: 444M  208k:1807M  357k|  31B   31B:  49B 2010B: 347M  267M: 347M  267M|   0     0 | 113k   17k
 47  16  14  17   0   5| 489M   26k: 678M  136k: 373M   35k: 499M  642k:2039M  849k|   0     0 :  61B  113B: 540M  530M: 540M  530M|   0     0 |  83k   30k
 49  22   9  14   0   6| 610M  130k: 528M   77k: 588M   70k: 485M  168k:2210M  455k|   0     0 :  37B 1807B: 541M  646M: 541M  646M|   0     0 |  74k   41k
 42  22  14  18   0   4| 508M   32k: 633M  334k: 584M  147k: 487M   53k:2212M  608k|   0     0 :  37B   52B: 218M  581M: 218M  581M|   0     0 | 111k   26k
 57  20   6  11   0   6| 569M   27k: 477M   52k: 478M   18k: 585M 3277B:2109M  144k|   0     0 : 299B 1673B: 771M  396M: 771M  396M|   0     0 |  74k   37k
 24  17  18  36   0   5| 646M  344k: 640M   61k: 269M   75k: 568M   50k:2123M  596k|   0     0 :  73B  122B: 476M  556M: 476M  556M|   0     0 |  91k   42k
 21  19  14  41   0   5| 529M   74k: 635M   65k: 635M   37k: 560M   46k:2359M  284k|   0     0 :  49B 1673B: 453M  588M: 453M  588M|   0     0 |  92k   49k
 20  17  23  34   0   5| 560M  101k: 557M   42k: 562M   24k: 613M   66k:2292M  293k|   0     0 :  49B   52B: 611M  386M: 611M  386M|   0     0 |  91k   44k
 25  24  15  30   0   6| 611M   18k: 500M  126k: 641M   62k: 591M   62k:2343M  327k|   0     0 :  68B 2001B: 548M  548M: 548M  548M|   0     0 |  85k   59k
 16  24  17  37   0   6| 606M   29k: 634M   46k: 605M   37k: 592M  105k:2437M  276k|   0     0 :  49B  113B: 623M  574M: 623M  574M|   0     0 |  80k   75k
 18  26  12  39   0   6| 565M   19k: 625M   61k: 612M   89k: 415M   93k:2217M  355k|   0     0 :  37B 1682B: 454M  732M: 454M  732M|   0     0 |  75k   63k
 14  17  22  43   0   5| 408M   36k: 596M   28k: 626M   12k: 405M   13k:2034M  140k|   0     0 : 193B   52B: 445M  549M: 445M  549M|   0     0 |  98k   47k
 13  21  19  42   0   5| 562M 6554B: 523M 4096B: 524M 7373B: 506M    0 :2114M   60k|   0     0 : 535B 2439B: 465M  537M: 465M  537M|   0     0 |  89k   56k
 12  26  17  40   0   5| 488M    0 : 526M    0 : 506M    0 : 604M    0 :2123M   46k|   0     0 :  49B  113B: 454M  454M: 454M  454M|   0     0 |  82k   57k
  9  25  13  47   0   6| 563M   18k: 491M    0 : 383M    0 : 631M    0 :2068M   45k|   0     0 :  49B 1673B: 363M  698M: 363M  698M|   0     0 |  83k   59k
 16  17  15  47   0   6| 609M   13k: 513M   35k: 466M   22k: 428M   24k:2017M  117k|   0     0 :  49B   60B: 516M  590M: 516M  590M|   0     0 |  80k   63k
 11  17  24  43   0   6| 471M    0 : 512M    0 : 503M    0 : 552M   33k:2038M   63k|   0     0 :  25B 2001B: 499M  667M: 499M  667M|   0     0 |  81k   64k
  8  15  26  47   0   4| 561M    0 : 493M    0 : 488M   26k: 256M    0 :1799M   82k|   0     0 :  25B  113B: 427M  447M: 427M  447M|   0     0 |  94k   44k
  6  16  22  52   0   4| 331M    0 : 404M    0 : 255M    0 : 412M    0 :1402M   44k|   0     0 : 217B 1807B: 180M  564M: 180M  564M|   0     0 |  99k   31k
  5  13  29  50   0   3| 165M    0 : 400M    0 : 255M    0 : 264M    0 :1084M   30k|   0     0 : 145B   60B: 126M  399M: 126M  399M|   0     0 |  89k   22k
  7  15  33  41   0   4| 256M    0 : 394M 1638B: 414M    0 : 425M    0 :1488M   41k|   0     0 :  49B 1673B: 317M  486M: 317M  486M|   0     0 |  97k   37k
  9  18  24  44   0   5| 505M 4915B: 472M   11k: 237M  819B: 497M 3277B:1711M   58k|   0     0 :  74B  113B: 546M  529M: 546M  529M|   0     0 |  86k   63k
  7  17  29  43   0   4| 318M   36k: 449M    0 : 487M   18k: 326M   18k:1580M   96k|   0     0 : 107B 1673B: 341M  539M: 341M  539M|   0     0 |  99k   39k
  8  15  38  33   0   5| 279M 4096B: 574M    0 : 537M    0 : 507M    0 :1898M   34k|   0     0 :  25B   52B: 593M  508M: 593M  508M|   0     0 |  93k   61k
  6   8  74   9   0   3| 342M 9011B: 393M    0 : 156M    0 : 350M    0 :1240M   62k|   0     0 :  37B 2001B: 295M  390M: 295M  390M|   0     0 | 106k   22k
  1   1  97   1   0   0|  75M    0 :  26M    0 :   0  4915B:  56M 9830B: 157M   43k|   0     0 : 217B  113B:7148k   24M:7149k   24M|   0     0 |8501  2723 
  6  12  50  28   0   4| 422M    0 : 424M    0 : 433M    0 : 325M    0 :1604M   22k|   0     0 : 252B 1673B: 476M  337M: 476M  337M|   0     0 |  57k   54k
 10  13  35  36   0   5| 456M   22k: 372M   18k: 610M   14k: 516M   12k:1954M  106k|   0     0 :  37B   52B: 724M  291M: 724M  291M|   0     0 |  93k   56k
  8  15  31  41   0   5| 472M   32k: 579M   25k: 597M   26k: 674M   28k:2322M  146k|   0     0 :  37B 1682B: 628M  355M: 628M  355M|   0     0 |  95k   61k
  9  16  31  39   0   5| 560M    0 : 546M    0 : 623M    0 : 644M    0 :2374M   18k|   0     0 :  85B  113B: 598M  329M: 598M  329M|   0     0 |  95k   63k
  9  17  28  40   0   6| 602M  819B: 666M    0 : 632M  819B: 594M    0 :2494M   40k|   0     0 :  37B 1014B: 656M  368M: 656M  368M|   0     0 |  92k   66k
  8  14  41  33   0   5| 469M   27k: 675M   22k: 548M   26k: 599M   32k:2290M  162k|   0     0 :  61B   52B: 714M  217M: 714M  217M|   0     0 |  93k   64k
  6  11  54  25   0   4| 323M   27k: 474M   26k: 596M   26k: 456M   33k:1850M  156k|   0     0 : 295B 2019B: 399M  341M: 399M  341M|   0     0 | 113k   35k
  3   5  84   6   0   2| 206M   30k: 319M   33k: 288M   30k: 287M   29k:1100M  139k|   0     0 :  73B  122B: 139M  207M: 139M  207M|   0     0 |  77k   12k
  1   2  94   2   0   1|  77M   18k:  77M   16k: 206M   23k: 106M   26k: 467M   89k|   0     0 :  25B 1807B: 157M   52M: 157M   52M|   0     0 |  47k 2914 
  0   1  98   1   0   0|  27M   39k:  26M   40k:  26M   37k:5015k   41k:  84M  167k|   0     0 :  25B   52B:  26M   50k:  26M   50k|   0     0 |7290  1801 
  0   0 100   0   0   0|2483k   14k:   0  2458B:   0    18k:   0    15k:2483k   59k|   0     0 : 115B 1697B: 529B 1084B: 733B 2781B|   0     0 | 257   417 
