You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1461k 4184k:1467k 4196k:1469k 4187k:1475k 4195k:5873k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1931  2430 
  0   0  99   0   0   0|   0    13k:3303k    0 :  18k   37k: 819B    0 :3360k   58k|  31k   31k:  34k 6785B: 683B   32k:  36k   39k|   0     0 | 527   508 
  0   0  99   0   0   0|   0    74k:2893k   67k:   0     0 :   0    62k:2893k  218k|   0     0 :  25k   52B: 352k  354k: 377k  354k|   0     0 |2045  1900 
  1   0  99   0   0   0|   0    21k:2893k   22k:   0    33k:   0    26k:3194k  149k| 492B  492B:  28k 5776B:  20k   20k:  48k   25k|   0     0 | 757   660 
 31   3  62   3   0   0|  77M   46k: 147M   36k: 103M   42k: 181M   38k: 509M  168k| 141B  141B:  24k   52B:  13k 3338B:  46k 3391B|   0     0 |  11k 4224 
 39   9  39  13   0   1| 403M   36k: 354M   32k: 419M   88k: 509M    0 :1686M  165k|   0     0 :  37k 6048B:  40k   18k:  79k   24k|   0     0 |  29k   14k
 47  11  22  19   0   1| 537M   41k: 589M  209k: 540M   18k: 563M   28k:2229M  306k|  31B   31B:  43k   52B:  31k 7076B:  74k 7129B|   0     0 |  36k   22k
 43  12  20  24   0   1| 606M   40k: 640M   34k: 555M   32k: 577M   65k:2378M  181k|   0     0 :  33k 2126B:  30k 8260B:  63k   10k|   0     0 |  36k   26k
 44  12  15  28   0   1| 573M  380k: 600M   88k: 667M   85k: 504M   96k:2344M  686k|   0     0 :  25k   52B:  34k 9710B:  59k 9762B|   0     0 |  41k   28k
 47  14   7  30   0   2| 547M  467k: 629M  118k: 678M   37k: 643M  146k:2497M  787k|   0     0 :  55k 5722B:  39k   11k:  94k   17k|   0     0 |  46k   43k
 23  11  22  43   0   2| 634M   93k: 552M   70k: 647M   31k: 518M   54k:2351M  323k|   0     0 :  35k   52B:  22k   11k:  57k   11k|   0     0 |  39k   43k
 10   9  41  39   0   1| 483M   42k: 406M   25k: 497M   73k: 438M   36k:1824M  234k|   0     0 :  30k 5917B:  16k   11k:  46k   17k|   0     0 |  36k   37k
 17   8  42  32   0   1| 367M   90k: 446M   70k: 465M  128k: 352M   39k:1631M  391k|   0     0 :  39k   52B:  16k   11k:  55k   11k|   0     0 |  32k   34k
 14   8  46  32   0   1| 427M   56k: 240M   35k: 460M   42k: 252M   40k:1378M  233k|   0     0 :  32k 6185B:7657B   11k:  40k   17k|   0     0 |  26k   29k
 12   8  46  34   0   1| 506M   54k: 249M   42k: 476M   31k: 336M   74k:1567M  257k|   0     0 :  24k   52B:  12k   11k:  36k   11k|   0     0 |  27k   30k
 14  11  32  41   0   1| 529M   54k: 524M   39k: 557M   42k: 668M   39k:2278M  262k|   0     0 :  25k 5776B:  30k   12k:  55k   18k|   0     0 |  42k   45k
 15  12  33  38   0   2| 544M   80k: 580M   56k: 575M   31k: 645M   27k:2344M  234k|   0     0 :  21k   52B:  20k   12k:  41k   12k|   0     0 |  44k   49k
 15  10  31  42   0   2| 447M    0 : 649M    0 : 624M 4915B: 615M   12k:2336M   72k|   0     0 :  28k 5722B:  12k   11k:  40k   17k|   0     0 |  35k   39k
 13  10  35  40   0   1| 434M 4096B: 649M    0 : 589M    0 : 524M    0 :2196M   33k|   0     0 :  41k   52B:  18k   11k:  59k   11k|   0     0 |  39k   45k
  7  10  39  42   0   2| 629M 8192B: 522M    0 : 545M   20k: 618M    0 :2314M   62k|   0     0 :  31k 5776B:  28k   12k:  60k   18k|   0     0 |  39k   43k
  7  10  40  42   0   1| 681M    0 : 534M    0 : 559M    0 : 358M    0 :2132M   26k|   0     0 :  26k  114B:  21k   20k:  47k   20k|   0     0 |  35k   38k
  7  10  38  43   0   1| 659M    0 : 614M    0 : 517M    0 : 548M    0 :2339M   22k|   0     0 :  56k 6048B:  21k   13k:  77k   19k|   0     0 |  33k   38k
  5   5  60  30   0   0| 381M   14k: 218M 5734B: 451M 4096B: 262M    0 :1312M   78k|   0     0 :  35k   52B:1599B   10k:  37k   10k|   0     0 |  19k   13k
  4   7  61  27   0   0| 583M    0 : 225M    0 : 514M    0 : 295M   10k:1617M   22k|   0     0 :  31k 5776B:1927B   11k:  33k   16k|   0     0 |  22k   13k
