You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1710k 3580k:1684k 3580k:1710k 3589k:1723k 3595k:6827k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  162B|1580  2170 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2458k  819B|   0     0 : 403B 1722B: 133B  669B:5632B 2391B|   0     0 | 385   399 
  0   0 100   0   0   0| 819B    0 :2893k    0 :   0     0 : 819B    0 :2894k   14k|   0     0 :  37B  766B: 337k   58k: 337k   58k|   0     0 |1450  1487 
  0   8  91   1   0   0|  86k  311k:3008k   11k: 131k   12k: 135k   20k:3361k  361k|   0     0 :  49B  959B:4895B  293k:5224B  293k|   0     0 | 972   723 
  1   8  88   3   0   0| 166k  271k:2555k  266k: 118k  279k: 135k  266k:5866k 1087k| 632B  632B:  25B  766B:  25k   17k:  25k   18k|   0     0 |1914  1445 
 42  12  40   4   0   2|1297k  313k:1282k  322k:  57k  304k:  48k  321k:8676k 1582k|  40M   40M:  49B 1487B: 394M  258M: 394M  258M|   0     0 |  44k   31k
 59  34   4   0   0   3|2647k  356k: 130k  359k: 247k  381k: 231k  356k:3274k 1470k| 316M  316M: 205B  766B: 560M  526M: 560M  526M|   0     0 |  73k   64k
 59  36   1   0   0   3|2495k  182k:8192B  179k:  16k  219k:  18k  185k:2537k  774k| 377M  377M: 133B  967B: 604M  744M: 604M  744M|   0     0 |  79k   64k
 57  37   0   0   0   6|2598k  524M:  68k  468M: 105k  442M:  70k  481M:2840k 1916M| 381M  381M:  74B  766B: 980M  980M: 980M  980M|   0     0 |  72k   78k
 59  35   0   0   0   5|2225k  252M: 135k  308M: 102k  308M: 223k  295M:2685k 1163M| 372M  372M: 131B 1020B:1003M  892M:1003M  892M|   0     0 |  73k   77k
 64  31   0   0   0   5|2586k  200M: 198k  258M: 138k  203M: 140k  202M:3061k  864M| 399M  399M:  25B  766B: 992M  856M: 992M  856M|   0     0 |  77k   81k
 64  31   0   0   0   5|2089k  502M:  90k  220M: 143k  402M:  94k  160M:2416k 1283M| 352M  352M:  49B  959B: 812M  745M: 812M  745M|   0     0 |  70k   78k
 63  31   0   0   0   6|2082k  228M:  14k  478M:  73k  325M:  20k  342M:2189k 1374M| 492M  492M:  37B  766B: 990M 1006M: 990M 1006M|   0     0 |  71k   89k
 54  34   4   0   0   8|2474k  417M:  15k  469M:  20k  461M:  24k  760M:2533k 2107M| 578M  578M: 217B 1495B:1136M 1188M:1136M 1188M|   0     0 |  81k  111k
 49  33  11   0   0   7|2087k  405M:8192B  305M:  13k  347M:  13k  402M:2121k 1459M| 560M  560M: 169B  766B:1153M 1217M:1153M 1217M|   0     0 |  89k  124k
 43  32  17   1   0   7|2088k  463M:  12k  384M:  21k  430M:  12k  368M:2133k 1644M| 557M  557M:  54B 1108B:1114M 1203M:1114M 1203M|   0     0 |  90k  126k
 45  33  13   1   0   8|2470k  386M:  11k  518M:  21k  466M:  13k  368M:2515k 1739M| 651M  651M:  54B  783B:1125M 1246M:1125M 1246M|   0     0 |  94k  133k
 43  33  15   1   0   8|2086k  374M:9011B  402M:  17k  350M:  13k  385M:2124k 1511M| 530M  530M:  49B 1020B:1102M 1088M:1102M 1088M|   0     0 |  81k  135k
 41  35  14   2   0   8|2097k  546M:  15k  523M:  26k  597M:  18k  538M:2157k 2205M| 453M  453M:  55B  784B:1189M 1055M:1189M 1055M|   0     0 |  87k  139k
