You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1468k 4034k:1468k 4036k:1459k 4025k:1483k 4041k:5879k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  196B|1858  2337 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 7373B|   0     0 :  27k   13k: 116B  491B:  27k   13k|   0     0 | 324   394 
  0   0 100   0   0   0|2893k    0 :   0     0 :   0     0 :   0     0 :2893k 5734B|   0     0 :  42k 6532B:  23k   34k:  65k   40k|   0     0 |1453  1392 
  0   0  99   0   0   0|2893k   32k:   0    22k:   0    16k:   0    27k:2893k  111k|   0     0 :  33k   12k: 312k 5612B: 345k   17k|   0     0 | 581   594 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 9011B|   0     0 :  30k 6536B:  18k  812B:  48k 7348B|   0     0 | 350   445 
 21   2  77   1   0   0|2867k    0 :  48M    0 :  52M   39k:  37M    0 : 140M   73k| 633B  633B:  55k 8975B:  26M   31M:  26M   31M|   0     0 |  14k 2931 
 43  11  35   7   0   4| 302M   42k: 314M   35k: 388M   36k: 385M   40k:1389M  163k|   0     0 :  33k 6535B: 449M  431M: 449M  431M|   0     0 |  87k   19k
 44  15  19  17   0   5| 427M   42k: 420M   22k: 450M   33k: 480M   34k:1777M  143k|  31B   31B:  27k   18k: 424M  564M: 424M  564M|   0     0 | 103k   27k
 42  27  10  17   0   4| 394M   34k: 573M   30k: 474M    0 : 552M   35k:1993M  115k|   0     0 :  24k   22k: 326M  365M: 326M  365M|   0     0 |  93k   23k
 31  58   3   5   0   3| 204M   84k: 405M  356k: 294M   90k: 257M   67k:1160M  614k|   0     0 :  40k   52k: 215M  187M: 215M  187M|   0     0 |  43k   12k
 53  26   5  12   0   5| 492M  130k: 509M  126k: 627M  111k: 628M  128k:2256M  506k|   0     0 :  33k   38k: 381M  398M: 381M  398M|   0     0 |  87k   30k
 53  34   2   5   0   6| 372M   56k: 626M  334k: 555M   70k: 575M   39k:2128M  561k|   0     0 :  30k   40k: 561M  318M: 561M  318M|   0     0 |  73k   33k
 31  45   5  15   0   5| 447M   57k: 649M   51k: 633M   91k: 410M   36k:2140M  325k|   0     0 :  33k   57k: 302M  370M: 302M  370M|   0     0 |  64k   36k
 21  19  18  37   0   5| 573M   66k: 543M   18k: 595M   65k: 630M   40k:2341M  245k|   0     0 :  27k   50k: 444M  318M: 444M  318M|   0     0 |  90k   47k
