You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1931k 4187k:1917k 4187k:1939k 4197k:1949k 4201k:7738k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  161B|1752  2372 
  0   0 100   0   0   0| 819B   14k:4915B 1638B: 819B   39k:2978k    0 :3031k   64k| 611k  611k: 145B 1364B:  96k  675k:  97k  676k|   0     0 | 653   702 
  0   0  99   0   0   0|   0    38k:   0    43k:   0     0 :2893k   58k:2893k  188k|   0     0 :  61B  828B: 353k  367k: 354k  367k|   0     0 |1934  1929 
  8   0  91   0   0   0| 819B   36k: 819B   26k: 819B   28k:2894k   35k:3230k  132k| 942B  942B:  37B 1092B:3539B 2423B:3909B 3515B|   0     0 |1736  1171 
 14   1  85   0   0   0|   0     0 :   0    62k:   0    33k:2867k   18k:2998k  127k|  21k   21k:  49B  766B:5083B   27k:5159B   28k|   0     0 |2873  1691 
 37   5  50   8   0   0| 295M   31k: 207M   26k: 314M  102k: 291M   26k:1107M  195k|4518B 4518B:  25B  959B:  27k   13k:  27k   14k|   0     0 |  17k 6670 
 40   9  35  16   0   1| 378M   87k: 450M   38k: 539M  206k: 494M   45k:1860M  434k|  19k   19k:  25B  828B:  32k   27k:  32k   28k|   0     0 |  27k   13k
 42  11  25  21   0   1| 551M   27k: 604M   36k: 508M   64k: 585M  640k:2248M  786k|7305B 7305B: 157B  967B:  37k   14k:  37k   15k|   0     0 |  32k   16k
 43  12  20  24   0   1| 598M   77k: 648M   89k: 587M   84k: 563M   99k:2396M  362k|8718B 8718B: 205B  766B:  50k   15k:  50k   16k|   0     0 |  37k   17k
 44  12  15  28   0   1| 662M  374k: 655M   74k: 469M  348k: 625M  248k:2411M 1082k|  10k   10k:  37B 1287B:  48k   16k:  48k   17k|   0     0 |  37k   18k
 42  12  12  32   0   1| 546M   41k: 608M   50k: 559M   43k: 622M   37k:2336M  223k|  10k   10k:  49B  828B:  56k   16k:  56k   17k|   0     0 |  36k   20k
 17   8  37  36   0   1| 576M   52k: 418M  122k: 402M   49k: 491M   86k:1887M  360k|8022B 8022B:  25B  959B:  32k 6582B:  32k 7541B|   0     0 |  27k   21k
  9   7  47  37   0   1| 420M   34k: 373M   42k: 319M  135k: 461M   25k:1573M  297k|8551B 8551B:  25B  766B:  37k 7353B:  37k 8119B|   0     0 |  21k   18k
 17   9  38  35   0   1| 434M  134k: 421M   91k: 638M   38k: 482M   40k:1975M  394k|8834B 8834B: 451B 1074B:  44k 7467B:  45k 8542B|   0     0 |  29k   23k
 13   8  43  35   0   1| 518M   45k: 405M   69k: 450M   18k: 442M   63k:1815M  263k|9190B 9190B: 181B  836B:  40k 7180B:  41k 8016B|   0     0 |  24k   21k
 13   9  42  35   0   1| 544M   40k: 420M   68k: 516M   41k: 496M   38k:1977M  245k|9190B 9190B: 181B  959B:  44k 7716B:  45k 8675B|   0     0 |  26k   23k
