You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1436k 3301k:1433k 3303k:1424k 3292k:1445k 3308k:5738k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  45B  202B|1720  2087 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2458k    0 |   0     0 :  40k   12k: 133B  669B:  41k   13k|   0     0 | 320   382 
  0   1  99   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 9011B|   0     0 :  47k 7352B: 306k  306k: 353k  313k|   0     0 | 829   723 
  0  26  74   0   0   0|   0    94k:2458k   88k:   0    95k:   0    90k:2458k  374k|   0     0 :  23k   11k: 174B  490B:  23k   12k|   0     0 |1647   622 
  9   5  85   1   0   0|   0   187k:1638k  190k:   0   201k:   0   190k:1641k  778k| 632B  632B:  20k 7351B:  18k 2062B:  38k 9412B|   0     0 |2376  1123 
 53  24  23   0   0   1|   0    78k:   0    77k:   0    81k:2918k   74k:2919k  327k| 404M  404M:  32k 9061B:  15k 8867B:  48k   18k|   0     0 |  28k   57k
 64  34   1   0   0   1|   0   190k:   0   180k:   0   214k:2483k  197k:2483k 1038k| 780M  780M:  25k 7957B:8570B   13k:  34k   20k|   0     0 |  22k   90k
 68  30   0   0   0   1|   0   173k:   0   196k:   0   212k:2060k  196k:2060k  786k| 936M  936M:  38k   27k:9222B   15k:  47k   42k|   0     0 |  15k  108k
 75  24   0   0   0   1|   0   160k:   0   167k:   0   144k:2458k  145k:2458k  626k|1015M 1015M:  42k   20k:  10k   18k:  52k   38k|   0     0 |  12k  118k
 80  18   0   0   0   2|   0   386k:   0   734k: 819B   51k:1483k   54k:1490k 1228k|1110M 1110M:  29k   40k:  10k   19k:  42k   58k|   0     0 |  11k  126k
 78  19   0   0   0   2|   0    78M:2914k  129M:9830B  790k: 819B   52M:2924k  260M|1143M 1143M:  52k   32k:  10k   21k:  71k   53k|   0     0 |  10k  130k
 74  22   0   0   0   3|   0   129M:2048k  671M:   0   206M:   0   478M:2048k 1484M|1153M 1153M:  31k   55k:9270B   22k:  41k   78k|   0     0 |  12k  127k
 69  27   0   0   0   4|   0   582M:1020k  568M:1638B  345M:1254k  808M:2276k 2304M|1323M 1323M:  20k   45k:9639B   24k:  30k   69k|   0     0 |  14k  148k
 70  26   0   0   0   4|   0   553M:   0    26k: 819B  687M:2483k   31M:2484k 1272M|1505M 1505M:  41k   65k:8630B   25k:  51k   90k|   0     0 |  12k  168k
 69  28   0   0   0   3|   0   129M:   0   129M: 819B  274M:2074k   72M:2074k  604M|1709M 1709M:  48k   51k:8764B   29k:  58k   80k|   0     0 |  12k  183k
 64  32   0   0   0   4|   0   465M:   0   439M:   0   319M:2483k  727M:2483k 1950M|1864M 1864M:  25k   68k:8641B   28k:  34k   96k|   0     0 |  13k  198k
 62  33   0   0   0   5|3277B  666M:   0   677M: 819B  826M:2483k  594M:2487k 2763M|1773M 1773M:  19k   51k:8589B   29k:  28k   80k|   0     0 |  14k  188k
 64  32   0   0   0   4|1638B  263M:   0   275M:   0   287M:2048k  103M:2050k  929M|2010M 2010M:  29k   64k:9522B   30k:  38k   95k|   0     0 |  14k  213k
 62  33   0   0   0   5|1638B  600M:   0   466M:   0   422M:2074k  619M:2075k 2108M|1956M 1956M:  23k   51k:9453B   31k:  32k   82k|   0     0 |  15k  207k
 61  35   0   0   0   5| 819B  716M:   0   160M:   0   813M:2483k  697M:2484k 2386M|1976M 1976M:  38k   68k:9401B   30k:  47k   98k|   0     0 |  16k  212k
 62  33   0   0   0   4|   0   180M: 819B  916M:   0   155M:2458k  206M:2458k 1457M|2014M 2014M:  42k   51k:9385B   30k:  51k   82k|   0     0 |  14k  213k
 62  33   0   0   0   5|   0   335M:   0   976M:   0   258M:2074k  413M:2074k 1982M|2001M 2001M:  27k   69k:9712B   31k:  37k  100k|   0     0 |  15k  212k
 61  34   0   0   0   5|   0   579M:   0   168M:   0   827M:2458k  749M:2458k 2322M|2007M 2007M:  42k   51k:9548B   31k:  52k   82k|   0     0 |  16k  213k
 62  33   0   0   0   4| 819B  756M:   0   258M:   0   360M:2048k  285M:2049k 1660M|1991M 1991M:  30k   68k:9527B   31k:  40k   99k|   0     0 |  15k  215k
