You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1661k 4244k:1663k 4257k:1667k 4248k:1672k 4255k:6664k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1963  2482 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :  10k    0 :2494k   14k| 854k  854k:  30k 6848B:  34k  854k:  65k  860k|   0     0 | 799   722 
  0   0 100   0   0   0|   0    31k:2458k   34k:   0    42k:   0    35k:2458k  182k|   0     0 :  41k   52B: 303k  302k: 344k  302k|   0     0 | 796   761 
  0   0 100   0   0   0|   0    14k:2483k   11k:   0    14k:   0    11k:2483k   55k|   0     0 :  24k 5712B: 398B 2611B:  24k 8323B|   0     0 | 398   461 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k    0 |   0     0 :  31k   52B: 166B  692B:  31k  745B|   0     0 | 310   392 
 44   5  47   2   0   2|  19M    0 :5958k    0 :  12M    0 :  25M  191k:  63M  199k|1323B 1323B:  50k 5776B: 194M  154M: 194M  154M|   0     0 |  29k   11k
 46  14  26   7   0   7| 141M  118k: 185M   88k: 184M  103k:  97M   56k: 607M  386k|   0     0 :  28k   62B: 598M  708M: 598M  708M|   0     0 |  54k   56k
 51  18  15   9   0   7| 246M   30k: 211M   68k: 380M  901k: 343M   23k:1180M 1035k| 125B  125B:  43k 5712B: 662M  808M: 662M  808M|   0     0 |  69k   61k
 51  18  15  11   0   6| 317M   54k: 148M   54k: 217M   50k: 306M   47k: 988M  214k|   0     0 :  32k  388B: 834M  733M: 834M  733M|   0     0 |  67k   48k
 49  18  12  14   0   6| 228M  329k: 171M   34k: 221M   36k: 429M   39k:1049M  470k|   0     0 :  30k 2126B: 877M 1034M: 877M 1034M|   0     0 |  61k   50k
 46  19  12  15   0   7| 326M   37k: 282M   36k: 224M   30k: 238M   29k:1070M  145k|   0     0 :  49k   52B:1101M 1000M:1101M 1000M|   0     0 |  62k   50k
 27  19  22  26   0   6| 227M  318k: 260M   69k: 234M   58k: 203M  112k: 924M  598k|   0     0 :  27k 5722B:1146M  990M:1146M  990M|   0     0 |  55k   53k
 22  18  24  30   0   6| 277M   33k: 208M   68k: 238M   28k: 288M  132k:1010M  327k|   0     0 :  21k   52B:1133M 1158M:1133M 1158M|   0     0 |  60k   57k
