You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1741k 3536k:1713k 3535k:1738k 3545k:1749k 3551k:6942k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1592  2168 
  0   0 100   0   0   0| 845k    0 :   0     0 :1226k    0 :   0     0 :2070k 3277B|   0     0 :  13B 1097B: 181B  669B: 228B 1766B|   0     0 | 221   402 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k   14k|   0     0 :  13B  766B: 317k  305k: 317k  305k|   0     0 | 597   665 
  5  25  70   0   0   0|2483k   98k:   0   114k:   0   135k:   0   101k:2798k  455k| 941B  941B: 289B  959B:  11k 2284B:  12k 3243B|   0     0 |2524  1074 
  1  10  74  15   0   0|2074k  326k:   0   365k:   0   307k:   0   356k:2074k 1354k|   0     0 :  61B  766B:2774B  830B:3041B 1596B|   0     0 |1012   533 
  0   0  75  25   0   0|2458k    0 :   0     0 :   0     0 :   0  5734B:2458k 5734B|  31B   31B:  73B 1487B: 166B  606B:4876B 2093B|   0     0 | 269   435 
  0   0  75  25   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k    0 |   0     0 : 104B  774B: 181B  729B:5922B 1504B|   0     0 | 257   430 
  0   0  69  31   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k    0 |   0     0 :  77B  959B:  65B  358B: 802B 1317B|   0     0 | 205   368 
  0   0  73  27   0   0|2074k 1638B:   0  1638B:   0  1638B:   0  1638B:2074k 6554B|   0     0 :  13B   52B:  19B  179B:2351B  231B|   0     0 | 214   373 
  0   0  62  38   0   0|2458k   14k:   0    29k:   0   305k:   0   449k:2458k  797k|   0     0 :  49B 1020B:   0     0 :3428B 1020B|   0     0 | 221   335 
  5  17  69   8   0   0|2483k  712k:   0   480k:   0   506k:   0    53k:2566k 2022k|  19k   19k: 289B 1480B:2927B   50k:3609B   51k|   0     0 |2490  1530 
 46   8  46   0   0   0|2049k  279k:   0   306k:   0   225k:   0   268k:2050k 1098k| 260M  260M: 145B  967B:9734B   15k:  10k   16k|   0     0 |  26k   45k
 75  17   7   0   0   1|2048k   32k:   0    36k:   0    40k:   0    34k:2048k  152k|1005M 1005M:  49B  766B:  14k   23k:  14k   24k|   0     0 |  53k  121k
 78  19   1   0   0   2|   0    39k:2074k   39k:   0    34k:   0    42k:2074k  169k|1178M 1178M:  13B  828B:  18k   26k:  18k   27k|   0     0 |  28k  133k
 75  22   0   0   0   3|   0   671M:2509k   52M:   0   129M:   0   671M:2509k 1524M|1176M 1176M:  13B  766B:  20k   25k:  20k   26k|   0     0 |  19k  133k
 76  21   0   0   0   3|   0    65k:2048k  645M:   0   516M:   0    62k:2048k 1162M|1138M 1138M:  61B  967B:  23k   26k:  23k   27k|   0     0 |  15k  131k
 78  20   0   0   0   2|   0   200M:2074k  181M:   0   155M:   0   103M:2074k  638M|1125M 1125M:  49B  900B:  25k   27k:  26k   28k|   0     0 |  11k  127k
 76  21   0   0   0   3|   0   497M:2483k   52M:   0   116M:   0   620M:2483k 1285M|1162M 1162M: 325B 1020B:  27k   23k:  28k   24k|   0     0 |  12k  132k
 73  24   0   0   0   3|   0   113M:2048k  503M:   0   519M:   0    51M:2048k 1187M|1305M 1305M:  37B  766B:  29k   22k:  29k   23k|   0     0 |  11k  148k
 69  28   0   0   0   4|   0   100M:2074k  684M: 819B  629M:   0   115M:2074k 1528M|1496M 1496M:  13B  959B:  30k   22k:  30k   23k|   0     0 |  12k  167k
 67  29   0   0   0   4|   0   613M:2483k  237M: 819B  129M:   0   634M:2484k 1613M|1669M 1669M:  25B  774B:  32k   24k:  32k   25k|   0     0 |  12k  182k
 65  31   0   0   0   4|   0   645M:2049k  240M:   0   302M:   0   645M:2049k 1832M|1811M 1811M:  49B 1487B:  31k   24k:  32k   26k|   0     0 |  13k  192k
