You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1793k 4224k:1819k 4235k:1801k 4216k:1785k 4227k:7199k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1950  2457 
  0   0 100   0   0   0|2458k   17k:   0    22k:   0    10k:   0    12k:2462k   73k|   0     0 :  25k 1064B: 533B 1100B:  25k 2163B|   0     0 | 537   497 
  0   0 100   0   0   0|2483k   18k:   0    34k:   0    18k:   0    27k:2483k  123k|   0     0 :  53k 5712B: 127B  491B:  54k 6203B|   0     0 | 385   416 
  0   0 100   0   0   0|2074k   33k:9830B    0 :   0   819B:   0    41k:2083k   78k| 832k  832k:  34k  388B: 116k  914k: 150k  914k|   0     0 | 540   627 
  0   0 100   0   0   0|2481k   27k:   0    23k:   0    18k:   0    26k:2481k  101k|   0     0 :  30k 2126B: 301k   12k: 331k   14k|   0     0 | 716   712 
  0   0 100   0   0   0|2458k   11k:   0     0 :   0    30k:   0     0 :2458k   44k|   0     0 :  40k   52B: 153B  513B:  41k  566B|   0     0 | 321   405 
 15   1  83   0   0   0|2458k 1638B:   0   181k:   0    29k:   0    11k:2682k  243k| 633B  633B:  34k 5712B:9481k   20k:9515k   26k|   0     0 |4435  1419 
 41   7  43   5   0   3| 136M   34k:  84M   44k:  75M   44k:  81M   36k: 376M  180k|   0     0 :  24k   71B: 621M  165M: 621M  165M|   0     0 |  68k   18k
 45  13  28   7   0   6| 102M   34k: 108M   34k:  75M   34k:  94M   32k: 378M  146k|  31B   31B:  20k 5912B: 724M  674M: 724M  674M|   0     0 |  62k   63k
 44  14  28   8   0   6|  83M   34k:  62M  122k: 112M   35k:  77M   38k: 334M  246k|   0     0 :  35k  683B: 831M  630M: 831M  630M|   0     0 |  69k   56k
 47  15  20  12   0   6|  71M   77k:  84M   41k: 135M  879k:  58M  108k: 348M 1118k|   0     0 :  24k 5731B: 920M  698M: 920M  698M|   0     0 |  67k   53k
 48  20  12  14   0   6|  93M  113k:  91M   26k: 129M  326k: 135M  106k: 449M  585k|   0     0 :  38k  388B: 953M  796M: 953M  796M|   0     0 |  69k   51k
 49  18   9  18   0   6|  93M   34k: 111M   60k: 119M  416k: 135M   26k: 457M  558k|   0     0 :  32k 2126B:1029M  876M:1029M  876M|   0     0 |  66k   55k
 22  13  24  35   0   6|  98M   34k: 116M  106k:  52M   77k: 116M   31k: 382M  326k|   0     0 :  25k   52B:1016M  918M:1016M  918M|   0     0 |  64k   57k
 19  13  27  35   0   6| 104M   40k: 117M   45k:  63M   29k: 116M 4096B: 401M  197k|   0     0 :  52k 5712B:1007M  963M:1007M  963M|   0     0 |  68k   58k
 20  13  27  34   0   6| 118M   66k: 125M   17k: 120M   20k:  94M   66k: 457M  225k|   0     0 :  37k   52B:1022M 1049M:1022M 1049M|   0     0 |  67k   60k
 19  13  33  30   0   6| 113M   83k:  74M   69k: 120M   62k:  78M   45k: 386M  318k|   0     0 :  31k 5776B:1001M  846M:1001M  846M|   0     0 |  73k   59k
 14  13  32  35   0   6| 123M   48k:  91M   19k:  80M   16k:  85M   71k: 379M  213k|   0     0 :  40k   52B:1007M  994M:1007M  994M|   0     0 |  66k   68k
 17  14  29  34   0   6| 127M  134k:  89M   59k: 114M   49k:  67M   82k: 397M  377k|   0     0 :  34k 5712B:1014M 1054M:1014M 1054M|   0     0 |  70k   71k
 16  15  30  33   0   6|  97M   31k:  54M    0 : 151M   94k:  77M   11k: 378M  163k|   0     0 :  25k  398B:1033M  933M:1033M  933M|   0     0 |  70k   65k
 12  13  32  36   0   6|  92M 7373B: 106M 9830B: 116M 8192B:  89M 4096B: 402M   81k|   0     0 :  21k 2126B:1008M 1099M:1008M 1099M|   0     0 |  70k   68k
 13  14  33  33   0   6| 110M    0 :  66M    0 : 126M    0 : 120M    0 : 422M   44k|   0     0 :  36k   52B:1113M 1012M:1113M 1012M|   0     0 |  70k   68k
 13  15  32  34   0   6| 133M    0 :  76M    0 : 109M    0 : 127M    0 : 446M   29k|   0     0 :  23k 5712B:1102M 1000M:1102M 1000M|   0     0 |  73k   67k
  9  13  29  43   0   6| 115M    0 :  49M   14k: 111M    0 : 110M    0 : 385M   42k|   0     0 :  40k   52B:1152M  983M:1152M  983M|   0     0 |  69k   73k
  8  13  29  44   0   6| 117M    0 :  63M    0 : 145M    0 : 102M    0 : 427M   31k|   0     0 :  33k 2262B:1058M 1024M:1058M 1024M|   0     0 |  73k   73k
  9  13  33  38   0   6| 118M 9830B: 110M    0 : 119M   11k: 136M   12k: 482M   55k|   0     0 :  39k   52B:1102M 1038M:1102M 1038M|   0     0 |  70k   69k
  8  13  31  41   0   6| 104M    0 : 135M    0 : 110M    0 : 130M    0 : 479M   17k|   0     0 :  53k 5712B:1112M 1165M:1112M 1165M|   0     0 |  64k   71k
  9  13  33  39   0   6| 113M    0 : 147M    0 : 131M    0 : 144M    0 : 536M   55k|   0     0 :  35k  388B:1162M 1064M:1162M 1064M|   0     0 |  72k   71k
  9  16  27  42   0   6| 122M    0 : 161M    0 : 105M    0 : 108M    0 : 496M   48k|   0     0 :  31k 2276B:1160M 1003M:1160M 1003M|   0     0 |  72k   70k
  8  13  28  45   0   6| 101M    0 : 166M    0 :  66M    0 : 152M    0 : 485M   25k|   0     0 :  41k   52B:1199M  937M:1199M  937M|   0     0 |  77k   69k
 10  13  32  39   0   7|  81M    0 : 174M    0 :  91M    0 : 162M    0 : 508M   38k|   0     0 :  33k 5712B:1161M 1096M:1161M 1096M|   0     0 |  74k   77k
  9  14  39  33   0   6| 139M    0 : 199M    0 : 103M    0 : 146M    0 : 587M   23k|   0     0 :  25k   52B:1128M 1156M:1128M 1156M|   0     0 |  70k   69k
