You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1743k 3368k:1714k 3368k:1739k 3377k:1751k 3383k:6948k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1586  2097 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2458k 2458B|   0     0 :  49B 1750B: 180B  669B: 363B 2419B|   0     0 | 231   391 
  0   0 100   0   0   0|   0     0 :2074k    0 :   0     0 :   0     0 :2074k   15k|   0     0 :  25B   52B: 302k  306k: 302k  306k|   0     0 | 617   716 
  0  24  75   0   0   0|   0   102k:2483k   95k:   0    86k:   0    86k:2483k  378k|   0     0 :  49B 1602B:9038B  691B:9234B 2293B|   0     0 |1517   610 
  7  24  68   2   0   0|   0   389k:2484k  407k:   0   351k:   0   374k:2486k 1527k| 632B  632B:  49B   52B:  20k 2058B:  21k 2109B|   0     0 |2828  1066 
 59  16  24   0   0   1|   0   388k:2048k  441k:   0   321k:   0   308k:2048k 1772k| 474M  474M:  73B 1673B:8756B 9330B:8879B   11k|   0     0 |  38k   70k
 76  18   4   0   0   2|   0    38k:2458k   32k:   0    38k:   0    38k:2458k  162k|1087M 1087M: 289B  194B:  10k   16k:  11k   16k|   0     0 |  48k  127k
 78  20   1   0   0   2| 845k   45M:1229k  103M:   0    52M:   0    77M:2074k  278M|1212M 1212M:  37B 1076B:  10k   19k:  11k   20k|   0     0 |  23k  135k
 73  23   0   0   0   4|2074k  627M:   0   569M:   0   620M:   0   620M:2074k 2436M|1132M 1132M: 105B   52B:  10k   18k:  11k   18k|   0     0 |  18k  127k
 79  20   0   0   0   2|2483k   63k:   0    65k:   0    81k:   0    65k:2483k  287k|1202M 1202M:  82B 1673B:  11k   20k:  11k   22k|   0     0 |  11k  136k
 77  21   0   0   0   2|2074k  322M:   0   290M:   0   232M:   0   282M:2074k 1127M|1136M 1136M:  61B   60B:  11k   21k:  12k   21k|   0     0 |  10k  128k
 75  22   0   0   0   3|2048k  374M:   0   407M:   0    61M:   0   415M:2048k 1257M|1147M 1147M:  61B 2201B:8442B   21k:8606B   23k|   0     0 |  10k  131k
 73  24   0   0   0   3|2483k  172M:   0   208M:   0   584M:   0   180M:2483k 1145M|1382M 1382M: 229B   52B:  11k   25k:  11k   25k|   0     0 |  11k  154k
 69  27   0   0   0   4|2074k  442M:   0   205M:   0   565M:   0   411M:2074k 1623M|1459M 1459M: 109B 1673B:7810B   26k:8178B   27k|   0     0 |  12k  165k
 67  30   0   0   0   4|2049k  256M:   0   523M:   0   539M:   0   234M:2049k 1552M|1692M 1692M:  13B   52B:8028B   26k:8254B   26k|   0     0 |  12k  181k
 65  31   0   0   0   4|2484k  600M:   0   458M:   0   135M:   0   610M:2484k 1804M|1803M 1803M:  55B 1094B:8789B   29k:8889B   30k|   0     0 |  13k  191k
 64  32   0   0   0   4|2074k  671M:   0   445M:   0   181M:   0   654M:2074k 1950M|1982M 1982M:  73B   68B:9721B   31k:  10k   31k|   0     0 |  14k  210k
 62  33   0   0   0   5|2048k  361M:   0   385M:   0   705M:   0   464M:2048k 1916M|1883M 1883M:  79B 1691B:8745B   28k:8913B   30k|   0     0 |  14k  200k
 60  36   0   0   0   5|2458k  556M:   0   434M:   0   637M:   0   387M:2458k 2014M|1951M 1951M: 133B   52B:9365B   31k:9744B   31k|   0     0 |  17k  208k
 60  35   0   0   0   5|1229k  579M:   0   645M:   0   258M: 845k  471M:2074k 1953M|1903M 1903M: 193B 2201B:9381B   30k:9753B   32k|   0     0 |  17k  202k
 61  35   0   0   0   4|   0   297M:   0   438M:   0   465M:2483k  589M:2483k 1789M|1949M 1949M:  13B   52B:9100B   30k:9124B   30k|   0     0 |  13k  207k
 60  36   0   0   0   5|   0   374M:   0   516M:   0   635M:2074k  360M:2074k 1885M|1927M 1927M:  91B 1673B:9311B   30k:9536B   31k|   0     0 |  12k  204k
 61  35   0   0   0   5|   0   438M:   0   600M:   0   464M:2483k  427M:2483k 1930M|1947M 1947M:  49B  185B:9349B   30k:9577B   30k|   0     0 |  12k  207k
 60  35   0   0   0   5|   0   542M:   0   358M:   0   603M:2048k  476M:2048k 1979M|1937M 1937M:  73B 1735B:9114B   29k:9386B   31k|   0     0 |  14k  205k
 60  36   0   0   0   5|   0   374M:   0   534M: 819B  568M:2074k  439M:2074k 1914M|1980M 1980M: 311B   76B:9565B   31k:  10k   31k|   0     0 |  15k  210k
 59  36   0   0   0   5|   0   487M:   0   315M:   0   490M:2460k  697M:2555k 1989M|1964M 1964M: 551B 2229B:9854B   32k:  15k   34k|   0     0 |  16k  207k
 59  36   0   0   0   5|   0   558M:   0   826M:   0   437M:2048k  491M:2048k 2311M|1936M 1936M:  13B   52B:9274B   29k:9879B   29k|   0     0 |  15k  204k
 59  36   0   0   0   5| 393k  439M: 379k  633M:   0   592M:1908k  593M:2680k 2256M|1979M 1979M:  37B 2201B:9024B   30k:9139B   32k|   0     0 |  15k  209k
 61  35   0   0   0   4|   0   444M:   0   393M:   0   416M:2074k  181M:2074k 1434M|1960M 1960M:  68B   52B:9041B   29k:9281B   29k|   0     0 |  13k  207k
 59  36   0   0   0   5|   0   842M:   0   316M:   0   413M:2483k  336M:2483k 1907M|1980M 1980M: 322B 1673B:9995B   32k:  10k   33k|   0     0 |  16k  210k
 60  35   0   0   0   5|   0   308M:   0   542M:   0   464M:2074k  626M:2074k 1940M|2000M 2000M:  37B   52B:9400B   31k:9569B   31k|   0     0 |  16k  213k
 59  36   0   0   0   5|   0   363M:   0   516M:   0   568M:2483k  426M:2483k 1872M|1951M 1951M: 289B 1735B:9379B   30k:  11k   32k|   0     0 |  15k  206k
 59  36   0   0   0   5|   0   495M:   0   645M:   0   594M:2048k  368M:2056k 2102M|1980M 1980M:  25B   60B:9692B   31k:  18k   31k|   0     0 |  15k  210k
 59  36   0   0   0   4|   0   464M:   0   468M:   0   384M:2483k  645M:2483k 1961M|2006M 2006M:  37B 1673B:9987B   32k:  10k   33k|   0     0 |  16k  212k
 60  35   0   0   0   5|   0   490M:   0   407M: 819B  316M:2483k  671M:2502k 1884M|1976M 1976M:  49B   52B:9235B   30k:  11k   30k|   0     0 |  14k  208k
 59  36   0   0   0   5|   0   673M:   0   207M:   0   513M:2048k  623M:2048k 2016M|2023M 2023M:  61B 1542B:  10k   31k:  13k   33k|   0     0 |  17k  215k
 60  36   0   0   0   5|   0   556M:   0   727M: 819B  548M:2483k  197M:2484k 2029M|1959M 1959M:  37B   52B:9640B   30k:  10k   30k|   0     0 |  14k  208k
 58  37   0   0   0   5|   0   693M:   0   442M:   0   542M:2049k  607M:2049k 2284M|2014M 2014M:  49B 1673B:9820B   31k:  10k   32k|   0     0 |  16k  213k
 59  36   0   0   0   5|   0   213M:   0   623M:   0   490M:2048k  540M:2048k 1866M|2057M 2057M: 253B  185B:  10k   31k:  11k   32k|   0     0 |  18k  219k
 59  36   0   0   0   5|2918k  371M: 819B  361M:   0   855M:   0   389M:2919k 1976M|2065M 2065M:  49B 1735B:9471B   29k:9645B   30k|   0     0 |  20k  220k
 59  35   1   0   0   5|2074k  545M:   0   594M:   0   316M:   0   571M:2074k 2026M|2036M 2036M:  61B   60B:  10k   31k:  11k   31k|   0     0 |  37k  220k
 49  30  15   0   0   5|2483k  697M:1638B  552M:   0   232M:   0   571M:2485k 2051M|1710M 1710M:  61B 1673B:  10k   31k:  10k   32k|   0     0 |  81k  205k
  2   3  93   1   0   0|2458k  445M:   0    63k:   0   284M:   0   468M:2875k 1198M|3742k 3742k:  49B   52B:1641B 3765B:1937B 3817B|   0     0 |5390  3068 
  5   1  94   0   0   0|2074k   47k:   0    20k:   0    31k:   0    37k:2166k  218k|2433B 2433B:  37B 2201B:7317B 4450B:7399B 6652B|   0     0 |1456  1197 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 8192B|   0     0 :  25B   52B: 353B 1173B: 469B 1225B|   0     0 | 252   458 
  0   0 100   0   0   0|2458k    0 :   0     0 :   0     0 :   0     0 :2458k 5734B|   0     0 : 296B 1673B: 370B 1522B: 812B 3195B|   0     0 | 275   472 
  1   0  99   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2484k 9011B| 214B  214B:  49B   52B:1225B 3065B:1410B 3117B|   0     0 | 554   576 
