You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1299k 3464k:1302k 3478k:1299k 3467k:1308k 3477k:5209k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  207B|1760  2192 
  0   0  99   0   0   0|2512k   42k: 819B    0 :   0    46k:  18k 9830B:2571k  108k| 647k  647k:  42k 1063B:  74k  661k: 116k  662k|   0     0 |1032   989 
  0   2  98   0   0   0|2458k 7373B:   0    50k:   0     0 :   0    37k:2458k  115k|   0     0 :  48k 2262B: 297k  294k: 345k  296k|   0     0 | 545   451 
  0  26  74   0   0   0|2483k  236k:   0   138k:   0   246k:   0   237k:2483k  878k|   0     0 :  25k   52B: 124B  512B:  25k  565B|   0     0 |1760   606 
 34  27  39   0   0   0|2485k  182k: 819B  220k:   0   156k:   0   192k:2488k  759k| 113M  113M:  22k 5774B:  26k 5190B:  48k   11k|   0     0 |  13k   18k
 61  35   3   0   0   1|2458k  560k:   0   193k:   0   569k:   0   357k:2458k 1688k| 652M  652M:  30k  530B:  10k   11k:  40k   11k|   0     0 |  29k   81k
 70  28   0   0   0   1|2048k  179k:   0   803k:   0   158k:   0   174k:2048k 1613k| 890M  890M:  23k 2126B:9556B   15k:  33k   17k|   0     0 |  17k  105k
 79  18   0   0   0   2|   0   685k:2509k  114k:   0    72k:   0   736k:2509k 1622k|1140M 1140M:  38k   52B:  10k   18k:  48k   18k|   0     0 |  17k  130k
 79  19   0   0   0   2|   0    55k:2074k  343k:   0    57k:   0    38k:2074k  503k|1160M 1160M:  41k 5722B:  11k   20k:  51k   25k|   0     0 |  12k  132k
 79  19   0   0   0   2|   0    41k:2458k   46k:   0    31k: 819B   78M:2458k   78M|1183M 1183M:  27k   52B:  11k   22k:  39k   22k|   0     0 |9803   132k
 76  21   0   0   0   3|   0   494M:2483k  129M:6554B  435M: 819B   77M:2490k 1135M|1124M 1124M:  45k 5776B:7963B   20k:  53k   26k|   0     0 |  11k  128k
 71  25   0   0   0   4|   0   794M:2074k  308M:  11k  698M:6554B  440M:2091k 2239M|1228M 1228M:  32k   52B:9580B   23k:  41k   23k|   0     0 |  12k  136k
 68  28   0   0   0   4|   0    80M:2483k  894M:1638B  235M:  10k  696M:2495k 1906M|1468M 1468M:  21k 5712B:  11k   27k:  32k   33k|   0     0 |  13k  163k
 72  25   0   0   0   3|   0    10k:2048k   37M:   0  9011B:   0    32M:2048k   70M|1590M 1590M:  40k   52B:7781B   26k:  48k   26k|   0     0 |  10k  174k
 65  31   0   0   0   4|   0   405M:2483k  250M:4915B  598M:9830B  503M:2498k 1756M|1776M 1776M:  49k 2603B:8341B   28k:  58k   30k|   0     0 |  13k  189k
