You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1743k 3470k:1714k 3470k:1739k 3480k:1750k 3485k:6946k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1590  2141 
  0   0 100   0   0   0|2483k    0 :   0    38k:   0    42k:   0    57k:2523k  145k|  31k   31k:  37B 1036B: 302k   46k: 302k   47k|   0     0 | 755   816 
  0  14  86   0   0   0|2074k   34k:   0    94k:   0   378k:   0    70k:2074k  587k|   0     0 : 109B  900B:4987B  293k:5130B  294k|   0     0 | 976   516 
  0  26  73   1   0   0|2483k  375k:   0   326k:   0   330k:   0   350k:2483k 1386k|   0     0 :  73B 1020B:4710B  806B:4985B 1826B|   0     0 |1735   506 
 35   8  56   0   0   0|2458k  198k:   0   166k: 290k  154k:   0   165k:3142k  939k| 137M  137M:  61B  766B:  24k 5596B:  25k 6362B|   0     0 |  15k   23k
 70  23   5   0   0   1|2074k  190k:   0   193k:   0   183k:   0   187k:2074k  764k| 801M  801M: 112B  959B:9227B   12k:9542B   13k|   0     0 |  41k   97k
 78  19   2   0   0   2|2074k  716k:   0    40k:   0    36k:   0    38k:2074k  841k|1163M 1163M: 121B  766B:  11k   18k:  12k   19k|   0     0 |  34k  132k
 76  21   0   0   0   2|2458k  181M:   0   465M:   0   349M:   0   155M:2458k 1149M|1170M 1170M: 193B 1495B:  10k   18k:  10k   20k|   0     0 |  19k  133k
 75  22   0   0   0   3|2074k  339M:   0   233M:   0   349M:   0   315M:2074k 1236M|1186M 1186M:  25B  766B:  11k   20k:  11k   21k|   0     0 |  13k  133k
 78  20   0   0   0   2|2074k  255M:   0    51M:   0    26M:   0   305M:2074k  637M|1118M 1118M:  73B  959B:  10k   19k:  10k   20k|   0     0 |  11k  128k
