You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1299k 3332k:1302k 3345k:1300k 3335k:1309k 3344k:5210k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  46B  207B|1755  2135 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0  5734B:   0     0 :2458k   12k|   0     0 :  40k 5841B: 133B  669B:  41k 6510B|   0     0 | 387   419 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 2458B|   0     0 :  47k 1126B: 301k  305k: 348k  306k|   0     0 | 729   675 
  7  11  82   0   0   0|   0    11k:2484k   11k:   0  9011B: 819B   10k:2492k   50k| 941B  941B:  23k 5047B:  24k 2840B:  47k 7886B|   0     0 |1975  1099 
 12  27  60   0   0   0|   0   181k:2483k  234k:   0   201k:   0   216k:2483k  855k|  20k   20k:  20k  781B:9913B 7981B:  30k 8763B|   0     0 |3970  1940 
 52  35  13   0   0   1|   0   218k:2458k  250k:   0   220k:   0   241k:2458k  950k| 360M  360M:  32k 5686B:  10k   17k:  43k   22k|   0     0 |  23k   49k
 64  34   1   0   0   1|   0   199k:2074k  234k:   0   182k:   0   215k:2074k 1113k| 785M  785M:  25k  781B:  14k   21k:  40k   22k|   0     0 |  23k   90k
 76  22   0   0   0   2|   0   178k:2483k  171k:   0   173k:   0   169k:2483k  702k|1094M 1094M:  38k 5047B:  19k   25k:  57k   30k|   0     0 |  20k  123k
 79  19   0   0   0   2|   0    43k:2483k   44k:   0    72k:   0    46k:2483k  215k|1129M 1129M:  42k  918B:  21k   25k:  63k   25k|   0     0 |  13k  129k
 80  19   0   0   0   2|   0    61k:2048k   49k:   0    50k:   0   342k:2048k  510k|1131M 1131M:  29k 4984B:  24k   27k:  55k   32k|   0     0 |  10k  129k
