You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1388k 3656k:1416k 3666k:1405k 3649k:1381k 3658k:5591k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  187B|1747  2222 
  0   1  99   0   0   0|   0     0 :   0    28k:2938k   24k: 819B   19k:2978k   89k|1781k 1781k:  25k 1792B: 355k 2138k: 381k 2140k|   0     0 |1817  1707 
  0   0 100   0   0   0|   0    90k:   0    36k:2483k   39k:   0    87k:2483k  258k|   0     0 :  40k 5120B: 155B  680B:  40k 5801B|   0     0 | 355   413 
  0   0 100   0   0   0|   0     0 :   0     0 :2893k    0 :   0     0 :2893k  819B|   0     0 :  33k  781B: 144B  691B:  33k 1473B|   0     0 | 310   403 
 12   1  87   0   0   0|   0     0 :   0     0 :2894k    0 :   0     0 :2929k 3277B| 633B  633B:  34k 1397B:  37k   21k:  71k   22k|   0     0 |2591  1188 
 57  18  22   0   0   3|   0    42k:   0    42k:2868k   42k:   0    36k:2868k  174k| 319M  319M:  47k  790B: 653M  650M: 653M  650M|   0     0 |  86k   78k
 63  27   6   0   0   4|   0   141k:   0   165k:2048k   36k:   0    41k:2048k  546k| 406M  406M:  38k 4984B: 829M  791M: 829M  791M|   0     0 |  92k   85k
 64  29   3   0   0   4|   0   473k:   0   472k:3329k  506k: 819B 2486k:3330k 3957k| 403M  403M:  32k  781B: 709M  719M: 709M  719M|   0     0 |  84k   76k
 62  33   1   0   0   4|   0   338k:   0   919k:2485k  654k:   0   180k:2485k 2353k| 421M  421M:  40k 5534B: 968M  896M: 968M  896M|   0     0 |  84k   83k
 60  35   0   0   0   5| 819B  411M:1638B  258M:2486k  155M:   0   181M:2488k 1006M| 416M  416M:  32k  781B: 788M  755M: 788M  755M|   0     0 |  73k   72k
 59  35   0   0   0   6|   0   734M:   0   501M:2049k   80M:   0   378M:2049k 1693M| 382M  382M:  24k 4984B: 861M  839M: 861M  839M|   0     0 |  61k   75k
 57  36   0   0   0   7| 819B  276M:   0   552M:2486k  609M:   0   581M:2486k 2018M| 421M  421M:  19k  781B:1049M  968M:1049M  968M|   0     0 |  63k   82k
 59  35   0   0   0   6|   0    99k:   0    58M:2074k  551M:   0   308M:2074k  918M| 502M  502M:  27k 5047B:1096M 1009M:1096M 1009M|   0     0 |  77k   98k
