You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1449k 4042k:1481k 4053k:1467k 4035k:1442k 4044k:5840k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1859  2351 
  0   0 100   0   0   0|   0     0 :   0     0 :   0     0 :2483k    0 :2483k    0 |   0     0 :  27k 5842B: 116B  491B:  27k 6333B|   0     0 | 384   409 
  0   0  99   0   0   0|   0     0 :   0     0 :   0     0 :2867k    0 :2867k 6554B|   0     0 :  42k 1117B:  25k   38k:  68k   39k|   0     0 |1629  1525 
  0   0 100   0   0   0|   0    14k:   0    10k:   0    10k:2893k   11k:2893k   54k|   0     0 :  33k 1397B: 315k  331k: 349k  332k|   0     0 | 522   567 
  0   0 100   0   0   0|   0     0 :   0     0 :   0     0 :2483k    0 :2483k 7373B|   0     0 :  39k  781B:  18k   19k:  58k   20k|   0     0 | 348   413 
 21   2  77   1   0   0|  26M   20k:  40M   19k:   0    18k:  29M   19k:  94M  106k| 633B  633B:  49k 4984B:  28M   51k:  28M   56k|   0     0 |9025  2133 
 40   9  40   9   0   3| 284M   30k: 321M   47k: 314M   46k: 380M   34k:1299M  177k|   0     0 :  30k  781B: 329M  284M: 329M  284M|   0     0 |  76k   16k
 46  15  20  15   0   5| 561M   30k: 462M   34k: 486M   33k: 503M   28k:2012M  134k|  31B   31B:  27k 1675B: 433M  475M: 433M  475M|   0     0 | 102k   31k
 44  26   9  17   0   4| 633M   32k: 662M   31k: 620M   34k: 412M   32k:2327M  139k|   0     0 :  25k  781B: 298M  658M: 298M  658M|   0     0 |  98k   33k
 50  18  11  15   0   6| 570M   83k: 612M  361k: 431M   81k: 454M   82k:2067M  617k|   0     0 :  40k 4984B: 561M  524M: 561M  524M|   0     0 |  80k   35k
 52  20   8  14   0   6| 366M  127k: 696M  133k: 541M  126k: 531M  134k:2134M  533k|   0     0 :  33k 1126B: 698M  567M: 698M  567M|   0     0 |  72k   45k
 52  27   4  11   0   6| 611M   31k: 558M   56k: 471M  361k: 647M   74k:2287M  574k|   0     0 :  30k 5047B: 710M  392M: 710M  392M|   0     0 |  74k   47k
 25  21  20  29   0   6| 389M   24k: 432M  114k: 470M   54k: 646M   19k:1937M  302k|   0     0 :  33k  781B: 849M  346M: 849M  346M|   0     0 |  75k   58k
 19  21  16  38   0   6| 618M   62k: 477M   41k: 516M   58k: 655M   34k:2266M  257k|   0     0 :  27k 4984B: 606M  588M: 607M  588M|   0     0 |  87k   68k
 19  31  10  34   0   5| 487M   63k: 475M   59k: 428M   34k: 254M   36k:1644M  246k|   0     0 :  42k  781B: 342M  561M: 342M  561M|   0     0 |  57k   46k
 16  28  10  40   0   7| 603M   11k: 530M   34k: 608M   61k: 542M   77k:2283M  245k|   0     0 :  33k   14k: 613M  639M: 613M  639M|   0     0 |  74k   84k
 20  30  12  31   0   6| 542M   38k: 523M   46k: 562M   27k: 480M   74k:2106M  242k|   0     0 :  41k  790B: 845M  267M: 845M  267M|   0     0 |  79k   71k
 18  30  10  37   0   6| 313M   71k: 537M   58k: 493M  118k: 458M   50k:1801M  361k|   0     0 :  52k   15k: 405M  589M: 405M  589M|   0     0 |  67k   61k
 14  14  18  50   0   5| 423M 7373B: 447M 6554B: 478M   29k: 386M   26k:1734M   98k|   0     0 :  24k 1117B: 421M  564M: 421M  564M|   0     0 |  94k   53k
 10  12  23  51   0   5| 266M    0 : 379M    0 : 410M 4096B: 343M 4096B:1397M   68k|   0     0 :  20k 5066B: 305M  533M: 305M  533M|   0     0 | 105k   43k
  8  23  33  33   0   4| 475M    0 : 433M    0 : 352M    0 : 363M    0 :1624M   39k|   0     0 :  21k  790B: 416M  324M: 416M  324M|   0     0 |  87k   46k
  8  14  20  52   0   6| 409M    0 : 258M    0 : 246M    0 : 387M    0 :1301M   47k|   0     0 :  39k 4984B: 544M  606M: 544M  606M|   0     0 |  79k   63k
 12  16  19  48   0   6| 549M    0 : 562M    0 : 596M    0 : 327M    0 :2033M   30k|   0     0 :  32k  843B: 687M  372M: 687M  372M|   0     0 |  89k   77k
  8  13  25  48   0   5| 441M 9011B: 446M 9830B: 543M    0 : 266M    0 :1697M   49k|   0     0 :  30k 1534B: 563M  443M: 563M  443M|   0     0 |  95k   61k
 10  15  21  48   0   6| 606M    0 : 469M    0 : 452M   11k: 588M 9011B:2116M   49k|   0     0 :  35k  781B: 708M  359M: 708M  359M|   0     0 |  93k   74k
 15  17  21  41   0   5| 458M    0 : 635M    0 : 294M    0 : 606M    0 :1994M   32k|   0     0 :  26k 5028B: 555M  372M: 555M  372M|   0     0 |  95k   61k
  9  14  32  39   0   6| 571M   20k: 588M   26k: 569M   23k: 499M   25k:2226M  149k|   0     0 :  41k 1126B: 646M  411M: 646M  411M|   0     0 | 103k   70k
 10  16  28  41   0   6| 652M   12k: 543M 9830B: 535M   13k: 617M   14k:2347M   88k|   0     0 :  41k 1397B: 686M  328M: 686M  328M|   0     0 |  94k   74k
  9  25  18  42   0   6| 588M    0 : 571M    0 : 516M    0 : 578M    0 :2254M   35k|   0     0 :  40k  781B: 586M  346M: 586M  346M|   0     0 |  79k   71k
  8  44   9  33   0   5| 404M   16k: 528M   14k: 419M 9011B: 481M 9830B:1832M   71k|   0     0 :  43k   13k: 504M  235M: 504M  235M|   0     0 |  62k   53k
  7  82   2   6   0   3| 231M    0 : 315M    0 : 164M    0 : 260M 3277B: 970M   35k|   0     0 :  27k   27k: 149M  163M: 149M  163M|   0     0 |  40k   10k
  8  45   9  32   0   6| 496M  819B: 448M   17k: 476M 1638B: 515M   46k:1936M  104k|   0     0 :  19k   13k: 453M  848M: 453M  848M|   0     0 |  64k   56k
  8  13  43  31   0   5| 505M   51k: 432M   22k: 495M   29k: 673M   26k:2105M  161k|   0     0 :  20k  781B: 566M  281M: 566M  281M|   0     0 | 104k   50k
  9  18  43  26   0   4| 603M 8192B: 550M   13k: 452M 8192B: 635M 5734B:2241M   84k|   0     0 :  38k 4984B: 404M  424M: 404M  424M|   0     0 | 111k   43k
  7  14  52  21   0   5| 436M   28k: 575M   21k: 478M   22k: 498M   19k:1987M  126k|   0     0 :  31k 1117B: 692M  343M: 692M  343M|   0     0 |  98k   55k
  5   8  72  12   0   3| 381M   21k: 236M   25k: 217M   27k: 403M   27k:1237M  167k|   0     0 :  30k 5056B: 493M  142M: 493M  142M|   0     0 |  97k   28k
  3   4  86   6   0   1| 217M   18k: 254M 9011B: 286M   16k: 243M   14k:1000M   70k|   0     0 :  35k  781B:  52M  146M:  52M  146M|   0     0 |  50k 6418 
  1   2  95   1   0   1|  34M   25k:  37M   19k: 101M   19k:  71M   12k: 243M   94k|   0     0 :  28k 4984B:  50M  134M:  50M  134M|   0     0 |  34k 3999 
  2   2  94   1   0   1|  78M    0 :  85M  819B:  81M    0 :  58M   58k: 302M   82k|   0     0 :  43k  781B: 141M   38M: 141M   38M|   0     0 |  35k 2815 
  1   3  93   2   0   1|  29M   34k: 115M   32k: 129M   33k:  77M   20k: 350M  149k|   0     0 :  42k 1552B: 147M  140M: 147M  140M|   0     0 |  47k 7729 
  1   1  99   0   0   0|  23M 4096B:  10M   19k:   0  2458B:   0    30k:  34M   85k|   0     0 :  41k  800B:5995k   31M:6037k   31M|   0     0 |9827  1454 
  2   3  91   2   0   1| 119M   24k: 163M  819B:  55M   14k:  81M 5734B: 418M   74k|   0     0 :  41k 4984B: 160M  152M: 160M  152M|   0     0 |  47k   10k
  0   1  98   0   0   0|  14M   30k:  31M   26k:3278k   23k:  71M   22k: 118M  117k|   0     0 :  24k 1259B:6385k  117M:6409k  117M|   0     0 |  23k 2233 
  1   2  94   2   0   1|  99M 1638B:  30M 4096B:  38M 3277B: 161M 3277B: 327M   22k|   0     0 :  20k 5047B: 106M  169M: 106M  169M|   0     0 |  58k 9695 
  1   3  92   2   0   2|  88M   14k: 169M   18k:  99M   14k: 126M   15k: 482M   73k|   0     0 :  23k  781B: 121M  299M: 121M  299M|   0     0 |  75k   12k
  1   4  92   1   0   2| 191M   13k:  80M  819B: 105M   18k:  81M   38k: 458M   82k|   0     0 :  41k 4993B:  71M  331M:  71M  331M|   0     0 |  88k   12k
  1   4  91   2   0   2| 237M   34k:  93M   31k:  77M   30k: 141M   15k: 549M  132k|   0     0 :  33k  781B: 107M  293M: 107M  293M|   0     0 |  80k   12k
  2   4  91   1   0   2| 145M    0 :  27M   15k:  69M    0 : 229M   26k: 470M   58k|   0     0 :  30k 5047B:  74M  393M:  74M  393M|   0     0 |  93k   14k
  1   4  92   1   0   2|  89M   13k: 202M   11k: 128M   22k:  97M   16k: 516M   81k|   0     0 :  33k  781B:  54M  452M:  54M  452M|   0     0 |  89k   13k
  1   4  93   1   0   1| 129M    0 : 161M    0 :  33M    0 :  81M 9011B: 403M   12k|   0     0 :  26k 5000B:  27M  352M:  27M  352M|   0     0 |  89k 6279 
  0   2  96   1   0   1| 129M   12k:  26M 9011B:  80M   20k:  52M   18k: 286M   69k|   0     0 :  42k 1136B: 696k  286M: 738k  286M|   0     0 |  47k 3612 
  7   3  89   1   0   1| 232M 1638B:  26M 2458B:  54M 1638B:  52M   18k: 364M   26k|2459B 2459B:  42k 5047B: 661k  364M: 702k  364M|   0     0 |  50k 6057 
  1   2  96   1   0   1|  52M   22k:  52M   14k:  89M   18k: 103M   54k: 295M  116k|   0     0 :  40k  781B: 493k  294M: 533k  294M|   0     0 |  39k 3722 
  1   1  98   0   0   0|  26M   28k:   0    27k:  46M   35k:   0  4096B:  72M  114k| 283B  283B:  42k 4984B: 107k   70M: 150k   70M|   0     0 |  12k 1152 
