You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1280k 3871k:1284k 3883k:1282k 3874k:1290k 3882k:5136k   15M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  202B|1822  2315 
  0   1  97   1   0   0|   0    45k:  20k  268M:  17k   27M:2894k  268M:2971k  563M|  32k   32k:  35k 1831B:2340k  389k:2376k  391k|   0     0 |2584  1818 
  0  17  82   0   0   0|   0    52M:   0   107M:   0    79M:2483k   78M:2483k  315M|   0     0 :  25k 4984B:4568B  681B:  30k 5665B|   0     0 |2636  2362 
  0   7  93   0   0   0|   0    52M:   0    52M:   0    77M:2893k   78M:2893k  259M|   0     0 :  52k  781B: 461B 1006B:  53k 1787B|   0     0 | 948   461 
 29  24  46   0   0   1|3277B   78M:   0    77M:   0    52M:2893k   77M:2906k  284M|  62M   62M:  40k 5047B:  91M   81M:  91M   81M|   0     0 |  19k   16k
 53  40   4   0   0   3|   0    78M:   0    78M:   0    78M:2483k   52M:2483k  285M| 270M  270M:  30k  781B: 558M  526M: 558M  526M|   0     0 |  70k   58k
 58  37   1   0   0   3|   0   164k:   0   164k:   0    26M:2458k 3500k:2458k   30M| 333M  333M:  40k 4984B: 633M  755M: 633M  755M|   0     0 |  78k   62k
 60  36   1   0   0   4|   0   178k: 819B  126k:   0   152k:2484k  178k:2485k  644k| 353M  353M:  33k  781B: 670M  702M: 670M  702M|   0     0 |  77k   64k
 63  33   0   0   0   4| 819B  202k: 819B 2281k:1638B 1354k:2485k  610k:2488k 4457k| 415M  415M:  24k 5552B: 704M  798M: 704M  798M|   0     0 |  78k   70k
 60  35   0   0   0   5|1638B   91M:4096B   94M:   0    96M:2483k   95M:2490k  376M| 410M  410M:  19k  781B: 884M  883M: 884M  883M|   0     0 |  76k   75k
 59  35   0   0   0   6|   0   776M:2458B  503M:2458B  543M:2049k   88M:2054k 1910M| 391M  391M:  30k 5354B: 925M  915M: 925M  915M|   0     0 |  69k   76k
 61  32   0   0   0   7| 819B  633M:   0   652M: 819B  730M:2483k  704M:2485k 2718M| 414M  414M:  23k  781B: 873M  848M: 873M  848M|   0     0 |  59k   76k
 59  31   3   0   0   6|   0   300k:   0   224M:   0   104M:2074k  587M:2074k  916M| 558M  558M:  38k 5047B:1065M 1088M:1065M 1088M|   0     0 |  82k  108k
 53  34   6   0   0   7|   0   178M:   0   206M:   0   180M:2458k  155M:2458k  719M| 602M  602M:  32k  781B:1318M 1229M:1318M 1229M|   0     0 |  84k  132k
 47  34  10   1   0   8|   0  1159M: 819B  294M:   0   127M:2484k  262M:2485k 1842M| 579M  579M:  25k 4984B:1203M 1177M:1203M 1177M|   0     0 |  80k  131k
 47  37   7   1   0   9|   0   238M:   0  1049M:   0  1010M:2074k  945M:2074k 3242M| 571M  571M:  53k  790B:1230M 1180M:1230M 1180M|   0     0 |  99k  136k
 49  36   8   0   0   8|   0    19k:   0    49k:   0   308M:2483k  212M:2483k  521M| 684M  684M:  41k 2011B:1447M 1408M:1447M 1408M|   0     0 | 105k  157k
 45  34  13   1   0   7|   0  1228M:   0   251M:   0   185M:2458k   92M:2458k 1756M| 611M  611M:  30k  800B:1201M 1134M:1201M 1134M|   0     0 |  93k  143k
 40  35  15   2   0   8|   0   358M: 819B  416M: 819B  511M:2074k  690M:2075k 1975M| 619M  619M:  40k 4984B:1247M 1214M:1247M 1214M|   0     0 |  98k  147k
