You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1773k 4224k:1799k 4235k:1781k 4217k:1764k 4227k:7117k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1941  2450 
  0   0 100   0   0   0|   0    13k:   0    30k:2458k 9011B:1638B   33k:2469k   98k|  50k   50k:  30k 1854B: 916k  118k: 946k  119k|   0     0 | 658   552 
  0   0  99   0   0   0|   0    30k:   0    11k:2483k   32k:   0   819B:2483k   94k|   0     0 :  41k 4984B: 317k   14k: 358k   19k|   0     0 | 849   822 
  9   1  91   0   0   0|1638B   34k:   0     0 :2483k   30k:   0    22k:2486k   95k| 952B  952B:  33k 1117B:5010B 2970B:  38k 4087B|   0     0 |1697  1120 
  1   0  99   0   0   0|   0     0 :   0    68k:2074k 8192B:   0    26k:2074k  120k|  18k   18k:  31k 1397B:1221B 2132B:  33k 3529B|   0     0 | 556   612 
 46   5  46   1   0   2|  53M    0 :  55M   22k:  32M    0 :  27M   23k: 167M   52k|6352B 6352B:  42k  781B: 219M  229M: 219M  229M|   0     0 |  22k   14k
 47  14  28   4   0   6| 169M  106k: 181M   30k: 163M   45k: 101M   52k: 614M  257k|5649B 5649B:  28k 4993B: 650M  707M: 650M  707M|   0     0 |  53k   55k
 47  16  24   7   0   6| 189M   24k: 105M   31k: 203M  104k: 228M   68k: 725M  238k|  19k   19k:  42k  781B: 721M  784M: 721M  784M|   0     0 |  72k   60k
 49  16  18  11   0   6| 184M   96k: 281M   76k: 233M  899k: 165M   70k: 863M 1166k|8716B 8716B:  32k 5184B: 716M  811M: 716M  811M|   0     0 |  76k   56k
 50  17  14  13   0   6| 261M  334k: 371M  131k: 261M   70k: 192M  330k:1085M  902k|  10k   10k:  30k  781B: 904M  915M: 904M  915M|   0     0 |  71k   57k
 45  17  14  18   0   6| 200M   35k: 227M   46k: 233M   40k: 379M   35k:1039M  180k|  10k   10k:  49k 4984B: 880M 1017M: 880M 1017M|   0     0 |  71k   52k
 24  21  24  25   0   6| 244M   37k: 311M  122k: 210M   38k: 480M   92k:1245M  354k|8808B 8808B:  27k 1126B: 835M 1138M: 835M 1138M|   0     0 |  63k   59k
 25  43  12  15   0   5| 222M   40k: 311M   24k: 181M   79k: 149M  165k: 863M  383k|8985B 8985B:  21k 1397B: 934M  614M: 934M  614M|   0     0 |  59k   46k
 21  19  25  28   0   6| 478M   16k: 330M   93k: 307M   19k: 386M   31k:1501M  227k|9173B 9173B:  26k 1152B:1013M 1197M:1013M 1197M|   0     0 |  62k   64k
 19  23  27  25   0   6| 265M  131k: 273M   33k: 523M  122k: 403M   41k:1464M  394k|7420B 7420B:  40k 4993B:1012M 1161M:1012M 1161M|   0     0 |  70k   65k
 19  26  25  24   0   6| 377M   46k: 289M   40k: 272M   70k: 409M    0 :1346M  247k|  10k   10k:  35k  781B: 974M 1161M: 974M 1161M|   0     0 |  71k   61k
 13  45  16  20   0   6| 291M   74k: 348M  128k: 231M   62k: 333M   49k:1203M  361k|7599B 7599B:  28k 5056B: 977M  881M: 977M  881M|   0     0 |  55k   49k
 20  22  25  26   0   6| 357M   20k: 388M   54k: 367M 2458B: 352M   34k:1464M  136k|8663B 8663B:  34k  781B: 994M 1091M: 994M 1091M|   0     0 |  65k   70k
 15  18  27  33   0   6| 393M 6554B: 381M   22k: 322M 5734B: 297M   11k:1393M   80k|  10k   10k:  29k 4984B: 985M 1182M: 985M 1182M|   0     0 |  67k   62k
 10  16  23  45   0   6| 377M    0 : 211M 2458B: 301M    0 : 293M   27k:1182M   47k|7895B 7895B:  43k 1117B: 969M 1259M: 969M 1259M|   0     0 |  65k   66k
 10  16  28  41   0   6| 196M    0 : 292M 2458B: 356M    0 : 274M    0 :1118M   38k|8668B 8668B:  30k 1538B:1124M 1117M:1124M 1117M|   0     0 |  67k   68k
 10  15  32  37   0   6| 339M   18k: 261M 2458B: 329M   14k: 170M    0 :1099M   64k|  10k   10k:  33k  790B: 983M 1171M: 983M 1171M|   0     0 |  66k   67k
  9  20  31  33   0   6| 298M    0 : 298M   92k: 242M    0 : 150M    0 : 988M  156k|  15k   15k:  48k 4984B:1125M 1110M:1125M 1110M|   0     0 |  70k   66k
  9  15  28  42   0   6| 336M    0 : 266M 2458B: 287M    0 : 181M 4096B:1070M   46k|8680B 8680B:  29k  781B:1015M 1353M:1015M 1353M|   0     0 |  68k   69k
  9  13  24  47   0   6| 185M    0 : 172M 2458B:  95M    0 : 205M    0 : 656M   26k|  11k   11k:  22k 1534B:1111M  959M:1111M  959M|   0     0 |  64k   70k
  9  14  31  39   0   6| 200M    0 : 187M 4915B: 172M    0 : 239M 3277B: 798M   43k|8999B 8999B:  26k  781B:1008M 1024M:1008M 1024M|   0     0 |  71k   67k
  9  14  28  42   0   6| 172M    0 : 164M 2458B: 229M    0 : 243M 3277B: 807M   23k|  12k   12k:  39k 5012B: 981M 1117M: 981M 1117M|   0     0 |  69k   71k
  9  15  28  42   0   6| 195M    0 : 241M 2458B: 186M    0 : 126M    0 : 749M   44k|9028B 9028B:  34k  790B:1042M 1013M:1042M 1013M|   0     0 |  65k   69k
 10  16  27  41   0   7| 173M    0 : 185M 2458B: 139M    0 : 226M   11k: 723M   32k|8497B 8497B:  30k 1733B: 974M 1189M: 974M 1189M|   0     0 |  79k   72k
 10  16  30  38   0   7| 183M    0 : 150M  108k: 180M    0 : 140M 5734B: 653M  173k|  12k   12k:  36k  781B:1106M  964M:1106M  964M|   0     0 |  70k   69k
  9  13  33  38   0   6| 115M    0 : 125M 2458B: 177M    0 : 102M 4915B: 518M   45k|  10k   10k:  38k 4984B:1109M  900M:1109M  900M|   0     0 |  78k   76k
  9  13  31  41   0   6| 133M    0 : 105M 2458B: 215M    0 : 114M    0 : 567M   26k|8499B 8499B:  42k  790B:1106M 1091M:1106M 1091M|   0     0 |  78k   75k
  9  12  31  41   0   6| 128M    0 : 127M 2458B: 166M    0 : 166M    0 : 587M   40k|  13k   13k:  33k 5047B: 993M  997M: 993M  997M|   0     0 |  70k   69k
  8  13  29  44   0   6| 136M    0 : 129M 2458B: 148M    0 : 148M 3277B: 561M   20k|7968B 7968B:  30k  781B:1014M  963M:1014M  963M|   0     0 |  65k   70k
  8  13  27  46   0   7| 108M    0 : 132M 2458B: 170M    0 :  98M    0 : 508M   42k|9384B 9384B:  49k   52B:1023M  894M:1023M  894M|   0     0 |  75k   77k
  8  12  28  46   0   6| 125M    0 :  92M   90k: 133M    0 :  56M 6554B: 406M  115k|  10k   10k:  27k 5712B:1029M  724M:1029M  724M|   0     0 |  82k   72k
  7  11  31  44   0   6|  92M    0 : 122M 4096B: 149M    0 :  88M 5734B: 451M   66k|9736B 9736B:  22k 1742B: 969M  808M: 969M  808M|   0     0 |  76k   71k
  7  12  29  45   0   6| 109M   19k: 107M 9011B: 149M 8192B: 122M   16k: 488M   91k|8499B 8499B:  26k  798B: 947M  946M: 947M  946M|   0     0 |  76k   69k
  8  14  25  48   0   6|  88M    0 : 150M 2458B: 128M    0 : 112M  819B: 477M   29k|  13k   13k:  39k   62B: 901M  828M: 901M  828M|   0     0 |  73k   65k
  7  15  26  45   0   7| 132M    0 : 155M   10k: 145M    0 : 131M 9011B: 563M   57k|  14k   14k:  34k 5712B: 932M  970M: 932M  970M|   0     0 |  84k   75k
  7  15  28  44   0   6| 130M   19k: 126M   10k: 123M   21k: 136M   17k: 516M   82k|  12k   12k:  31k 1595B: 736M  889M: 736M  889M|   0     0 |  90k   62k
  8  10  23  53   0   6| 100M   16k: 114M 9011B: 136M 8192B: 111M   19k: 461M   86k|  11k   11k:  34k  790B: 727M  687M: 727M  687M|   0     0 |  87k   65k
