You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1409k 3446k:1438k 3456k:1425k 3439k:1403k 3449k:5676k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  192B|1730  2160 
  0   1  99   0   0   0|   0    78M:2048k   77M:   0    77M:   0    78M:2088k  310M|   0     0 :  42k 1820B: 735k  721k: 777k  722k|   0     0 |3221  4409 
  3   1  96   0   0   0|  27k   77M:2509k   77M:   0    77M:   0    77M:2543k  310M| 941B  941B:  40k 1458B: 294k 2300B: 334k 3759B|   0     0 |3674  5061 
  8  14  78   0   0   0|   0    52M:2483k   77M:   0    52M:   0    77M:2485k  258M|  19k   19k:  25k  819B:6633B 4758B:  31k 5577B|   0     0 |3674  3357 
 36  31  33   0   0   0|   0   235k:2484k   52M:   0    78M:   0   238k:2484k  130M| 126M  126M:  21k 4984B:  15k   59k:  36k   63k|   0     0 |  15k   21k
 61  36   3   0   0   1|   0   177k:2048k  196k:   0   197k:   0   181k:2048k  782k| 652M  652M:  30k  781B:  12k   20k:  43k   20k|   0     0 |  25k   77k
 66  32   0   0   0   1|   0   247k:2483k  198k:   0   200k:   0   206k:2483k  861k| 821M  821M:  22k 5524B:  15k   21k:  38k   27k|   0     0 |  17k   97k
 72  27   0   0   0   1|   0   208k:2066k  171k:   0   192k:   0   817k:2066k 1398k| 919M  919M:  38k  781B:  18k   23k:  57k   23k|   0     0 |  13k  106k
 79  19   0   0   0   2|   0  1085k:2048k  122k:   0   805k:   0   786k:2048k 2813k|1109M 1109M:  40k 4993B:  23k   26k:  64k   31k|   0     0 |  13k  126k
 79  19   0   0   0   2|   0    62k:2458k  779k:   0   440k:   0    49k:2458k 1346k|1095M 1095M:  27k  800B:  25k   26k:  52k   27k|   0     0 |  10k  124k
 76  21   0   0   0   3|   0    77M: 214k  410M:2074k  439M:   0   155M:2287k 1081M|1144M 1144M:  45k 5056B:  27k   22k:  73k   27k|   0     0 |  11k  128k
 71  25   0   0   0   4|   0   361M: 819B  745M:2099k  800M:   0    76M:2100k 1981M|1208M 1208M:  32k  781B:  27k   21k:  59k   21k|   0     0 |  12k  136k
 68  28   0   0   0   4|   0   823M:   0   213M:2458k  104M:   0   811M:2458k 1952M|1471M 1471M:  31k 4984B:  30k   22k:  61k   27k|   0     0 |  13k  163k
 69  27   1   0   0   3|   0   107M:   0    12k:2074k   12k:   0   403M:2074k  510M|1704M 1704M:  40k  781B:  31k   24k:  72k   25k|   0     0 |  15k  183k
 65  30   0   0   0   4|   0   377M: 819B  356M:2483k  403M:   0   258M:2484k 1394M|1817M 1817M:  40k 5524B:  31k   24k:  75k   30k|   0     0 |  15k  193k
 63  32   1   0   0   5|   0   942M:   0   185M:2048k  910M:   0   103M:2048k 2141M|1828M 1828M:  28k  927B:  32k   24k:  61k   25k|   0     0 |  18k  192k
 62  33   1   0   0   5|   0   100M: 819B  774M:2483k  107M: 819B  903M:2485k 1884M|1922M 1922M:  19k 4984B:  33k   27k:  52k   32k|   0     0 |  19k  203k
 62  32   1   0   0   5|   0   464M: 819B  335M:2074k  464M:   0   439M:2074k 1702M|1961M 1961M:  29k  781B:  32k   25k:  61k   25k|   0     0 |  20k  206k
 62  33   1   0   0   5|   0   878M: 819B  381M:2458k  929M:   0    77M:2458k 2265M|1944M 1944M:  22k 5047B:  34k   28k:  56k   33k|   0     0 |  24k  208k
 61  33   1   0   0   5|   0    16k:1638B  781M:2074k   30k:   0   903M:2075k 1684M|1978M 1978M:  36k  781B:  32k   24k:  68k   25k|   0     0 |  19k  209k
 61  33   1   0   0   5|   0   284M: 819B  464M:2458k  387M:   0   980M:2459k 2115M|1945M 1945M:  41k   52B:  33k   26k:  74k   26k|   0     0 |  21k  204k
 61  33   1   0   0   5|   0   741M: 819B   61M:1638k  810M:   0   439M:1639k 2051M|2005M 2005M:  27k 5712B:  33k   27k:  60k   33k|   0     0 |  24k  210k
 62  32   1   0   0   5|   0   386M:2921k  926M:   0   274M:   0   126M:2921k 1712M|1968M 1968M:  42k 1884B:  33k   26k:  76k   28k|   0     0 |  20k  208k
 60  34   1   0   0   5|   0   137M:2075k  990M:   0   490M:   0   731M:2075k 2348M|1985M 1985M:  32k  781B:  34k   26k:  66k   27k|   0     0 |  26k  212k
 62  33   1   0   0   4|   0  1006M:2483k  267M:   0   111M:   0   485M:2483k 1870M|1978M 1978M:  29k   52B:  32k   27k:  61k   27k|   0     0 |  21k  210k
 62  33   1   0   0   5|   0   439M:2458k  232M:   0   884M:   0   208M:2458k 1763M|2000M 2000M:  40k 5729B:  33k   26k:  73k   31k|   0     0 |  19k  211k
 60  33   1   0   0   5|   0    23M:2074k  430M:   0   965M:   0   622M:2074k 2041M|1990M 1990M:  39k   62B:  33k   27k:  72k   27k|   0     0 |  25k  212k
 61  34   1   0   0   5|   0  1138M:2485k  705M:   0    79M:   0   512M:2485k 2433M|2001M 2001M:  24k 5776B:  31k   25k:  55k   31k|   0     0 |  21k  211k
 62  33   1   0   0   4|   0   361M:2458k  258M:   0   490M:   0   387M:2458k 1496M|2041M 2041M:  23k   52B:  36k   28k:  59k   29k|   0     0 |  19k  216k
 60  34   1   0   0   5|   0    77M:2075k  599M:   0   955M:   0   457M:2075k 2088M|1987M 1987M:  32k 5722B:  32k   26k:  64k   31k|   0     0 |  26k  211k
 61  33   1   0   0   5|   0   877M:2484k  485M:   0   413M:   0   549M:2484k 2325M|1985M 1985M:  23k   52B:  34k   28k:  57k   28k|   0     0 |  21k  210k
