You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1409k 3346k:1438k 3356k:1426k 3339k:1403k 3348k:5677k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  192B|1725  2117 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2458k    0 |   0     0 :  21k 1639B: 180B  669B:  21k 2307B|   0     0 | 302   392 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 9011B|   0     0 :  37k 4984B: 301k   13k: 338k   18k|   0     0 | 739   726 
  0   0 100   0   0   0|   0  8192B:2482k 9830B:   0    10k:   0  8192B:2482k   42k|   0     0 :  41k  918B: 175B  490B:  41k 1408B|   0     0 | 302   407 
  7  24  69   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2858k    0 | 632B  632B:  33k 1397B:  22k 2073B:  55k 3469B|   0     0 |2845  1217 
 52  34  14   0   0   1|   0   175k:2048k  177k:   0   210k:   0   217k:2050k  794k| 346M  346M:  23k  781B:  15k 7790B:  37k 8571B|   0     0 |  23k   47k
 63  35   1   0   0   1|   0   246k: 237k  242k:   0   240k:2074k  249k:2310k 1238k| 756M  756M:  33k 4993B:8461B   12k:  42k   17k|   0     0 |  24k   90k
 68  30   0   0   0   1|   0   233k:   0   222k:   0   196k:2509k  221k:2509k  889k| 872M  872M:  36k  781B:9808B   15k:  46k   16k|   0     0 |  17k  103k
 78  20   0   0   0   2|   0   164k:   0   192k:   0   196k:2048k  175k:2048k  737k|1053M 1053M:  37k 5524B:  10k   18k:  48k   24k|   0     0 |  14k  121k
 80  18   0   0   0   2|   0    53k:   0    90k:   0   373k:2074k   58k:2074k  584k|1121M 1121M:  41k  781B:  10k   20k:  51k   21k|   0     0 |  11k  127k
 79  19   0   0   0   2|   0    46M:   0  9281k:   0    13M:2483k   76M:2483k  144M|1097M 1097M:  41k 4984B:  10k   20k:  51k   25k|   0     0 |  10k  125k
 74  22   0   0   0   3|   0   439M:   0   121M:   0   665M:2048k  595M:2048k 1820M|1124M 1124M:  23k  790B:9506B   22k:  33k   23k|   0     0 |  13k  127k
 69  27   0   0   0   4| 819B  769M:   0   637M: 819B  665M:2483k  671M:2485k 2742M|1279M 1279M:  20k 5047B:9323B   23k:  29k   28k|   0     0 |  16k  143k
 70  26   0   0   0   3|   0   115M:   0   602M:   0    52k:2074k   59k:2074k  717M|1518M 1518M:  21k  781B:9116B   26k:  30k   27k|   0     0 |  12k  167k
 69  27   0   0   0   3|   0    34M:   0    11M:   0   129M:2458k  129M:2458k  303M|1718M 1718M:  37k 4984B:8022B   27k:  45k   32k|   0     0 |  14k  181k
 64  31   0   0   0   5|   0   147M:   0    40M:   0   955M:2074k 1137M:2074k 2279M|1783M 1783M:  41k  781B:8846B   29k:  50k   30k|   0     0 |  17k  190k
 61  33   1   0   0   5|1638B  880M:   0  1118M:   0   310M:2458k  153M:2460k 2461M|1821M 1821M:  33k 5534B:8813B   29k:  41k   34k|   0     0 |  18k  192k
 64  31   1   0   0   4|   0   359M:   0   276M:   0   103M:1638k  114M:1638k  852M|2006M 2006M:  24k  781B:9455B   31k:  34k   31k|   0     0 |  18k  213k
 60  34   1   0   0   5| 465k  258M:  12k  335M:   0   644M:2086k 1105M:2563k 2342M|1953M 1953M:  35k 4984B:9037B   29k:  44k   34k|   0     0 |  22k  204k
 62  32   1   0   0   5|3277B  674M:   0   439M:   0   646M:2478k  174M:2482k 1934M|1905M 1905M:  35k  918B:9349B   30k:  45k   31k|   0     0 |  25k  199k
 62  33   1   0   0   5| 819B  582M:   0   681M:   0   137M:2262k  206M:2262k 1607M|2014M 2014M:  36k 5047B:9732B   31k:  46k   36k|   0     0 |  22k  214k
 60  34   1   0   0   5|   0   292M:   0   559M:   0   276M:2074k 1001M:2074k 2128M|2006M 2006M:  40k  781B:9204B   30k:  50k   30k|   0     0 |  22k  209k
 60  33   1   0   0   5| 819B  777M:   0   695M: 819B  614M:2483k  186M:2485k 2273M|1926M 1926M:  40k 4984B:9447B   30k:  50k   35k|   0     0 |  23k  203k
