You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1299k 3364k:1302k 3377k:1299k 3367k:1308k 3376k:5210k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  46B  207B|1756  2149 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k    0 |   0     0 :  21k 2984B: 180B  669B:  21k 3652B|   0     0 | 302   386 
  0   3  97   0   0   0|   0     0 :2483k    0 :   0   290k:   0     0 :2483k  295k|   0     0 :  37k   52B: 322k  308k: 359k  308k|   0     0 |1008   854 
  7  26  67   0   0   0|   0    78k:2483k   76k: 110k   83k: 819B   86k:2984k  328k| 941B  941B:  41k 5712B:9256B 2543B:  50k 8256B|   0     0 |2740  1177 
 12  27  61   0   0   0|   0   219k:2458k  207k:   0   225k:   0   221k:2458k  889k|  20k   20k:  33k   52B:6348B   53k:  39k   53k|   0     0 |3976  1779 
 50  35  14   0   0   1|   0   257k:2483k  273k:   0   268k:   0   290k:2485k 1387k| 360M  360M:  23k 5912B:  11k   17k:  34k   23k|   0     0 |  25k   49k
 74  22   3   0   0   1|   0   206k:2074k  182k:   0   209k:   0   234k:2074k  846k| 928M  928M:  33k   62B:  15k   23k:  48k   23k|   0     0 |  38k  108k
 78  19   0   0   0   2|   0    38k:2458k   39k:   0    41k:   0    41k:2458k  172k|1180M 1180M:  36k 6190B:  18k   26k:  54k   32k|   0     0 |  23k  134k
 79  19   0   0   0   2|   0    43k:2074k   44k:   0    41k:   0    49k:2074k  187k|1219M 1219M:  38k   52B:  22k   26k:  60k   26k|   0     0 |  13k  137k
 79  19   0   0   0   2|   0    71k:2458k   58k:   0    51k:   0    64k:2458k  267k|1159M 1159M:  40k 2126B:  23k   26k:  64k   28k|   0     0 |  11k  131k
 77  20   0   0   0   2|   0   181M:1638k  218M:   0   220M:2458B  218M:1641k  838M|1125M 1125M:  52k   52B:  25k   25k:  78k   25k|   0     0 |  10k  130k
 73  24   0   0   0   3|2550k  129M:   0   557M: 819B  594M: 373k  465M:2924k 1744M|1186M 1186M:  12k 5722B:  28k   22k:  40k   27k|   0     0 |  12k  133k
 69  27   0   0   0   4|2484k  447M:   0   594M: 819B  529M:2458B  634M:2487k 2204M|1359M 1359M:  32k   52B:  29k   22k:  61k   22k|   0     0 |  11k  156k
 71  26   0   0   0   3|2458k  637M:   0    38k:   0    31k:   0    49k:2458k  637M|1565M 1565M:  30k 5776B:  31k   24k:  61k   30k|   0     0 |  11k  173k
 67  29   0   0   0   4|2074k  213M: 819B  180M:   0   569M: 819B  335M:2075k 1298M|1793M 1793M:  22k   52B:  31k   24k:  53k   24k|   0     0 |  13k  190k
 63  32   0   0   0   5|2483k  122M:   0   687M:   0   824M:6554B  669M:2490k 2303M|1787M 1787M:  35k 6190B:  32k   24k:  68k   30k|   0     0 |  12k  190k
 63  32   0   0   0   5|2074k  774M:   0   500M:   0    33k:1638B  389M:2075k 1663M|1938M 1938M:  33k   62B:  31k   25k:  64k   25k|   0     0 |  14k  208k
 63  33   0   0   0   4|2459k  619M:   0   361M:   0   399M:1638B  413M:2461k 1792M|2005M 2005M:  24k 2126B:  34k   28k:  58k   30k|   0     0 |  14k  213k
 61  34   0   0   0   5|2483k  921M:   0   310M:   0   969M: 819B  310M:2484k 2509M|1972M 1972M:  55k   52B:  33k   26k:  89k   26k|   0     0 |  18k  210k
 63  33   0   0   0   4|2074k  189M:1638B  544M: 819B  103M:1638B  568M:2078k 1404M|1991M 1991M:  15k 5712B:  32k   25k:  46k   31k|   0     0 |  12k  211k
 61  34   0   0   0   5|2460k  669M: 819B  845M:   0   793M: 819B  310M:2462k 2617M|1978M 1978M:  36k   52B:  34k   27k:  71k   27k|   0     0 |  15k  211k
 62  34   0   0   0   4|2459k  260M: 819B  779M:   0   136M: 819B  545M:2461k 1720M|1999M 1999M:  40k 5912B:  32k   27k:  72k   32k|   0     0 |  14k  212k
 61  34   0   0   0   5| 411k  447M: 819B  103M:   0   413M:1664k  729M:2076k 1692M|2036M 2036M:  41k   52B:  33k   27k:  74k   27k|   0     0 |  16k  215k
 62  33   0   0   0   5|1256k  843M:   0   206M:   0   748M:1394k  248M:2650k 2046M|2005M 2005M:  24k 5712B:  33k   27k:  57k   32k|   0     0 |  16k  213k
 61  34   0   0   0   5|2485k  630M:   0   816M:1638B  232M:3277B  799M:2490k 2477M|1991M 1991M:  21k  539B:  33k   27k:  54k   27k|   0     0 |  17k  212k
 63  33   0   0   0   4|2075k  480M:   0   169M: 819B  490M:1638B  400M:2078k 1539M|2052M 2052M:  21k 2705B:  34k   28k:  60k   30k|   0     0 |  13k  217k
 61  34   0   0   0   5|2483k  155M:   0   692M:1638B  929M:2458B  505M:2487k 2280M|2034M 2034M:  38k   52B:  32k   26k:  71k   27k|   0     0 |  15k  215k
 62  34   0   0   0   5|2484k  232M:1638B  726M: 819B  129M:1638B  824M:2488k 1911M|2019M 2019M:  44k 5712B:  33k   27k:  77k   32k|   0     0 |  15k  214k
