You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1311k 4064k:1314k 4076k:1312k 4067k:1322k 4075k:5261k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  201B|1873  2376 
  0   0 100   0   0   0|   0     0 :   0     0 :   0     0 :2458k    0 :2458k 2458B|   0     0 :  37k 6643B: 116B  491B:  37k 7134B|   0     0 | 339   383 
  0   0 100   0   0   0|   0     0 :   0     0 :   0     0 :2893k    0 :2893k 7373B|   0     0 :  47k   52B:  24k   35k:  71k   36k|   0     0 |1438  1348 
  1   1  98   0   0   0|1638B   22k: 819B   23k:   0    20k:2893k   25k:2902k  105k| 801B  801B:  46k 5712B: 318k  302k: 364k  308k|   0     0 |1074   876 
 10   1  90   0   0   0|   0    32k:   0    30k:   0    21k:2893k   30k:2893k  120k|  18k   18k:  26k   52B:1875B   21k:  30k   21k|   0     0 |1614   929 
 25   2  72   1   0   1|  68M   31k:  66M    0 :  26M    0 :  54M    0 : 214M   55k|4075B 4075B:  34k 2462B:  67M   66M:  67M   66M|   0     0 |  22k 4781 
 42  10  36   9   0   3| 345M   36k: 358M   26k: 483M   33k: 312M   30k:1498M  135k|5038B 5038B:  21k   52B: 325M  326M: 325M  326M|   0     0 |  91k   19k
 43  14  22  18   0   4| 568M   29k: 458M   36k: 636M   30k: 460M   29k:2122M  134k|  19k   19k:  24k 5712B: 314M  288M: 314M  288M|   0     0 |  98k   26k
 47  14  15  20   0   4| 634M   34k: 503M   34k: 443M   35k: 450M   30k:2030M  143k|7305B 7305B:  41k   52B: 420M  162M: 420M  162M|   0     0 |  84k   31k
 49  17   9  20   0   5| 598M   82k: 324M   77k: 611M   84k: 531M  358k:2064M  652k|8886B 8886B:  34k 5922B: 592M  322M: 592M  322M|   0     0 |  88k   35k
 50  23   4  18   0   5| 527M  250k: 524M  156k: 601M  146k: 379M  438k:2031M 1034k|  10k   10k:  30k   52B: 352M  564M: 352M  564M|   0     0 |  94k   41k
 26  69   0   1   0   4| 499M   82k: 367M   26k: 563M   47k: 186M   46k:1615M  250k|9494B 9494B:  35k 5712B: 256M  171M: 256M  171M|   0     0 |  64k   15k
 17  80   0   0   0   2| 212M   64k:  22M   60k: 353M   43k: 139M   22k: 727M  241k|7237B 7237B:  39k   52B: 201M   45M: 201M   45M|   0     0 |  31k   13k
 23  23  17  32   0   6| 428M   40k: 601M   36k: 574M   66k: 515M   66k:2119M  264k|6733B 6733B:  37k   13k: 493M  468M: 493M  468M|   0     0 |  89k   46k
 17  31  20  28   0   4| 471M   41k: 508M   42k: 392M   66k: 501M   45k:1872M  229k|  10k   10k:  48k 9066B: 314M  392M: 314M  392M|   0     0 |  81k   36k
 20  18  22  34   0   5| 472M   34k: 527M   65k: 425M   21k: 498M   60k:1921M  264k|9243B 9243B:  45k 5712B: 363M  623M: 363M  623M|   0     0 | 104k   52k
 15  39  19  23   0   3| 398M   38k: 454M   67k: 484M   63k: 334M   25k:1669M  259k|6489B 6489B:  27k   52B: 157M  238M: 157M  238M|   0     0 |  91k   33k
 14  18  27  36   0   6| 578M  155k: 554M   42k: 408M   69k: 378M   94k:1919M  447k|  10k   10k:  24k 5785B: 601M  535M: 601M  535M|   0     0 |  90k   61k
 15  54   4  22   0   4| 554M 7373B: 562M    0 : 547M   10k: 457M   27k:2120M   84k|8490B 8490B:  21k   52B: 279M  292M: 279M  292M|   0     0 |  90k   45k
 13  32  31  20   0   4| 505M 2458B: 291M    0 : 463M    0 : 482M    0 :1741M   62k|7273B 7273B:  24k 5712B:  93M  482M:  93M  482M|   0     0 | 119k   41k
  7  11  51  28   0   3| 349M 2458B: 397M    0 : 468M    0 : 383M    0 :1597M   20k|8098B 8098B:  46k   52B:  83M  411M:  83M  411M|   0     0 | 117k   30k
  8  16  43  29   0   4| 289M 2458B: 430M    0 : 458M    0 : 260M    0 :1436M   36k|6714B 6714B:  33k   21k: 390M  403M: 390M  403M|   0     0 |  93k   43k
  9  40  16  32   0   3| 351M 2458B: 494M    0 : 269M    0 : 349M    0 :1463M   53k|7974B 7974B:  31k 7986B: 264M  366M: 264M  366M|   0     0 |  70k   38k
  9  58  12  16   0   5| 425M   68k: 364M 9011B: 432M 9011B: 417M    0 :1639M  119k|  15k   15k:  34k 5774B: 278M  371M: 278M  371M|   0     0 |  91k   38k
 13  16  34  32   0   6| 277M   45k: 429M   19k: 388M   25k: 374M   49k:1468M  202k|9348B 9348B:  37k   52B: 486M  547M: 486M  547M|   0     0 | 119k   72k
  7  10  46  35   0   3| 335M   13k: 186M    0 : 381M   18k: 397M   12k:1299M   63k|7027B 7027B:  36k 5938B: 268M  288M: 269M  288M|   0     0 |  75k   42k
  7  13  46  29   0   5| 388M 2458B: 371M   13k: 365M    0 : 358M    0 :1482M   42k|7085B 7085B:  48k 8414B: 394M  421M: 394M  421M|   0     0 | 106k   60k
  6  12  55  22   0   4| 425M   17k: 234M   15k: 504M   21k: 303M   14k:1465M  122k|  14k   14k:  45k 5722B: 368M  445M: 368M  445M|   0     0 | 106k   51k
  9  12  45  28   0   5| 298M   14k: 395M    0 : 268M    0 : 373M    0 :1334M   34k|  17k   17k:  28k   52B: 539M  481M: 539M  481M|   0     0 |  90k   60k
  6   6  71  14   0   3| 154M   10k: 188M   55k:  64M   26k: 240M   20k: 645M  169k|9725B 9725B:  26k 2462B: 245M  250M: 245M  250M|   0  5734B|  85k   29k
  8   9  65  14   0   4| 246M  127k: 188M   34k: 235M   38k: 313M   29k: 982M  282k|  15k   15k:  18k   71B: 539M  363M: 539M  363M|   0    13k|  87k   40k
  5   8  70  13   0   3| 120M   53k: 221M   13k: 205M  819B: 205M 2458B: 751M  140k|  12k   12k:  22k 5712B: 375M  368M: 375M  368M|   0   819B|  94k   34k
  6   7  72  12   0   4| 166M 4096B:  56M 3277B: 139M  819B: 240M   29k: 601M   62k|  15k   15k:  39k   52B: 543M  222M: 543M  222M|   0  9830B| 101k   39k
  5   9  69  13   0   4| 225M 4915B: 182M 3277B: 308M   18k: 155M    0 : 870M   57k|  17k   17k:  33k 5785B: 263M  546M: 263M  546M|   0    16k| 120k   32k
  5   6  75  11   0   3|  90M   22k:  38M   26k: 235M   16k: 172M   14k: 535M  102k|  14k   14k:  31k  194B: 277M  430M: 277M  430M|   0  8192B| 112k   25k
  3   6  82   7   0   2| 173M 2458B: 163M   12k: 141M 6554B:  52M 4915B: 529M   45k|6757B 6757B:  33k 5712B: 300M  326M: 300M  326M|   0  4096B|  85k   22k
  3   3  89   3   0   1|  26M   18k:  85M   45k: 122M  819B:  86M 2458B: 320M  106k|9573B 9573B:  38k   52B: 131M  234M: 131M  234M|   0     0 |  64k 9867 
  3   5  86   5   0   2|  89M   99k: 204M   57k:  93M   50k: 138M   16k: 525M  254k|5949B 5949B:  37k 2462B: 105M  417M: 105M  417M|   0  5734B|  98k   13k
  4   3  87   5   0   1|  47M 4915B:  74M 4096B:  88M    0 :  42M    0 : 251M   56k|7651B 7651B:  48k   52B:  90M  213M:  90M  213M|   0  1638B|  81k   11k
  2   2  92   1   0   1|  52M   17k:  71M   12k:  26M 1638B:  62M   12k: 210M   54k|6467B 6467B:  46k 5712B: 270M   43M: 270M   43M|   0     0 |  49k 6756 
  4   5  84   4   0   2|  28M   18k: 178M    0 : 287M 9830B: 155M   17k: 648M   88k|6905B 6905B:  29k   52B: 358M  187M: 358M  187M|   0    22k|  83k   12k
  3   3  88   5   0   1| 119M   14k:  91M   17k:  30M   13k:  59M   21k: 299M   85k|8622B 8622B:  24k 2272B: 135M   89M: 135M   89M|   0  9011B|  57k 8631 
  1   1  95   1   0   1| 550k   25k:  31M 2458B:2483k   19k:  58M   25k:  92M   86k|3979B 3979B:  19k   52B:  65M   79M:  65M   79M|   0     0 |  38k 3380 
  1   1  96   0   0   0|   0  9011B:  52M   30k:2893k    0 :  77M    0 : 132M   64k|3048B 3048B:  22k 5712B:  31M  104M:  31M  104M|   0     0 |  27k 2693 
  2   1  97   0   0   0|  16M   55k:   0    25k:2893k    0 :  26M    0 :  45M  106k|4323B 4323B:  38k   52B:  81M   26M:  81M   26M|   0     0 |  20k 3202 
  1   1  98   0   0   0|7344k 4915B:  24M 1638B:2893k    0 :  45M  819B:  80M   46k|1560B 1560B:  34k 2462B:  47M   23M:  47M   23M|   0     0 |8111  3069 
  2   2  95   2   0   1|  44M   30k:  78M 5734B:  54M   22k:  32M   28k: 207M   97k|6390B 6390B:  30k   52B:  27M  108M:  28M  108M|   0  3277B|  28k 3548 
  1   1  98   0   0   0|  13M 2458B:1638B  819B:  28M 1638B:   0   819B:  41M   20k|2697B 2697B:  34k 5712B:  33M   39M:  33M   39M|   0   819B|  17k 2241 
  5  10  70  11   0   3| 439M 4915B: 337M 5734B: 294M 7373B: 250M 8192B:1320M   91k|5024B 5024B:  35k   52B: 426M  318M: 426M  318M|   0    62k|  82k   29k
  4   7  81   5   0   3| 133M 8192B: 150M    0 : 233M 6554B: 217M 4096B: 733M   34k|5120B 5120B:  37k 5801B: 359M  318M: 359M  318M|   0  5734B|  90k   18k
  3   7  84   4   0   2| 137M 2458B: 129M   12k: 131M    0 :  91M    0 : 489M   38k|6382B 6382B:  47k   62B: 254M  320M: 254M  320M|   0     0 |  94k   16k
  4   5  83   5   0   2| 290M   74k:  82M   41k: 203M    0 : 145M    0 : 720M  143k|  13k   13k:  45k 5712B: 254M  213M: 254M  213M|   0     0 |  76k   14k
  1   1  97   0   0   0|2893k   17k:  26M 9011B:   0    22k:   0    21k:  29M   98k|4009B 4009B:  28k   52B: 109M  234k: 109M  234k|   0     0 |9312  4716 
  1   1  96   1   0   1|  54M 2458B:  26M    0 : 103M    0 :  52M   24k: 235M   36k|3966B 3966B:  23k 2462B:  99M   26M:  99M   26M|   0     0 |  22k 4437 
  2   3  90   4   0   2| 106M   22k: 106M 2458B: 156M   23k: 156M    0 : 524M   61k|4603B 4603B:  18k   52B: 311M   87M: 311M   87M|   0     0 |  50k   13k
