You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1408k 3512k:1437k 3522k:1425k 3505k:1402k 3515k:5673k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  192B|1732  2187 
  0   0 100   0   0   0|   0     0 :   0     0 :2483k    0 :   0     0 :2483k 2458B|   0     0 :  39k 6570B: 181B  669B:  40k 7238B|   0     0 | 361   397 
  0   0 100   0   0   0|   0     0 :   0     0 :2483k    0 : 819B    0 :2484k 5734B|   0     0 :  40k   52B: 302k  303k: 343k  303k|   0     0 | 750   766 
  0   0 100   0   0   0|   0  9011B:   0    10k:2483k 9011B:   0    11k:2483k   43k|   0     0 :  27k 5776B: 136B  490B:  27k 6265B|   0     0 | 318   392 
  0  23  77   0   0   0|   0     0 :   0     0 :2048k    0 :   0     0 :2048k 3277B|   0     0 :  42k   52B:8976B  691B:  51k  743B|   0     0 |1503   643 
  0  27  73   0   0   0|   0   230k:   0   218k:2483k  221k:   0   227k:2483k  907k|   0     0 :  36k 5712B:2631B  680B:  43k 6392B|   0     0 |1835   502 
  0  27  73   1   0   0|   0   171k:   0   170k:2483k  171k:   0   177k:2483k  929k|   0     0 :  37k  539B: 152B  490B:  43k 1029B|   0     0 |1722   438 
  0  12  88   0   0   0|   0   222k:   0   208k:2458k  210k:   0   226k:2458k  871k|   0     0 :  39k 2126B: 160B  669B:  40k 2794B|   0     0 | 952   420 
  0   1  99   0   0   0|   0    64k:   0    86k:2483k   91k:   0    60k:2483k  306k|   0     0 :  37k   52B: 133B  669B:  39k  721B|   0     0 | 442   399 
  0   0 100   0   0   0|   0    18k:   0    18k:2074k   22k:   0   309k:2074k  366k|   0     0 :  37k 5712B: 114B  490B:  40k 6202B|   0     0 | 420   403 
  1   0  99   0   0   0|   0   611k:   0   610k:2483k  613k:   0   618k:2486k 2452k| 491B  491B:  18k   52B:  17k 1757B:  36k 1809B|   0     0 | 683   625 
 45   6  49   0   0   0|   0    41k:   0    41k:2458k   46k:   0    42k:2458k  177k| 249M  249M:  28k 5785B:6819B 6161B:  35k   12k|   0     0 |  24k   41k
 76  16   7   0   0   1|   0    39k:   0    33k:2074k   45k:   0    42k:2074k  242k| 982M  982M:  22k   52B:  10k   15k:  33k   15k|   0     0 |  49k  117k
 77  19   1   0   0   2|   0    34k:   0    38k:2483k   40k:   0    45k:2483k  170k|1217M 1217M:  38k 5712B:  10k   18k:  48k   23k|   0     0 |  30k  134k
 78  20   0   0   0   2|   0    36k:   0    36k:2048k   40k:   0    44k:2048k  169k|1186M 1186M:  42k  667B:  11k   19k:  53k   20k|   0     0 |  17k  136k
 79  20   0   0   0   2|   0    41k:   0    41k:2483k   44k:   0    43k:2483k  180k|1214M 1214M:  30k 2126B:  11k   21k:  41k   23k|   0     0 |  13k  135k
 76  21   0   0   0   3|   0   501M:   0    52M:2074k   52M:   0   594M:2074k 1198M|1151M 1151M:  43k   62B:  10k   21k:  53k   21k|   0     0 |  13k  129k
