You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1413k 3844k:1411k 3846k:1401k 3836k:1423k 3851k:5649k   15M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  196B|1794  2272 
  0   2  97   1   0   0|   0   213M:  22k  210M:2458k  158M: 188k  136M:2667k  716M|2006k 2006k:  34k   19k: 406k 2402k: 441k 2421k|   0     0 |2787  1846 
  0   1  99   0   0   0|   0    52M:2891k   52M:   0    26M:   0    52M:2891k  181M|   0     0 :  26k   52B: 167B  681B:  26k  734B|   0     0 |1851  2965 
  0  17  82   0   0   0|   0    26M:3047k   26M:   0    26M:   0    26M:3047k  104M|   0     0 :  52k   19k:  27k 1310B:  79k   20k|   0     0 |1473   605 
 29  31  38   0   0   1|   0    52M:2483k   52M:   0    52M:   0    52M:2486k  207M|  63M   63M:  40k   52B: 134M  140M: 134M  140M|   0     0 |  25k   17k
 52  39   6   0   0   3|   0    26M:2483k   26M:   0    26M:   0    26M:2483k  104M| 278M  278M:  30k   15k: 501M  581M: 501M  581M|   0     0 |  73k   57k
 57  38   1   0   0   4|   0   152k:2893k  152k:   0   142k:   0   171k:2893k  630k| 345M  345M:  42k   17k: 685M  619M: 685M  619M|   0     0 |  75k   66k
 59  36   1   0   0   4|   0  2786k:2458k  162k:   0   827k:   0   148k:2458k 3937k| 349M  349M:  32k   24k: 698M  729M: 698M  729M|   0     0 |  76k   65k
 68  27   1   0   0   4|1638B  270k:2483k 1170k:   0   213k:1638B  988k:2486k 2874k| 430M  430M:  25k   32k: 775M  758M: 775M  758M|   0     0 |  82k   76k
 65  30   0   0   0   5|1638B   74M:2893k  155M:   0   271M:   0   103M:2895k  604M| 425M  425M:  20k   36k: 896M  822M: 896M  822M|   0     0 |  77k   78k
 65  29   0   0   0   6|   0   328M:2484k  153M: 819B  795M:   0   278M:2485k 1554M| 458M  458M:  29k   42k: 891M  860M: 891M  860M|   0     0 |  70k   83k
 53  40   0   0   0   7|   0   721M:2048k  698M:1638B  406M:   0   841M:2050k 2667M| 423M  423M:  23k   56k: 920M  889M: 920M  889M|   0     0 |  61k   77k
 53  40   1   0   0   6|   0   375M:2458k  492M:   0   423k:   0   250M:2458k 1118M| 511M  511M:  39k   61k:1118M 1183M:1118M 1183M|   0     0 |  76k   99k
 52  38   3   0   0   7|1254k  155M: 819k  155M: 819B  404M:   0   181M:2074k  895M| 605M  605M:  30k   52k:1197M 1311M:1197M 1311M|   0     0 |  85k  118k
 47  35   9   1   0   8|2483k  182M:   0   189M:   0  1077M:   0   468M:2483k 1915M| 598M  598M:  25k   50k:1183M 1256M:1183M 1256M|   0     0 |  96k  132k
 44  35  10   1   0   9|2075k 1017M:1638B 1056M:   0    92M:   0   901M:2077k 3065M| 559M  559M:  53k   69k:1118M 1109M:1118M 1109M|   0     0 |  83k  126k
 50  37   6   0   0   7|2483k  234M:   0   187M:   0    42M:   0    41M:2483k  503M| 651M  651M:  41k   50k:1487M 1356M:1487M 1356M|   0     0 |  82k  149k
 44  37  10   1   0   8|2048k   17M:   0   427M: 819B 1123M:   0   424M:2049k 1991M| 650M  650M:  30k   69k:1248M 1352M:1248M 1352M|   0     0 | 101k  145k
 42  34  14   2   0   8|2483k  980M:   0   193M:   0   456M:   0   133M:2483k 1762M| 727M  727M:  41k   50k:1122M 1242M:1122M 1242M|   0     0 | 115k  152k
 31  29  30   3   0   7|2074k  513M: 819B  891M:   0   507M: 819B  951M:2075k 2862M| 494M  494M:  39k   69k: 973M  873M: 973M  873M|   0     0 | 120k  128k
 33  26  36   0   0   6|2483k   22k:   0   103M:   0   164M:   0   103M:2483k  370M| 544M  544M:  32k   51k:1058M 1043M:1058M 1043M|   0     0 | 104k  131k
 28  23  43   1   0   5|2458k  634M: 819B  563M:   0    84M:   0   155M:2458k 1437M| 520M  520M:  19k   65k: 783M  884M: 783M  884M|   0     0 | 111k  122k
 33  30  25   4   0   7|2074k  973M:   0   881M:   0   136M:   0   768M:2074k 2758M| 583M  583M:  29k   50k: 991M 1056M: 991M 1056M|   0     0 | 125k  140k
 30  28  33   1   0   7|2458k  106M:   0    51M: 819B  944M:   0   570M:2459k 1671M| 599M  599M:  24k   69k:1035M 1117M:1035M 1117M|   0     0 | 126k  145k
 32  26  36   0   0   6|2048k   77M:   0   155M:   0    12k:   0    17k:2048k  232M| 616M  616M:  38k   50k:1100M 1114M:1100M 1114M|   0     0 | 123k  150k
 29  25  37   2   0   6|   0  1078M:2509k   17M:   0    77M:   0   232M:2509k 1404M| 557M  557M:  38k   69k: 837M  970M: 837M  970M|   0     0 | 116k  130k
 37  34  17   3   0   8|   0   300M:2484k 1085M: 819B  432M:   0   831M:2485k 2649M| 552M  552M:  31k   50k:1237M 1123M:1237M 1123M|   0     0 | 117k  151k
 38  34  19   1   0   8|   0    25k:2048k  370M:2458B 1017M:   0   696M:2050k 2083M| 687M  687M:  61k   69k:1092M 1188M:1092M 1188M|   0     0 | 122k  149k
 31  25  38   0   0   5|   0   146M:2483k   87M:   0    19k:   0    12k:2483k  233M| 501M  501M:  43k   51k:1019M 1032M:1019M 1033M|   0     0 | 113k  138k
 37  36  18   1   0   8|   0   840M:2483k  753M:   0   206M:   0   709M:2483k 2508M| 612M  612M:  30k   69k:1157M 1211M:1157M 1211M|   0     0 | 109k  151k
 38  37  16   2   0   9|   0   491M:2075k  785M:1638B  718M:   0   915M:2077k 2908M| 620M  620M:  40k   50k:1100M 1121M:1101M 1121M|   0     0 | 109k  152k
 33  29  31   1   0   6|   0    11k:2458k   24k:1638B  702M:   0    21k:2459k  702M| 619M  619M:  33k   69k: 967M 1078M: 967M 1078M|   0     0 | 113k  149k
 38  33  23   0   0   7|   0   341M:2483k  196M:   0   103M:   0   112M:2483k  752M| 631M  631M:  43k   50k:1151M 1161M:1151M 1161M|   0     0 | 112k  158k
 35  37  21   1   0   7|   0  1121M:2086k  294M: 819B  129M:   0   198M:2087k 1742M| 529M  529M:  25k   69k:1182M 1087M:1182M 1087M|   0     0 |  96k  139k
 39  43   9   1   0   9|   0   215M:2474k  553M:1638B 1015M:   0   992M:2475k 2775M| 745M  745M:  34k   50k:1287M 1336M:1287M 1336M|   0     0 | 114k  157k
 24  23  47   1   0   5|   0    13k:2459k  531M: 819B  224M:   0   274M:2506k 1029M| 446M  446M:  23k   69k: 796M  784M: 796M  784M|   0     0 |  98k  109k
 26  26  43   0   0   5|   0   387M: 410k  155M:2074k  155M:   0   155M:2483k  851M| 566M  566M:  38k   51k: 879M 1000M: 879M 1000M|   0     0 | 118k  132k
 27  29  33   4   0   7|   0   933M:   0   155M:2102k  966M:   0    52M:2102k 2106M| 592M  592M:  32k   69k: 809M  937M: 809M  937M|   0     0 | 108k  135k
 32  33  25   3   0   8|   0   132M: 819B  929M:2458k  363M:   0  1061M:2458k 2486M| 567M  567M:  24k   50k: 960M  983M: 960M  983M|   0     0 | 109k  138k
 38  35  19   1   0   7|   0    13k:   0   406M:2486k   12k:   0   191M:2486k  598M| 786M  786M:  55k   69k:1048M 1315M:1048M 1315M|   0     0 | 128k  163k
 36  35  21   0   0   7|   0   387M:   0   284M:2483k  284M:   0   309M:2483k 1264M| 684M  684M:  41k   50k:1138M 1167M:1138M 1167M|   0     0 | 114k  157k
 28  29  33   3   0   6|   0  1216M: 819B  129M:2483k  132M:   0   129M:2484k 1607M| 544M  544M:  31k   69k: 968M  990M: 968M  990M|   0     0 |  97k  128k
 29  35  25   3   0   8|   0   118M: 819B 1057M:2048k 1021M:   0  1030M:2049k 3227M| 543M  543M:  40k   50k:1086M 1156M:1086M 1156M|   0     0 | 104k  144k
 31  30  33   0   0   6|   0   628M:   0  6998k:2485k   98M:   0   170M:2485k  902M| 635M  635M:  42k   69k:1064M 1175M:1065M 1175M|   0     0 | 123k  150k
 29  29  36   0   0   6|   0    16k:   0   284M:2486k  308M:   0   155M:2486k  746M| 599M  599M:  25k   51k: 998M 1072M: 998M 1072M|   0     0 | 108k  137k
 20  25  44   5   0   6|   0    73M:   0  1031M:2458k 1122M:   0  1085M:2458k 3311M| 457M  457M:  21k   69k: 613M  709M: 613M  709M|   0     0 |  96k  105k
 27  28  35   3   0   6|2458B 1180M:1638B  321M:2462k   13M:   0   280M:2466k 1795M| 581M  581M:  31k   50k: 857M  980M: 857M  981M|   0     0 | 123k  134k
 28  24  43   0   0   5|2074k   47k:   0    14k: 410k   13k:   0    14k:2483k  112k| 507M  507M:  23k   69k: 928M  914M: 928M  914M|   0     0 | 111k  132k
 28  27  40   0   0   6|2478k   78M:   0    13k:   0   311M:   0    77M:2478k  466M| 596M  596M:  38k   50k: 978M 1113M: 978M 1113M|   0     0 | 119k  142k
 23  23  44   5   0   5|1418k 1003M:   0   146M:   0    94M:   0   225M:1418k 1467M| 539M  539M:  32k   69k: 633M  827M: 633M  827M|   0     0 | 113k  121k
 27  33  29   4   0   7|  20k   85M:2922k  905M:   0  1146M:   0  1165M:2942k 3302M| 545M  545M:  25k   50k: 890M  940M: 890M  940M|   0     0 | 105k  129k
 34  35  24   0   0   7|   0    14k:2074k  530M:   0   102M:   0    30M:2074k  662M| 630M  630M:  54k   69k:1318M 1273M:1318M 1273M|   0     0 | 120k  159k
 23  22  51   0   0   4|   0   101M:2483k   16k:   0    77M:   0   155M:2483k  333M| 497M  497M:  40k   51k: 782M  937M: 782M  937M|   0     0 | 114k  124k
 22  25  43   4   0   6|1638B  816M:2458k   51M:   0   871M:   0    78M:2459k 1816M| 507M  507M:  31k   69k: 784M  927M: 784M  928M|   0     0 | 108k  124k
 20  25  39  10   0   6|2458B  675M:2484k  856M:   0   499M:   0  1200M:2486k 3230M| 385M  385M:  40k   50k: 562M  653M: 562M  653M|   0     0 |  85k   96k
 34  35  24   0   0   7|   0    28k:2484k  545M:   0    17k:   0    49M:2484k  594M| 734M  734M:  34k   69k:1143M 1316M:1143M 1316M|   0     0 | 113k  160k
 20  19  58   0   0   4|   0    13k:2483k   13k:   0    12k:   0    12k:2483k  116k| 389M  389M:  25k   50k: 776M  801M: 776M  801M|   0     0 |  96k  106k
 16  19  61   0   0   3| 819B   77M:2458k   77M:   0   234M:   0   155M:2458k  543M| 283M  283M:  20k   69k: 582M  565M: 582M  565M|   0     0 |  78k   80k
 22  22  50   2   0   5|   0    77M:2488k  936M:   0    69M:   0    64M:2488k 1147M| 545M  545M:  30k   50k: 633M  874M: 633M  874M|   0     0 | 109k  118k
 23  31  33   6   0   7|1638B  905M:2458k  387M:   0   944M:   0  1269M:2460k 3505M| 478M  478M:  24k   69k: 803M  961M: 803M  961M|   0     0 | 118k  122k
 30  31  32   0   0   7| 846k  470M:1638k   25k: 819B  283M:   0    32M:2485k  784M| 701M  701M:  40k   51k:1051M 1293M:1052M 1294M|   0     0 | 133k  156k
