You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|2092k 4247k:2081k 4246k:2099k 4256k:2111k 4260k:8384k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  161B|1772  2412 
  0   0 100   0   0   0|1638B    0 :2463k    0 :   0     0 :   0     0 :2505k 7373B|  31k   31k:  80B 1036B: 906k   98k: 906k   99k|   0     0 | 479   532 
  0   0 100   0   0   0|   0    30k:2483k   36k:   0    43k:   0    34k:2483k  155k|   0     0 : 101B  766B:9925B   14k:  10k   15k|   0     0 | 660   773 
  0   0 100   0   0   0|   0    10k:2049k   48k:   0    10k:   0    39k:2049k  114k|   0     0 :  49B 1020B: 293k  293k: 294k  294k|   0     0 | 287   427 
 11   1  88   0   0   0| 819B   13k:2049k   11k: 819B 9830B: 819B   10k:2449k   52k| 633B  633B: 449B  766B:  18k 2074B:  19k 2840B|   0     0 |2322  1673 
 39  10  43   4   0   4| 285M   38k: 232M   39k: 257M   38k: 257M   38k:1031M  171k|   0     0 : 125B  959B: 287M  798M: 287M  798M|   0     0 |  65k   26k
 40  13  37   3   0   6| 307M   69k: 282M   30k: 228M   40k: 292M   27k:1108M  176k|  31B   31B:  25B 1094B: 571M  855M: 571M  855M|   0     0 |  50k   64k
 31   4  62   0   0   2|   0   872k:  86M   68k:  75M   39k:  16M   61k: 177M 1070k|   0     0 :  37B 1029B: 194M  182M: 194M  182M|   0     0 |  24k   19k
 29   1  70   0   0   0|   0    46k:2458k   47k:   0   151k:   0    41k:2458k  302k|   0     0 :  37B  900B:4113B 5160B:4341B 6059B|   0     0 |4644  2593 
 51  23  13   8   0   6| 467M   31k: 484M   30k: 469M   55k: 323M  326k:1743M  453k|   0     0 : 140B  959B: 628M 1135M: 628M 1135M|   0     0 |  55k   35k
 56  23   7   9   0   6| 499M   27k: 561M  116k: 483M   34k: 425M  139k:1968M  331k|   0     0 : 235B  784B: 841M 1281M: 841M 1281M|   0     0 |  65k   37k
