You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1340k 4062k:1342k 4074k:1343k 4065k:1350k 4073k:5375k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  201B|1881  2378 
  0   0 100   0   0   0|   0     0 :   0     0 :2893k    0 :   0     0 :2893k 8192B|   0     0 :  27k  911B: 116B  491B:  27k 1402B|   0     0 | 388   409 
  0   0 100   0   0   0|   0     0 :   0     0 :2893k    0 :   0     0 :2893k 9011B|   0     0 :  42k 5731B:  25k   37k:  67k   43k|   0     0 |1504  1483 
  0   0 100   0   0   0|   0    20k:   0    21k:2893k   19k:   0    22k:2893k   86k|   0     0 :  34k   52B: 314k   17k: 348k   17k|   0     0 | 479   535 
  0   0 100   0   0   0|   0     0 :   0     0 :2460k    0 :   0     0 :2460k 2458B|   0     0 :  30k 5776B: 450B  984B:  30k 6760B|   0     0 | 330   405 
 21   2  76   1   0   0|  60M    0 :9213k   36k:  53M    0 :  27M    0 : 150M   40k| 633B  633B:  55k   52B:  26M   78M:  26M   78M|   0     0 |  22k 2988 
 41  11  35   9   0   3| 456M   42k: 393M   33k: 373M   32k: 287M   46k:1510M  197k|   0     0 :  33k 5712B: 324M  375M: 324M  375M|   0     0 |  96k   17k
 45  15  21  14   0   5| 377M   30k: 398M   33k: 498M   30k: 488M   34k:1761M  142k|  31B   31B:  27k   52B: 503M  517M: 503M  517M|   0     0 |  92k   33k
 48  17  14  16   0   6| 543M   29k: 500M   30k: 477M   35k: 433M   34k:1954M  142k|   0     0 :  25k 2462B: 676M  480M: 676M  480M|   0     0 |  74k   39k
 47  20  11  17   0   5| 591M   94k: 592M  366k: 444M   74k: 537M   74k:2165M  619k|   0     0 :  40k   52B: 503M  633M: 503M  633M|   0     0 |  88k   44k
 43  36   4  12   0   4| 477M  130k: 433M  113k: 215M  120k: 319M  130k:1443M  506k|   0     0 :  34k 5858B: 411M  514M: 411M  514M|   0     0 |  51k   34k
 51  22   3  18   0   6| 570M   84k: 556M   15k: 526M   35k: 520M  358k:2171M  550k|   0     0 :  30k   19k: 333M  844M: 333M  844M|   0     0 |  75k   41k
 19  47   8  21   0   6| 299M   32k: 452M   64k: 526M   48k: 438M   97k:1715M  292k|   0     0 :  33k 9110B: 385M  495M: 385M  495M|   0     0 |  50k   36k
 25  52   8  11   0   5| 312M   34k: 322M   66k: 274M   27k: 387M   78k:1294M  295k|   0     0 :  26k   52B: 399M  266M: 399M  266M|   0     0 |  47k   35k
 21  25  19  29   0   6| 294M   19k: 246M   69k: 399M   38k: 511M   64k:1449M  254k|   0     0 :  43k   29k: 666M  619M: 666M  619M|   0     0 |  50k   56k
 22  19  14  39   0   6| 433M   88k: 501M   25k: 552M   45k: 584M   32k:2070M  250k|   0     0 :  33k   62B: 610M  551M: 610M  551M|   0     0 |  77k   62k
 13  37   9  36   0   5| 215M   47k: 325M   58k: 405M   44k: 337M   22k:1282M  230k|   0     0 :  32k 6112B: 436M  541M: 436M  541M|   0     0 |  61k   50k
 13  36   7  38   0   6| 395M   93k: 349M   55k: 464M   70k: 431M  112k:1639M  460k|   0     0 :  56k   52B: 408M  628M: 408M  628M|   0     0 |  64k   47k
 18  58   3  15   0   5| 323M    0 : 320M    0 : 220M    0 : 255M   10k:1119M   55k|   0     0 :  28k   13k: 459M  369M: 459M  369M|   0     0 |  62k   42k
 12  82   0   2   0   3| 351M   10k: 254M 6554B: 302M 7373B: 105M  819B:1012M   37k|   0     0 :  21k   16k: 193M  130M: 193M  130M|   0     0 |  41k   15k
  9  79   2   6   0   3| 118M    0 :  76M    0 : 197M    0 :  81M    0 : 473M   50k|   0     0 :  21k   24k: 263M  225M: 263M  225M|   0     0 |  27k   17k
 10  16  13  55   0   6| 191M    0 : 313M    0 : 479M    0 : 342M    0 :1324M   50k|   0     0 :  39k   62B: 448M  889M: 448M  889M|   0     0 |  71k   62k
  7  11  19  59   0   5| 182M    0 : 398M    0 : 353M    0 : 236M    0 :1170M   30k|   0     0 :  32k 5712B: 218M  689M: 218M  689M|   0     0 |  94k   40k
  7  11  27  51   0   5| 284M   11k: 285M   10k: 349M   14k: 249M    0 :1168M   77k|   0     0 :  30k   52B: 240M  628M: 240M  628M|   0     0 | 104k   40k
  5  10  25  55   0   5| 262M    0 : 223M    0 : 196M    0 : 202M   11k: 885M   89k|   0     0 :  35k 6173B:  74M  824M:  74M  824M|   0     0 | 111k   30k
  5  11  28  52   0   4| 138M    0 : 306M    0 :  91M    0 : 172M    0 : 707M   30k|   0     0 :  26k   78B: 141M  616M: 141M  616M|   0     0 |  99k   27k
