You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1281k 3476k:1284k 3489k:1283k 3478k:1291k 3487k:5140k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  202B|1728  2188 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 4096B|   0     0 :  54k 1648B: 115B  490B:  57k 2138B|   0     0 | 466   408 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 9011B|   0     0 :  32k 4984B: 343k  357k: 375k  362k|   0     0 |1669  1597 
  0   0 100   0   0   0|   0  9830B:2458k 9830B:   0  9830B:   0  9830B:2458k   46k|   0     0 :  32k  781B: 134B  669B:  32k 1450B|   0     0 | 329   410 
  3   0  97   0   0   0|   0     0 :2459k    0 :   0     0 :   0     0 :2459k 2458B| 633B  633B:  39k 5383B:2456B 1589B:  42k 6971B|   0     0 |1255   832 
 44  14  41   0   0   1|  17k   38k: 819k   46k:1664k   40k:   0    45k:2500k  183k| 152M  152M:  34k  781B: 271M  255M: 271M  255M|   0     0 |  44k   36k
 54  40   3   0   0   3|   0   154k:   0   190k:2509k  182k:   0   176k:2509k  717k| 351M  351M:  25k 5012B: 639M  699M: 639M  699M|   0     0 |  78k   67k
 57  38   0   0   0   4|   0   185k:   0   199k:2048k  170k: 819B  186k:2049k  753k| 383M  383M:  24k 1342B: 895M  865M: 895M  865M|   0     0 |  82k   77k
 61  34   0   0   0   5|   0   184k:   0   184k:2483k  162k:   0   174k:2490k  992k| 389M  389M:  50k 5047B: 903M  843M: 903M  843M|6554B    0 |  82k   81k
 63  32   0   0   0   5|   0    78M:   0   104M:2074k   78M:   0    65M:2074k  325M| 417M  417M:  35k  781B: 988M  960M: 988M  960M|   0     0 |  81k   84k
 63  32   0   0   0   5|   0   568M:   0    78M:2458k  155M:1638B  558M:2459k 1359M| 401M  401M:  31k 4984B: 689M  725M: 689M  725M|   0     0 |  68k   67k
 62  32   0   0   0   6| 819B  629M:   0   439M:2484k  502M:2458B  650M:2487k 2220M| 414M  414M:  34k  790B: 847M  815M: 847M  815M|   0     0 |  62k   79k
 58  35   0   0   0   7|   0   120M: 819B  492M:2074k  560M: 819B  147M:2075k 1318M| 491M  491M:  29k 5524B:1262M 1167M:1262M 1167M|   0     0 |  67k   99k
