You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1710k 3777k:1683k 3776k:1710k 3786k:1722k 3790k:6825k   15M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  162B|1623  2232 
  0   0  98   1   0   0| 794k   52M:1280k   58k:1550k   52M:  22k   26M:3686k  129M|1852k 1852k: 253B 1036B: 459k 2204k: 459k 2205k|   0     0 |2295  2057 
  0   0  99   0   0   0| 819B   26M:2918k   19k: 819B   26M:1638B   52M:2922k  103M|   0     0 :  37B  766B: 296B  868B: 367B 1634B|   0     0 |2117  3803 
  0   5  93   1   0   0| 138k   52M:2587k    0 :  87k   52M:  60k   52M:2872k  156M|   0     0 :  49B  959B:  23k   19k:  24k   20k|   0     0 |1996  2297 
 28  10  56   5   0   1|  87k   52M:3009k  340k:  70k   26M:  52k   52M:  11M  130M| 633B  633B:  37B 1294B: 239M   67M: 239M   67M|   0     0 |  28k   21k
 66  21   9   0   0   3| 819B   26M:2490k  318k:   0    26M: 819B  214k:2514k   53M| 360M  360M:  73B  959B: 683M  541M: 683M  541M|   0     0 |  85k   80k
 65  24   7   0   0   4|   0    53k:2488k   52M: 819B   20M: 819B   27M:2490k   99M| 446M  446M:  25B  900B: 815M  876M: 815M  876M|   0     0 |  95k   87k
 62  31   2   0   0   5|  22k  139M:2521k  697M:  16k  213M:  39k  273M:2598k 1322M| 444M  444M:  49B  959B: 787M  721M: 787M  721M|   0     0 |  78k   80k
 58  36   0   0   0   5| 129k  669M:3023k   31M:  31k  444M:  25k   65M:3208k 1209M| 419M  419M: 289B  836B: 913M  859M: 913M  859M|   0     0 |  75k   79k
 56  38   0   0   0   5| 105k  181M:2129k  158M:  24k  338M:  22k  566M:2287k 1244M| 360M  360M:  61B  300B: 879M  851M: 879M  851M|   0     0 |  63k   70k
 62  33   0   0   0   5|  30k  408M:2084k  483M: 287k  484M: 246k   26M:2658k 1402M| 348M  348M:  54B 1376B: 883M  934M: 883M  934M|   0     0 |  67k   74k
 57  37   0   0   0   6|  10k  248M:2468k  295M:8192B  251M:  14k  499M:2501k 1293M| 433M  433M:  78B  976B:1011M 1080M:1011M 1080M|   0     0 |  67k   79k
 53  40   0   0   0   7|  13k  508M:  13k  532M:2078k  447M:  11k  509M:2115k 1995M| 542M  542M:  25B 1294B:1142M 1170M:1142M 1170M|   0     0 |  70k  102k
 48  42   3   0   0   6|  17k  251M:  43k  232M:2110k  232M:  28k  723M:2198k 1438M| 526M  526M:  37B  959B:1027M 1013M:1027M 1013M|   0     0 |  77k  100k
 45  41   5   2   0   8|  33k  361M:  38k  672M:2486k  687M:  47k  580M:2604k 2300M| 488M  488M:  49B  766B:1081M  941M:1081M  941M|   0     0 |  78k  111k
 43  33  17   1   0   6|  17k  542M:2458B   65M:2074k   63M:  12k  164M:2106k  834M| 577M  577M: 289B 1019B:1207M 1118M:1207M 1118M|   0     0 | 101k  136k
 43  35  14   1   0   8|  15k  601M:  24k  748M:2082k  405M:9830B  500M:2130k 2255M| 582M  582M:  49B  828B:1103M 1157M:1103M 1157M|   0     0 |  82k  122k
