You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1793k 4213k:1796k 4216k:1786k 4205k:1804k 4221k:7179k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  198B|1946  2439 
  0   0 100   0   0   0|2158k   25k:   0   819B:   0     0 :   0    19k:2158k   52k|   0     0 :  25k 1405B: 281B  864B:  25k 2269B|   0     0 | 392   419 
  0   0 100   0   0   0|   0     0 :   0    18k:   0    14k:2509k    0 :2509k   42k|   0     0 :  53k   18k: 127B  491B:  54k   19k|   0     0 | 348   421 
  0   0 100   0   0   0|   0     0 :   0     0 :   0    22k:2483k  819B:2483k   26k|  32k   32k:  34k   52B:  82k   34k: 116k   34k|   0     0 | 416   480 
  0   0  99   0   0   0|   0    63k:   0   314k:   0    25k:2483k   47k:2483k  462k|   0     0 :  30k   18k: 317k  306k: 347k  324k|   0     0 | 837   783 
  0   0 100   0   0   0|   0     0 :   0    32k:   0    11k:2458k   14k:2458k   58k|   0     0 :  41k   52B: 441B   16k:  41k   16k|   0     0 | 358   432 
 15   1  84   0   0   0|   0     0 : 155k 4096B:   0     0 :2485k    0 :2863k   18k| 633B  633B:  34k   15k:9106k   49k:9140k   64k|   0     0 |3891  1350 
 41   8  44   3   0   4|  94M   41k: 101M   40k:  62M   35k: 126M   51k: 383M  187k|   0     0 :  24k   52B: 745M  375M: 745M  375M|   0     0 |  75k   22k
 46  12  30   5   0   6|  97M   33k: 113M   34k: 109M   30k:  78M   35k: 397M  158k|  31B   31B:  20k   21k: 839M  456M: 839M  456M|   0     0 |  53k   58k
 48  14  23   9   0   6|  83M   28k:  99M   32k: 114M   70k: 105M   41k: 401M  185k|   0     0 :  35k   17k: 791M  622M: 791M  622M|   0     0 |  69k   68k
 51  15  17  11   0   6| 132M   54k: 157M   86k:  47M  102k:  74M   71k: 410M  326k|   0     0 :  24k   37k: 900M  639M: 900M  639M|   0     0 |  71k   57k
 50  17  15  12   0   6| 142M   36k:  88M   56k: 163M   32k:  76M  150k: 469M  290k|   0     0 :  38k   32k: 941M  757M: 941M  757M|   0     0 |  72k   53k
 50  18  11  14   0   6| 151M   54k:  94M   29k: 173M   26k: 119M   30k: 537M  141k|   0     0 :  32k   53k:1008M  779M:1008M  779M|   0     0 |  71k   51k
 18  14  26  35   0   6| 124M  146k:  92M  117k: 160M   52k: 140M  365k: 515M  727k|   0     0 :  25k   50k: 950M  865M: 950M  865M|   0     0 |  71k   55k
 18  18  25  32   0   6| 135M   16k:  65M   35k: 159M   50k: 162M   18k: 523M  205k|   0     0 :  52k   69k: 966M  825M: 966M  825M|   0     0 |  66k   57k
 20  15  26  33   0   6| 109M   34k:  79M   61k: 139M   47k: 110M   66k: 437M  292k|   0     0 :  37k   50k:1072M  786M:1072M  786M|   0     0 |  76k   63k
 16  14  31  33   0   6| 126M   70k:  97M   29k: 157M   33k:  91M   81k: 471M  272k|   0     0 :  31k   69k:1047M  869M:1047M  870M|   0     0 |  78k   69k
 17  14  28  35   0   6| 116M   46k:  98M   52k: 166M  100k:  78M   70k: 458M  331k|   0     0 :  40k   51k: 969M  828M: 969M  828M|   0     0 |  77k   64k
 17  16  25  36   0   6|  74M   55k: 158M   71k: 125M   22k: 145M   70k: 503M  285k|   0     0 :  34k   65k:1118M  768M:1118M  768M|   0     0 |  66k   66k
 13  12  31  37   0   6| 171M  819B: 147M   30k: 109M   28k:  80M   30k: 507M  124k|   0     0 :  25k   50k: 973M  856M: 973M  856M|   0     0 |  74k   67k
 13  14  28  39   0   6| 123M 7373B: 165M   22k: 120M 4096B: 167M 6554B: 575M   70k|   0     0 :  21k   69k:1052M  893M:1052M  893M|   0     0 |  72k   70k
 12  14  27  40   0   6| 142M   24k: 169M    0 :  92M    0 : 126M    0 : 529M   73k|   0     0 :  36k   50k:1102M  843M:1102M  843M|   0     0 |  75k   71k
 10  22  29  33   0   6| 129M    0 : 115M    0 : 136M    0 : 149M    0 : 529M   47k|   0     0 :  23k   65k:1075M  897M:1075M  897M|   0     0 |  69k   64k
 10  15  31  38   0   6| 144M    0 :  78M    0 : 109M    0 : 161M    0 : 491M   30k|   0     0 :  40k   50k:1172M  808M:1172M  808M|   0     0 |  73k   69k
  8  14  30  43   0   6| 111M    0 : 142M    0 : 120M   12k: 131M    0 : 503M   51k|   0     0 :  33k   69k:1042M  954M:1042M  954M|   0     0 |  74k   70k
  8  13  33  39   0   6| 115M    0 : 166M    0 : 136M    0 :  97M   11k: 515M   34k|   0     0 :  39k   51k:1174M  855M:1174M  855M|   0     0 |  77k   71k
  9  15  31  39   0   6| 142M    0 : 145M 4915B: 144M    0 : 100M    0 : 532M   15k|   0     0 :  53k   65k:1160M  894M:1160M  894M|   0     0 |  76k   76k
