You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1745k 4215k:1747k 4218k:1740k 4206k:1755k 4223k:6988k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  198B|1921  2420 
  0   0 100   0   0   0|   0  9011B:2509k 4096B:   0     0 :   0     0 :2509k   22k|  32k   32k:  32k   13k: 674k  707k: 706k  720k|   0     0 | 558   560 
  0   0 100   0   0   0|   0    44k:2048k   32k:   0    35k:   0    42k:2048k  170k|   0     0 :  23k 6533B: 316k   28k: 339k   34k|   0     0 | 729   728 
  5   1  94   0   0   0| 819B   13k:2483k    0 :   0     0 :   0     0 :2580k   31k| 633B  633B:  38k   12k:2788B   32k:  41k   44k|   0     0 |1543   893 
 38   5  53   1   0   3|   0    41k:8576k   38k:6205k   38k:  21M   43k:  35M  170k|   0     0 :  33k 6872B: 531M  142M: 531M  142M|   0     0 |  61k 9448 
 45  11  36   2   0   6|  52M   28k:  36M   33k:  30M   25k:  25M   49k: 143M  149k|  31B   31B:  34k 8700B: 874M  542M: 874M  542M|   0     0 |  63k   52k
 47  13  27   7   0   6|  43M   28k:  60M   31k:  98M  102k:  47M   40k: 247M  210k|   0     0 :  46k   22k: 909M  589M: 909M  589M|   0     0 |  71k   59k
 48  16  21   9   0   6|  67M   38k:  85M   94k:  51M  695k:  76M  125k: 278M 1002k|   0     0 :  32k   28k:1059M  721M:1059M  721M|   0     0 |  67k   59k
 46  14  21  12   0   6|  86M   50k:  79M   81k:  47M   46k:  91M   54k: 304M  246k|   0     0 :  31k   35k:1085M  772M:1085M  772M|   0     0 |  66k   62k
 49  15  22   8   0   6|  28M  425k:  63M   42k: 102M  327k:  60M   74k: 253M  880k|   0     0 :  39k   43k: 960M  734M: 960M  735M|   0     0 |  68k   64k
 13   9  66   7   0   4|  45M   27k:  24M 6554B:  45M   40k:  83M   97k: 199M  197k|   0     0 :  33k   50k: 325M  692M: 325M  692M|   0     0 | 108k   31k
  2   1  97   0   0   0|1573k   29k: 410k   31k:2074k   14k:   0   101k:4059k  226k|   0     0 :  26k   59k:  10k 6500k:  37k 6559k|   0     0 |3533  2083 
 18  13  40  23   0   5|  58M   18k:  69M   47k:  81M   85k:  61M   67k: 269M  269k|   0     0 :  26k   60k:1089M  689M:1089M  689M|   0     0 |  60k   51k
 31  15  23  25   0   6|  76M   18k:  50M   38k:  84M   65k:  73M   67k: 284M  247k|   0     0 :  31k   59k:1306M  824M:1306M  824M|  13k    0 |  65k   65k
 18  15  32  29   0   6|  63M   37k:  79M  142k: 126M   30k:  89M   70k: 357M  377k|   0     0 :  23k   60k:1245M  841M:1245M  841M|   0     0 |  71k   59k
 16  12  30  35   0   6|  72M   66k:  93M   81k:  73M   18k:  28M   98k: 267M  327k|   0     0 :  39k   59k:1334M  894M:1334M  894M|   0     0 |  68k   63k
 15  13  32  33   0   6|  79M   55k:  87M   18k:  75M   26k:  54M   31k: 294M  186k|   0     0 :  32k   60k:1343M  998M:1343M  998M|   0     0 |  73k   67k
 20  15  33  26   0   6|  68M 4096B: 103M 6554B: 174M    0 :  87M    0 : 432M   54k|   0     0 :  34k   59k:1365M  922M:1365M  922M|   0     0 |  75k   70k
 22  18  32  23   0   6|  75M    0 :  99M 1638B: 178M 4096B: 103M 4096B: 456M   28k|   0     0 :  47k   60k:1387M 1088M:1387M 1088M|   0     0 |  71k   71k
 12  17  36  29   0   6|  75M    0 : 108M 4096B: 236M    0 : 130M    0 : 548M   33k|   0     0 :  31k   59k:1398M 1042M:1398M 1042M|   0     0 |  68k   67k
 11  19  35  29   0   6| 107M    0 : 224M    0 : 224M   12k:  87M    0 : 642M   42k|   0     0 :  31k   60k:1291M  991M:1291M  991M|   0     0 |  76k   74k
  9  19  37  28   0   6| 131M    0 : 159M   18k:  95M    0 : 132M    0 : 517M   91k|   0     0 :  39k   59k:1366M  933M:1366M  933M|   0     0 |  73k   72k
 10  14  38  32   0   6| 100M   10k: 166M    0 : 146M    0 : 121M   13k: 534M   54k|   0     0 :  33k   60k:1242M  979M:1242M  979M|   0     0 |  73k   72k
 10  17  32  35   0   6|  57M    0 : 147M    0 : 168M    0 :  90M    0 : 462M   31k|   0     0 :  26k   59k:1219M  830M:1219M  830M|   0     0 |  74k   69k
  8  14  32  40   0   6|  64M    0 : 144M    0 : 124M    0 :  75M    0 : 407M   22k|   0     0 :  26k   60k:1253M  921M:1253M  921M|   0     0 |  67k   68k
  8  14  36  35   0   6| 117M    0 : 185M    0 : 123M    0 : 115M    0 : 540M   30k|   0     0 :  30k   56k:1252M  911M:1252M  911M|   0     0 |  71k   71k
  8  14  32  40   0   6| 122M    0 : 132M    0 : 140M    0 :  39M    0 : 434M   30k|   0     0 :  23k   60k:1206M  885M:1206M  885M|   0     0 |  78k   74k
  9  17  30  39   0   6| 107M    0 : 157M    0 : 121M    0 : 122M    0 : 508M   35k|   0     0 :  38k   59k:1211M  949M:1211M  949M|   0     0 |  69k   72k
  9  12  30  42   0   7| 138M    0 : 160M    0 : 122M    0 : 103M    0 : 524M   65k|   0     0 :  34k   60k:1232M  981M:1232M  981M|   0     0 |  77k   77k
  9  17  33  34   0   7| 149M    0 :  97M    0 : 157M    0 : 197M    0 : 600M   38k|   0     0 :  35k   59k:1216M  946M:1216M  946M|   0     0 |  82k   76k
 10  14  33  36   0   7| 146M    0 :  94M    0 : 110M    0 : 175M    0 : 525M   28k|   0     0 :  47k   60k:1253M 1053M:1253M 1053M|   0     0 |  84k   73k
