You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1388k 3557k:1416k 3567k:1406k 3550k:1381k 3559k:5591k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  187B|1723  2189 
  0   0 100   0   0   0|2893k    0 :   0     0 :   0     0 :   0     0 :2893k 7373B|   0     0 :  22k 2270B: 134B  669B:  27k 2939B|   0     0 | 491   415 
  0   0  99   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 8192B|   0     0 :  38k 4984B: 341k  336k: 379k  341k|   0     0 |1745  1636 
  5   0  94   0   0   0|2893k   17k:   0    16k:   0    15k:   0    16k:2900k   70k| 942B  942B:  34k  781B:2771B 2082B:  37k 2864B|   0     0 |1221   855 
 10   1  90   0   0   0|2893k   20k:   0    28k:   0    34k:   0    27k:2894k  158k|  19k   19k:  31k 1733B:3064B   24k:  34k   26k|   0     0 |2218  1532 
 47  10  41   0   0   2|2458k   34k:   0    39k:   0    34k:   0    40k:2458k  169k| 201M  201M:  34k  781B: 275M  348M: 275M  348M|   0     0 |  54k   46k
 58  24  15   0   0   3|2894k  248k:   0   242k:   0    42k:   0   237k:2894k  784k| 350M  350M:  39k 4984B: 630M  644M: 630M  644M|   0     0 |  89k   76k
 66  27   4   0   0   4|2884k   67k:   0    85k:   0   281k:   0   102k:2884k  548k| 423M  423M:  62k  918B: 741M  813M: 741M  813M|   0     0 |  88k   79k
 68  26   2   0   0   4|2484k  318k:   0   287k:   0   290k:   0   286k:2484k 1451k| 455M  455M:  28k 5056B: 647M  806M: 647M  806M|   0     0 |  84k   74k
 66  29   1   0   0   4|2511k   14M:   0    14M:   0  9284k:   0  8970k:2511k   45M| 492M  492M:  40k  781B: 822M 1005M: 822M 1005M|   0     0 |  87k   78k
 61  33   0   0   0   6|2458k  595M: 819B  271M: 819B  514M:   0   508M:2460k 1889M| 469M  469M:  44k 4984B: 874M  863M: 874M  863M|   0     0 |  70k   88k
 60  34   0   0   0   6|2485k  774M:   0   103M:1638B  846M:   0   795M:2486k 2518M| 423M  423M:  33k  781B: 716M  713M: 716M  713M|   0     0 |  67k   71k
 56  38   0   0   0   6|2483k   37M:1638B  750M: 819B   52M:   0   108M:2486k  947M| 547M  547M:  21k 5524B:1020M  849M:1020M  849M|   0     0 |  76k   97k
 50  42   1   0   0   6|2048k   42M: 819B  308M:   0    26M:   0    26M:2049k  401M| 542M  542M:9899B  781B:1149M 1039M:1149M 1039M|   0     0 |  77k  109k
 44  47   1   0   0   8|2077k 1054M:   0    52M:1638B  947M:2458B 1052M:2081k 3106M| 531M  531M:  40k   62B:1115M  988M:1115M  988M|   0     0 |  78k  104k
