You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1679k 4163k:1706k 4174k:1690k 4156k:1672k 4166k:6747k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1915  2404 
  0   0  99   0   0   0|   0     0 :   0  1638B:2893k 2458B:   0     0 :2924k 6554B|  32k   32k:  41k 6776B: 676B   33k:  44k   39k|   0     0 | 511   481 
  0   0  99   0   0   0|   0    39k:   0    40k:2893k   36k:   0    37k:2893k  161k|   0     0 :  36k   52B: 352k   73k: 388k   73k|   0     0 |2015  1934 
  8   1  91   0   0   0|   0    40k:   0    39k:2893k   54k:   0    42k:3291k  182k| 942B  942B:  26k 2740B:3470B 2404B:  29k 5144B|   0     0 |1604  1028 
 13   1  86   0   0   0|   0     0 :   0     0 :2893k   12k:   0     0 :2896k   51k|  21k   21k:  17k   52B:4639B   26k:  22k   27k|   0     0 |3030  1819 
 37   7  49   7   0   0| 378M   27k: 230M   35k: 339M   30k: 232M   35k:1180M  137k|4518B 4518B:  26k 5712B:  25k   13k:  60k   19k|   0     0 |  21k 9061 
 39   9  37  15   0   1| 476M  199k: 344M  105k: 396M   82k: 561M   34k:1776M  474k|  19k   19k:  45k   52B:  34k   27k:  81k   27k|   0     0 |  27k   16k
 43  11  24  21   0   1| 582M  110k: 687M   29k: 559M   38k: 515M  130k:2344M  336k|6862B 6862B:  34k 5776B:  37k   14k:  71k   20k|   0     0 |  36k   22k
 44  12  19  25   0   1| 578M   84k: 529M   93k: 602M  126k: 665M  380k:2374M  696k|8012B 8012B:  30k   52B:  50k   15k:  81k   15k|   0     0 |  36k   23k
 44  13  13  29   0   1| 516M  327k: 679M   48k: 619M   70k: 683M   64k:2496M  530k|9956B 9956B:  34k 5712B:  42k   16k:  76k   21k|   0     0 |  38k   26k
 41  13  12  33   0   1| 686M   39k: 656M   30k: 550M  154k: 679M   61k:2572M  306k|  10k   10k:  37k   52B:  61k   16k:  98k   17k|   0     0 |  40k   31k
 20  12  29  38   0   1| 654M   47k: 627M   19k: 534M   39k: 703M   55k:2519M  224k|8635B 8635B:  36k 2471B:  44k 8105B:  80k   10k|   0     0 |  36k   35k
 14  10  37  38   0   1| 614M  105k: 648M   73k: 501M 6554B: 567M   50k:2330M  289k|9258B 9258B:  47k   52B:  42k 7828B:  89k 7880B|   0     0 |  30k   32k
 14  10  37  38   0   1| 571M   40k: 398M   99k: 648M  108k: 478M   68k:2095M  400k|9011B 9011B:  40k 5712B:  36k 6767B:  76k   12k|   0     0 |  28k   30k
 18  12  31  38   0   1| 663M   76k: 667M   42k: 659M   82k: 674M  150k:2665M  431k|9190B 9190B:  35k   52B:  61k 9053B:  97k 9105B|   0     0 |  36k   38k
 15  10  37  36   0   1| 582M   35k: 543M   42k: 637M   50k: 435M   50k:2197M  216k|9192B 9192B:  25k 5776B:  40k 7141B:  65k   13k|   0     0 |  28k   32k
 14  10  38  37   0   1| 671M   40k: 504M   59k: 369M  124k: 600M   71k:2144M  358k|9018B 9018B:  16k   52B:  38k 7357B:  54k 7410B|   0     0 |  29k   28k
 16  10  38  35   0   1| 567M   11k: 516M 8192B: 616M   12k: 484M   46k:2183M  110k|9196B 9196B:  21k  781B:  32k 6734B:  53k 7515B|   0     0 |  30k   32k
  8   7  50  34   0   1| 312M    0 : 439M 4096B: 395M 2458B: 447M 4915B:1594M   49k|9237B 9237B:  38k 4984B:  46k 7813B:  84k   12k|   0     0 |  22k   22k
 10   8  45  36   0   1| 548M    0 : 470M    0 : 310M 2458B: 629M    0 :1956M   29k|9020B 9020B:  33k 2660B:  41k 7146B:  73k 9806B|   0     0 |  27k   28k
  7   8  46  39   0   1| 424M    0 : 531M   18k: 591M   21k: 588M    0 :2135M  118k|  18k   18k:  30k   52B:  51k   17k:  81k   17k|   0     0 |  29k   29k
  8  10  43  39   0   1| 479M   14k: 509M    0 : 572M 2458B: 662M   19k:2221M   55k|  10k   10k:  33k  790B:  46k   10k:  79k   11k|   0     0 |  28k   31k
  6   8  47  38   0   1| 441M 9830B: 537M   14k: 414M 9011B: 581M   16k:1973M   84k|9023B 9023B:  37k 4984B:  37k 7050B:  75k   12k|   0     0 |  26k   25k
  7   9  43  40   0   1| 584M    0 : 558M    0 : 580M  110k: 577M    0 :2300M  136k|8171B 8171B:  36k  781B:  34k 6801B:  70k 7582B|   0     0 |  30k   32k
  7   9  47  36   0   1| 620M    0 : 556M    0 : 542M 9830B: 596M    0 :2314M   24k|  12k   12k:  48k 5047B:  46k   11k:  94k   16k|   0     0 |  30k   27k
  6  10  47  36   0   1| 495M   13k: 695M   18k: 642M   18k: 639M   15k:2470M   98k|  11k   11k:  40k  798B:  48k   10k:  88k   11k|   0     0 |  32k   24k
  7  11  47  35   0   1| 645M   11k: 677M   32k: 525M 9011B: 674M   14k:2521M   92k|  11k   11k:  37k 4993B:  42k   10k:  80k   15k|   0     0 |  33k   23k
  6   9  52  32   0   1| 610M   16k: 570M   22k: 564M 9011B: 590M   23k:2334M  162k|  12k   12k:  26k 1117B:  44k   12k:  71k   13k|   0     0 |  29k   21k
  7  10  51  31   0   1| 686M   16k: 668M 3277B: 656M   20k: 512M    0 :2522M   64k|  15k   15k:  18k 5047B:  39k   15k:  57k   20k|   0     0 |  32k   23k
  6   9  54  31   0   1| 632M   29k: 489M   22k: 583M  118k: 533M   51k:2237M  264k|  16k   16k:  19k  781B:  52k   17k:  71k   18k|   0     0 |  28k   18k
  6   8  60  26   0   1| 484M    0 : 541M   14k: 411M 4915B: 603M   16k:2038M   58k|  15k   15k:  38k 4984B:  33k   15k:  72k   20k|   0     0 |  25k   17k
  5   8  66  21   0   1| 634M   26k: 478M    0 : 525M   27k: 502M   35k:2139M  106k|  15k   15k:  33k  790B:  29k   17k:  62k   18k|   0     0 |  25k   18k
  2   1  95   1   0   0| 101M 2458B:  77M   28k: 106M   14k:  41M    0 : 326M   50k|4052B 4052B:  30k 5047B:  23k 5177B:  53k   10k|   0     0 |4076  3503 
  1   0  99   0   0   0|2893k   14k:   0    34k:   0  2458B:   0  3277B:2903k   56k|2147B 2147B:  33k  781B:  20k 4586B:  53k 5367B|   0     0 |1016  1363 
  1   0  99   0   0   0|2867k    0 :   0  9011B:   0  2458B:   0  9011B:2867k   67k|1498B 1498B:  37k 4984B:  13k 4622B:  51k 9605B|   0     0 | 916  1298 
  4   6  78  11   0   1| 496M    0 : 339M   34k: 391M   27k: 373M   17k:1600M   98k|  29k   29k:  37k 1254B:  34k   32k:  71k   33k|   0     0 |  24k   14k
  3   4  86   6   0   0| 216M   42k: 158M 3277B: 341M  130k: 304M   30k:1019M  225k|  25k   25k:  48k 1397B:  26k   28k:  75k   30k|   0     0 |  13k 8118 
  0   0  99   0   0   0|2868k   18k:   0    31k:   0    20k:   0    58k:2868k  142k|  19k   19k:  40k  781B:  20k   24k:  61k   25k|   0     0 | 754   843 
  0   0 100   0   0   0| 410k 2458B:   0  8192B:2509k   14k:   0     0 :2918k   34k|  15k   15k:  36k 4984B:  15k   19k:  51k   24k|   0     0 | 579   766 
  0   0 100   0   0   0|   0  7373B:   0  2458B:2893k 2458B:   0     0 :2893k   22k|  24k   24k:  24k  923B:  15k   29k:  39k   30k|   0     0 | 616   850 
  0   0 100   0   0   0|   0     0 :   0  2458B:2893k 2458B:   0     0 :2893k 7373B|8272B 8272B:  15k 1397B:6201B   11k:  21k   12k|   0     0 | 538   644 
  0   0  99   0   0   0|   0     0 :   0   110k:2893k 2458B:   0     0 :2893k  134k|  11k   11k:  21k  790B:5632B   14k:  27k   15k|   0     0 | 602   728 
  0   0 100   0   0   0| 819B 4096B:  12k   42k:2893k 4096B:  18k 7373B:2924k   58k| 198k  198k:  37k 4984B:6711B  207k:  43k  212k|   0     0 | 879  1001 
