You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1414k 3549k:1412k 3551k:1401k 3540k:1423k 3556k:5651k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  196B|1718  2175 
  0   0 100   0   0   0|   0     0 :   0     0 :2893k    0 :   0     0 :2893k    0 |   0     0 :  21k   13k: 134B  669B:  26k   13k|   0     0 | 470   419 
  0   0  99   0   0   0|   0     0 :   0     0 :2974k    0 :   0     0 :2974k   14k|   0     0 :  29k 7348B: 337k  346k: 366k  353k|   0     0 |1528  1435 
  0   7  93   0   0   0|   0    12k:   0  9830B:2458k   11k:   0    10k:2458k   52k|   0     0 :  44k   11k:4548B  501B:  49k   12k|   0     0 | 763   497 
  3  13  83   2   0   0|   0   492k: 819B  486k:2893k  500k:   0   486k:3254k 1973k| 633B  633B:  33k 7349B:  25k   20k:  58k   27k|   0     0 |2348   910 
 44  24  30   0   0   1|   0   122k:   0   140k:2509k  127k:   0   128k:2604k  528k| 166M  166M:  25k 8500B: 224M  289M: 224M  289M|   0     0 |  43k   34k
 54  39   3   0   0   4|   0   143k:   0   141k:2458k  148k:   0   140k:2458k  582k| 318M  318M:  54k 7356B: 770M  777M: 770M  777M|   0     0 |  83k   68k
 60  35   0   0   0   4|   0   130k:   0   133k:2484k  130k:   0   126k:2484k 1008k| 341M  341M:  41k   24k: 860M  681M: 860M  681M|   0     0 |  76k   76k
 64  32   0   0   0   4|   0   112k:   0   102k:2483k   94k:   0   103k:2483k  417k| 364M  364M:  32k   23k: 852M  705M: 852M  705M|   0     0 |  76k   72k
 66  30   0   0   0   4|   0    23M:   0  1015k:2483k   17M:   0  9520k:2483k   50M| 417M  417M:  39k   36k: 741M  682M: 741M  682M|   0     0 |  74k   72k
 63  31   0   0   0   5|   0   436M:   0   450M:2049k  423M:   0   121M:2049k 1430M| 431M  431M:  36k   39k: 747M  844M: 747M  844M|   0     0 |  68k   71k
 57  35   1   0   0   7| 819B  892M:   0   969M:2484k  808M:   0   478M:2485k 3147M| 371M  371M:  38k   46k: 765M  812M: 765M  812M|   0     0 |  49k   66k
 57  37   0   0   0   6|   0    18M:   0    66k:2074k  173M: 819B  639M:2074k  830M| 490M  490M:  21k   51k:1084M 1174M:1084M 1174M|   0     0 |  71k   94k
 50  43   1   0   0   6|   0   250k:   0   314k:2458k  157k:   0   175M:2458k  176M| 551M  551M:  22k   62k:1192M 1132M:1192M 1132M|   0     0 |  82k  106k
 47  44   2   0   0   8|   0   786M:4096B  678M:2074k  542M:   0   362M:2078k 2368M| 532M  532M:  30k   58k:1160M 1087M:1160M 1087M|   0     0 |  76k  112k
 44  41   6   0   0   9| 819B  790M:   0   898M:2483k 1017M:   0   276M:2484k 2980M| 534M  534M:  41k   62k:1115M 1042M:1115M 1042M|   0     0 |  81k  111k
 47  32  13   0   0   7|   0    27k:   0    23k:2048k   17M:   0   938M:2048k  955M| 640M  640M:  32k   58k:1174M 1232M:1174M 1232M|   0     0 | 115k  143k
 44  33  15   0   0   7|   0   155M:   0   103M:2483k  258M:   0   155M:2483k  671M| 613M  613M:  24k   58k:1236M 1338M:1236M 1338M|   0     0 | 111k  149k
 38  33  19   3   0   7| 819B 1158M: 819B  260M:2074k 1202M:   0   124M:2075k 2744M| 555M  555M:  53k   58k: 966M 1049M: 966M 1049M|   0     0 | 115k  133k
 38  33  18   3   0   8|   0   329M:   0  1104M:2458k   63M: 819B 1146M:2458k 2642M| 587M  587M:  39k   62k: 996M 1197M: 996M 1197M|   0     0 | 106k  142k
 43  32  18   0   0   6|   0    13k:   0   107M:2061k   14k:   0   123M:2061k  231M| 627M  627M:  30k   58k:1257M 1364M:1257M 1364M|   0     0 | 106k  150k
 38  31  24   0   0   7|   0   178M:   0   361M:2401k  335M: 819B  383M:2402k 1257M| 674M  674M:  46k   62k:1042M 1245M:1042M 1245M|   0     0 | 118k  149k
 37  33  21   2   0   7|   0   132M:   0   931M:   0    17M:2509k  870M:2509k 1949M| 667M  667M:  33k   58k:1027M 1187M:1027M 1187M|   0     0 | 116k  149k
