You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1737k 4226k:1763k 4236k:1746k 4218k:1730k 4228k:6977k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1925  2437 
  1   1  97   0   0   1|   0    14k:2074k 9011B:   0    11k:   0  9011B:2105k   50k|   0     0 :  32k 6055B: 255M  491k: 255M  497k|   0     0 |  60k 5579 
  7   1  91   0   0   1|   0    26k:2483k    0 :   0    42k: 819B   39k:2690k  109k| 942B  942B:  23k  781B: 163M  616k: 163M  617k|   0     0 |  42k 3253 
 11   1  89   0   0   0|   0     0 :2458k   42k:   0     0 :   0    26k:2459k  110k|  20k   20k:  38k 5047B:2963B 6655B:  41k   11k|   0     0 |2248  1577 
 37   6  53   2   0   3|  85M   33k:  97M   34k:  40M   43k:  44M   28k: 266M  165k|4434B 4434B:  33k  781B: 406M  294M: 406M  294M|   0     0 |  73k   13k
 47  12  31   5   0   5|  56M   36k: 138M   35k: 151M   39k:  76M   38k: 421M  162k|5538B 5538B:  34k 4984B: 780M  421M: 780M  421M|   0     0 |  61k   40k
 48  16  20   9   0   6| 250M   34k: 204M  107k: 303M   34k: 304M  110k:1061M  306k|  20k   20k:  46k 1126B: 757M  597M: 757M  597M|   0     0 |  78k   60k
 48  17  16  13   0   6| 259M   75k: 219M   52k: 251M  124k: 295M   54k:1025M  325k|  45k   45k:  33k 1538B: 889M  578M: 889M  578M|   0     0 |  75k   59k
 46  14  29   4   0   6| 135M  150k: 236M  368k:  55M  342k: 165M  146k: 592M 1019k|9956B 9956B:  31k  781B: 943M  674M: 943M  674M|   0     0 |  64k   62k
 43  13  38   1   0   5|  55M   29k:  71M   47k:9198k   62k:  33M   60k: 168M  208k|9627B 9627B:  39k 4984B: 812M  536M: 812M  536M|   0     0 |  72k   66k
  7   2  90   0   0   1|  18M   36k:   0    38k:  16M   90k:   0    37k:  34M  266k|4845B 4845B:  33k  781B: 122M   54M: 122M   54M|   0     0 |  29k 9258 
  2   1  98   0   0   0|2050k   63k:   0    48k:   0    44k:   0    33k:2050k  248k|4815B 4815B:  26k 1543B:  14k 5866B:  41k 7409B|   0     0 |1617  2334 
 18  17  37  22   0   6| 193M   82k: 325M   62k: 262M   25k: 223M   48k:1002M  273k|5505B 5505B:  26k  781B: 855M  877M: 855M  877M|   0     0 |  68k   52k
 19  17  25  33   0   7| 234M   42k: 331M  174k: 207M   93k: 207M  112k: 979M  502k|9007B 9007B:  31k 4984B:1111M 1255M:1111M 1255M|   0     0 |  62k   60k
 25  17  22  31   0   6| 105M   33k: 366M   67k: 208M  130k: 205M   22k: 884M  312k|8830B 8830B:  23k 1117B: 947M 1094M: 947M 1094M|   0     0 |  65k   64k
 22  16  24  32   0   6| 143M   10k: 410M   66k: 233M   44k: 240M  150k:1026M  332k|8658B 8658B:  39k 1397B: 986M 1367M: 986M 1367M|   0     0 |  68k   65k
 16  15  28  34   0   6| 345M   34k: 362M    0 : 139M   30k:  85M   14k: 931M  119k|9012B 9012B:  32k  920B:1084M 1106M:1084M 1106M|   0     0 |  70k   71k
 18  17  29  30   0   6| 410M 4096B: 263M 7373B: 264M    0 : 138M 2458B:1074M   42k|9016B 9016B:  34k 4993B:1129M 1143M:1129M 1143M|   0     0 |  69k   68k
 26  19  26  23   0   6| 389M    0 : 292M    0 : 324M  819B: 338M 4096B:1343M   71k|9235B 9235B:  47k  781B:1137M 1146M:1137M 1146M|   0     0 |  75k   75k
 16  18  28  32   0   6| 319M    0 : 302M   17k: 345M    0 : 340M   10k:1305M   65k|  17k   17k:  31k 5047B:1141M 1312M:1141M 1312M|   0     0 |  66k   72k
 16  16  26  36   0   6| 408M   23k: 358M   24k: 145M   22k: 336M   42k:1247M  157k|9167B 9167B:  31k  781B:1117M 1232M:1117M 1232M|   0     0 |  65k   69k
 10  14  38  31   0   6| 381M    0 : 324M    0 : 269M   33k: 259M 2458B:1232M   67k|9055B 9055B:  39k 4993B:1216M 1114M:1216M 1114M|   0     0 |  65k   68k
 11  16  35  33   0   6| 423M    0 : 361M    0 : 263M    0 : 234M  106k:1281M  129k|9377B 9377B:  33k 1117B:1115M 1188M:1115M 1188M|   0     0 |  68k   66k
 10  16  31  37   0   6| 325M   20k: 406M    0 : 301M    0 : 316M 4915B:1348M   42k|8493B 8493B:  26k 5047B:1034M 1336M:1034M 1336M|   0     0 |  64k   69k
 10  17  36  31   0   6| 298M    0 : 177M    0 : 227M    0 : 311M 2458B:1014M   37k|9378B 9378B:  26k 1152B:1099M 1018M:1099M 1018M|   0     0 |  72k   70k
 10  15  37  32   0   6| 186M    0 : 235M 4096B: 312M 1638B: 239M   19k: 972M   94k|  11k   11k:  30k 4984B:1150M 1073M:1150M 1073M|   0     0 |  70k   73k
  8  13  37  35   0   6| 164M   33k: 264M   40k: 211M   11k: 177M 2458B: 816M  122k|7434B 7434B:  23k  800B:1045M  963M:1045M  963M|   0     0 |  72k   69k
  8  14  34  37   0   6| 170M   20k: 244M    0 : 187M    0 : 241M 2458B: 842M   67k|  11k   11k:  38k 1534B: 987M 1089M: 988M 1089M|   0     0 |  70k   74k
 10  13  35  36   0   6| 204M 8192B: 124M    0 : 285M    0 : 142M   92k: 754M  133k|9203B 9203B:  34k  781B: 992M 1022M: 992M 1022M|   0     0 |  72k   65k
  9  13  35  37   0   6| 186M    0 : 161M    0 : 111M    0 : 178M   23k: 637M   46k|9639B 9639B:  35k 4984B:1127M  929M:1127M  929M|   0     0 |  62k   67k
  9  14  36  35   0   6| 147M   15k: 200M 9011B: 117M   18k: 165M  819B: 630M   69k|8819B 8819B:  47k 1117B:1174M  975M:1174M  975M|   0     0 |  76k   75k
  9  12  38  34   0   6| 102M    0 : 124M    0 : 205M  819B: 172M 2458B: 604M   37k|8379B 8379B:  32k 1406B: 953M  985M: 953M  985M|   0     0 |  79k   72k
  8  12  34  40   0   6| 147M 1638B: 122M    0 : 188M   15k: 200M 2458B: 658M   70k|9920B 9920B:  31k  781B:1063M 1042M:1063M 1042M|   0     0 |  62k   66k
  8  13  38  34   0   6| 158M   26k: 133M    0 : 107M 4096B: 117M 2458B: 516M   80k|  12k   12k:  40k 4984B:1112M  906M:1112M  906M|   0     0 |  74k   73k
 10  14  38  31   0   6| 197M   18k:  74M   14k: 129M   19k:  83M 9011B: 483M   88k|  11k   11k:  35k  781B:1138M  867M:1138M  867M|   0     0 |  73k   71k
  8  13  35  37   0   6| 143M 3277B: 160M    0 : 149M 2458B: 120M  105k: 573M  140k|  10k   10k:  28k 5047B:1175M  977M:1175M  977M|   0     0 |  73k   72k
