You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1625k 4245k:1626k 4258k:1632k 4249k:1636k 4256k:6520k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1946  2468 
  2   4  90   2   0   3|  28M   39k:  26M   61k:  35M   27k:  37M   14k: 126M  159k|   0     0 :  31k 1125B: 351M  256M: 351M  256M|   0     0 | 126k 6931 
  1   2  95   2   0   1|  31M  819B:  19M  307k:   0    22k:  10M   46k:  60M  385k|   0     0 :  23k 5712B: 104M  161M: 104M  161M|   0     0 |  64k 2901 
  6   0  94   0   0   0|2458k   18k:  85k   32k:   0    30k:   0    13k:2545k  102k| 633B  633B:  38k  388B:  18k 2442B:  56k 2830B|   0     0 |1561   967 
 39   8  47   2   0   3| 135M   52k:  88M   29k: 149M   43k: 120M   41k: 493M  181k|   0     0 :  33k 2126B: 442M  488M: 442M  488M|   0     0 |  44k   19k
 46  15  28   4   0   7| 200M   35k: 270M   54k: 157M   40k: 188M   36k: 815M  190k|  31B   31B:  34k   52B: 698M  776M: 699M  776M|   0     0 |  53k   71k
 46  16  26   6   0   6| 178M   32k: 150M   34k: 334M   26k: 218M   38k: 879M  146k|   0     0 :  46k 5722B: 783M  868M: 783M  868M|   0     0 |  63k   67k
 49  14  20  11   0   6| 195M   58k: 182M   42k: 128M  831k: 178M   52k: 683M 1022k|  60k   60k:  32k   52B: 893M  703M: 893M  703M|   0     0 |  75k   59k
 45  14  30   6   0   6| 113M  132k:  92M   56k:  37M   58k: 139M   50k: 381M  312k|   0     0 :  31k 5776B: 923M  781M: 923M  781M|   0     0 |  72k   57k
 45  14  32   3   0   6|  88M   32k: 119M  111k:  42M   51k:  28M  119k: 277M  332k|   0     0 :  39k   52B: 908M  677M: 908M  677M|   0     0 |  64k   67k
 11   6  76   3   0   3|  28M  124k:  37M   31k:  20M   54k:  35M  324k: 121M  592k|   0     0 :  33k 5712B: 322M  425M: 322M  425M|   0     0 |  81k   26k
  2   1  98   0   0   0|2048k   10k:   0    71k:   0    84k:   0  6554B:2048k  222k|   0     0 :  26k  398B:1482B 5769B:  28k 6167B|   0     0 |1365  2126 
 15  12  40  28   0   5|  81M   38k:  63M   66k: 108M   18k: 104M   44k: 356M  242k|   0     0 :  26k   12k: 813M  750M: 813M  750M|   0     0 |  44k   43k
 20  13  22  38   0   6|  82M  134k: 129M   41k: 133M 9830B: 146M   86k: 490M  334k|   0     0 :  31k  203B:1249M 1042M:1249M 1042M|   0     0 |  65k   56k
 28  15  21  30   0   6|  85M   67k: 168M   70k:  91M   99k: 119M   65k: 463M  358k|   0     0 :  23k 5712B:1204M  981M:1204M  981M|   0     0 |  65k   65k
 17  15  25  36   0   6|  93M   98k: 137M   17k:  94M   43k: 161M   46k: 484M  267k|   0     0 :  39k   52B:1289M 1070M:1289M 1070M|   0     0 |  63k   63k
 15  14  31  33   0   6| 123M   15k:  89M   46k: 122M    0 : 114M  144k: 449M  240k|   0     0 :  32k 2272B:1234M 1040M:1234M 1040M|   0     0 |  69k   70k
 18  16  33  27   0   6| 128M  819B: 189M 6554B: 192M   14k: 291M   12k: 800M   63k|   0     0 :  34k   52B:1268M 1399M:1268M 1399M|   0     0 |  65k   70k
 23  18  31  22   0   6| 202M    0 : 421M    0 : 154M    0 : 235M    0 :1012M   46k|   0     0 :  47k 5712B:1266M 1190M:1266M 1190M|   0     0 |  64k   76k
 14  16  36  28   0   6| 155M    0 : 477M    0 : 266M    0 : 243M    0 :1140M   50k|   0     0 :  31k  388B:1258M 1217M:1258M 1217M|   0     0 |  65k   69k
 12  20  31  32   0   6| 381M    0 : 425M    0 : 192M    0 : 197M    0 :1195M   33k|   0     0 :  31k 2126B:1236M 1215M:1236M 1215M|   0     0 |  57k   66k
 10  38  25  20   0   6| 324M    0 : 456M    0 : 401M   21k: 404M    0 :1585M   82k|   0     0 :  39k   62B:1083M 1363M:1083M 1363M|   0     0 |  59k   60k
 10  21  34  29   0   6| 484M   14k: 453M 7373B: 415M    0 : 268M   14k:1620M   65k|   0     0 :  33k 5712B:1220M 1342M:1220M 1342M|   0     0 |  59k   71k
 10  24  28  32   0   6| 426M    0 : 508M    0 : 252M    0 : 331M    0 :1518M   22k|   0     0 :  26k   52B:1105M 1430M:1105M 1430M|   0     0 |  60k   65k
 10  20  30  34   0   6| 488M    0 : 268M    0 : 314M    0 : 328M    0 :1398M   26k|   0     0 :  26k 6146B:1188M 1401M:1188M 1401M|   0     0 |  60k   70k
  9  18  33  35   0   6| 277M    0 : 301M    0 : 247M    0 : 325M    0 :1150M   42k|   0     0 :  30k   62B:1166M 1131M:1166M 1131M|   0     0 |  66k   67k
  8  30  25  31   0   6| 243M    0 : 234M    0 : 192M    0 : 215M    0 : 884M   43k|   0     0 :  23k 5722B:1118M 1082M:1118M 1082M|   0     0 |  62k   64k
  8  28  26  31   0   6| 145M    0 : 342M    0 : 159M    0 : 223M    0 : 869M   28k|   0     0 :  38k  388B:1080M 1076M:1080M 1076M|   0     0 |  63k   66k
  9  21  32  32   0   6| 158M    0 : 173M    0 : 172M    0 : 129M    0 : 632M   64k|   0     0 :  34k 2126B:1176M  941M:1176M  941M|   0     0 |  65k   70k
 10  26  24  34   0   6| 191M    0 : 118M    0 : 183M    0 : 214M    0 : 707M   26k|   0     0 :  35k   52B:1151M 1156M:1151M 1156M|   0     0 |  62k   70k
  9  17  29  39   0   6| 208M    0 : 183M    0 : 194M    0 : 200M    0 : 785M   30k|   0     0 :  47k 5712B:1163M 1179M:1163M 1179M|   0     0 |  65k   71k
  9  16  28  40   0   6| 197M    0 : 201M    0 :  99M    0 : 123M    0 : 620M   18k|   0     0 :  32k   62B:1138M  906M:1138M  906M|   0     0 |  68k   74k
  8  14  31  41   0   6| 159M    0 : 183M    0 : 118M    0 : 107M    0 : 568M   30k|   0     0 :  31k 5912B:1260M  893M:1260M  893M|   0     0 |  66k   72k
  9  16  23  46   0   6| 139M    0 : 167M    0 : 106M    0 :  67M    0 : 479M   44k|   0     0 :  40k   52B:1262M  904M:1262M  904M|   0     0 |  73k   73k
  8  16  27  42   0   6| 126M    0 : 164M    0 : 147M    0 :  80M    0 : 517M   30k|   0     0 :  35k 5712B:1176M  957M:1176M  957M|   0     0 |  73k   68k
  8  14  31  41   0   7| 145M    0 : 141M    0 : 127M    0 : 122M    0 : 535M   54k|   0     0 :  28k  388B:1341M 1033M:1341M 1033M|   0     0 |  72k   77k
  8  13  28  44   0   7| 178M    0 : 104M    0 : 127M    0 : 100M    0 : 508M   26k|   0     0 :  27k 2135B:1336M 1005M:1336M 1005M|   0     0 |  76k   80k
  8  14  27  44   0   6| 132M    0 :  81M    0 :  66M    0 : 150M    0 : 429M   31k|   0     0 :  36k   52B:1309M  789M:1309M  789M|   0     0 |  75k   73k
  8  12  34  39   0   7| 129M    0 : 111M    0 : 139M    0 :  94M    0 : 473M   23k|   0     0 :  32k 5712B:1278M  961M:1278M  961M|   0     0 |  85k   80k
  9  12  32  40   0   7|  96M    0 : 149M    0 : 132M    0 :  98M    0 : 475M   39k|   0     0 :  37k   52B:1149M  918M:1149M  918M|   0     0 |  80k   77k
  8  13  29  44   0   6|  83M    0 :  36M    0 : 144M    0 : 114M    0 : 378M   34k|   0     0 :  31k 5776B:1372M  740M:1372M  740M|   0     0 |  77k   80k
  8  13  26  47   0   7| 117M    0 :  92M    0 : 104M    0 : 115M    0 : 428M   34k|   0     0 :  34k   62B:1218M  787M:1218M  787M|   0     0 |  76k   81k
  9  12  25  48   0   6| 114M    0 :  99M    0 :  83M    0 :  65M    0 : 361M   45k|   0     0 :  47k 5712B:1319M  664M:1319M  664M|   0     0 |  78k   79k
  8  12  28  46   0   7| 116M    0 :  89M    0 :  86M   19k: 118M   22k: 409M   69k|   0     0 :  32k  388B:1268M  805M:1268M  805M|   0     0 |  79k   82k
  9  12  30  42   0   7| 102M   14k: 104M   18k:  83M    0 : 115M    0 : 404M   66k|   0     0 :  30k 2126B:1124M  870M:1124M  870M|   0     0 |  80k   83k
  7  14  29  43   0   7|  89M   14k: 110M   16k:  73M   18k: 125M   15k: 397M   86k|   0     0 :  39k   52B:1199M  875M:1199M  875M|   0     0 |  76k   81k
  7  13  27  46   0   6| 103M    0 :  96M   17k:  84M   19k: 127M    0 : 410M   74k|   0     0 :  33k 5722B:1074M  858M:1074M  858M|   0     0 |  74k   75k
  8  12  28  45   0   7| 102M 9830B:  88M    0 :  93M    0 :  83M 8192B: 367M   54k|   0     0 :  27k   52B:1105M  767M:1105M  767M|  19k    0 |  79k   86k
  6  12  31  44   0   7|  92M   26k: 107M   22k: 117M   25k:  57M   17k: 373M  119k|   0     0 :  25k 2279B:1022M  777M:1022M  777M|   0     0 |  78k   84k
  6  12  28  47   0   6|  88M   30k: 126M   21k:  74M   35k: 101M   24k: 389M  150k|   0     0 :  31k  203B: 764M  847M: 764M  847M|   0     0 |  78k   81k
  6  12  27  49   0   6|  93M   34k:  72M   30k:  74M   42k:  80M   33k: 319M  167k|   0     0 :  23k 5712B: 726M  727M: 726M  727M|   0     0 |  78k   87k
  7  12  28  47   0   7| 110M    0 :  59M 1638B:  85M 7373B: 115M    0 : 369M   22k|   0     0 :  39k  398B: 710M  861M: 710M  861M|   0     0 |  83k   91k
  6  13  24  50   0   7| 120M    0 :  75M 4915B:  77M    0 :  75M    0 : 348M   18k|   0     0 :  33k 5776B: 694M  895M: 694M  895M|   0     0 |  88k   94k
  5  12  30  48   0   6|  81M    0 :  93M 2458B:  91M    0 : 128M 1638B: 393M   30k|   0     0 :  37k  114B: 341M 1004M: 341M 1004M|   0     0 |  87k   58k
  4  11  26  53   0   6|  89M   26k:  91M   31k: 101M   33k:  94M   26k: 375M  149k|   0     0 :  46k 5712B: 265M  916M: 265M  916M|   0     0 |  91k   48k
  4  11  30  50   0   6| 102M   26k:  86M   23k:  82M   29k: 133M   18k: 402M  106k|   0     0 :  31k   52B: 211M  960M: 211M  960M|   0     0 |  94k   38k
  3  12  35  46   0   5|  81M   26k: 128M   20k:  96M   15k:  99M   28k: 404M  120k|   0     0 :  32k 5785B:  19M 1072M:  20M 1072M|   0     0 | 102k   31k
  2  12  33  48   0   5|  72M   32k: 122M   31k:  67M   37k: 111M   30k: 371M  151k|   0     0 :  40k   52B:3588k 1057M:3628k 1057M|   0     0 |  88k   25k
  2  34  25  35   0   4|  59M    0 :  47M    0 :  80M    0 : 104M    0 : 290M 8192B|   0     0 :  36k 5712B:2192k  776M:2230k  776M|   0     0 |  78k   18k
  3  17  34  42   0   5|  59M 1638B:  95M 5734B:  72M 5734B:  99M 1638B: 325M   29k|   0     0 :  25k  388B:2700k  930M:2725k  930M|   0     0 |  89k   24k
  2  11  42  39   0   5|  76M 4096B:  84M   13k:  60M 9011B: 106M 4915B: 325M   49k|   0     0 :  25k 2126B:3069k 1017M:3094k 1017M|   0     0 | 109k   26k
  3  13  44  36   0   4|  43M    0 :  83M 4096B:  84M 2458B:  64M    0 : 275M   26k|   0     0 :  30k   62B:2360k  788M:2390k  788M|   0     0 | 103k   20k
  2   8  56  29   0   4|  90M  819B:  97M    0 :  84M 9011B:  76M 1638B: 348M   21k|   0     0 :  26k 5712B:2360k  767M:2386k  767M|   0     0 | 123k   22k
  2   5  77  15   0   2|  98M 8192B:  93M    0 :  89M    0 : 167M   18k: 447M   54k|   0     0 :  39k   52B: 812k  279M: 851k  279M|   0     0 |  95k   22k
  2   2  85  11   0   0|  61M   18k:  57M   14k:  48M   16k:  99M  819B: 265M   72k|   0     0 :  33k 2262B:3222B 5448B:  37k 7710B|   0     0 |  21k   16k
  1   1  95   3   0   0|  13M   22k:  38M   20k:  48M   21k:8561k   28k: 107M  102k|   0     0 :  37k   52B:1490B 2246B:  38k 2298B|   0     0 |7969  7380 
  0   0  99   0   0   0|   0    14k:2483k   27k:   0    20k:   0    11k:2483k   85k|   0     0 :  47k 5712B: 135B  670B:  48k 6382B|   0     0 | 390   417 
