You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1436k 3402k:1433k 3404k:1423k 3393k:1444k 3409k:5737k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  202B|1723  2130 
  0   0  99   0   0   0|   0    48k:2483k    0 :   0     0 :   0     0 :2483k   48k|   0     0 :  42k 1069B: 939k  309k: 982k  310k|   0     0 | 966   849 
  0  23  76   0   0   0|   0    87k:2483k  382k:   0    36k:   0    33k:2483k  554k|   0     0 :  40k   18k:9593B  293k:  51k  311k|   0     0 |1686   607 
 19  28  53   0   0   0|   0   213k:2747k  168k:   0   356k:   0   185k:2775k  925k|  19M   19M:  26k   52B:  20k 3366B:  47k 3418B|  26k    0 |6215  4740 
 59  36   4   0   0   1|   0   250k:2074k  281k:   0   254k:   0   262k:2074k 1056k| 534M  534M:  20k   18k:  11k 9757B:  31k   28k|   0     0 |  27k   66k
 69  28   1   0   0   1|   0   210k:2483k  278k:   0   242k:   0   272k:2483k 1018k| 880M  880M:  39k 3275B:9263B   14k:  48k   18k|   0     0 |  24k  102k
 78  20   0   0   0   2|   0   747k:2048k   97k:   0   142k:   0   820k:2048k 2126k|1193M 1193M:  32k   35k:  11k   18k:  43k   53k|   0     0 |  18k  132k
 79  19   0   0   0   2|   0    38k:2483k   51k:   0    91k:   0   677k:2483k  893k|1156M 1156M:  34k   22k:  11k   20k:  45k   42k|   0     0 |  13k  132k
 79  19   0   0   0   2|   0    57k:2074k   66k:   0    58k:   0    52k:2074k  254k|1170M 1170M:  28k   40k:  11k   21k:  39k   61k|   0     0 |  10k  134k
 76  21   0   0   0   3|   0   103M:2458k  501M:   0    52M: 819B  489M:2458k 1144M|1177M 1177M:  38k   41k:9724B   21k:  48k   62k|   0     0 |  12k  132k
 72  25   0   0   0   4|   0   361M:2074k  763M:1638B  439M: 819B  619M:2076k 2182M|1153M 1153M:  36k   56k:8233B   22k:  45k   78k|   0     0 |  13k  132k
 70  26   0   0   0   4|   0   798M:2483k   79M:3277B  731M: 819B  260M:2487k 1868M|1375M 1375M:  39k   44k:  10k   24k:  49k   68k|   0     0 |  12k  156k
 72  26   0   0   0   3|   0    79M:2048k   23k:   0   122M:   0    30k:2048k  201M|1639M 1639M:  31k   72k:9294B   28k:  40k  100k|   0     0 |  11k  180k
 66  30   0   0   0   4|   0   310M:2483k  387M:2458B  313M:1638B  530M:2487k 1540M|1760M 1760M:  41k   50k:8725B   28k:  50k   79k|   0     0 |  12k  190k
 63  32   0   0   0   5|   0   592M:2074k  785M:   0    74M:2458B  748M:2076k 2199M|1773M 1773M:  32k   66k:8390B   27k:  41k   93k|   0     0 |  13k  189k
