You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1281k 3574k:1283k 3587k:1283k 3577k:1291k 3586k:5138k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  202B|1751  2220 
  0   0 100   0   0   0|   0     0 :2914k    0 :   0     0 :   0     0 :2914k 4915B|   0     0 :  21k 7201B: 134B  669B:  27k 7870B|   0     0 | 554   455 
  0   0 100   0   0   0|   0     0 :2473k    0 :   0     0 :   0     0 :2473k   22k|   0     0 :  38k   52B:  33k   45k:  71k   45k|   0     0 |1576  1558 
  0   0 100   0   0   0|   0    18k:1230k   19k:1664k   18k:   0    19k:2894k   78k|   0     0 :  34k 5776B: 292k  912B: 327k 6688B|   0     0 | 354   414 
  3  12  85   0   0   0|   0   282k: 819B    0 :2919k    0 :   0     0 :3260k  287k| 633B  633B:  31k   52B:  26k 1833B:  57k 1885B|   0     0 |1840   949 
 44  29  25   1   0   1|   0   358k:   0   546k:2893k  519k:   0   515k:2990k 1949k| 152M  152M:  34k 5712B: 226M  224M: 226M  224M|   0     0 |  38k   32k
 56  39   2   0   0   3|   0   173k:   0   156k:2458k  174k:   0   158k:2458k 1078k| 311M  311M:  60k  781B: 621M  635M: 622M  635M|   0     0 |  75k   62k
 59  36   1   0   0   4|   0   138k:   0   157k:2483k  142k:   0   144k:2483k  590k| 360M  360M:  41k 5534B: 790M  759M: 790M  759M|   0     0 |  80k   70k
 62  34   0   0   0   4|   0   135k:   0   126k:2483k  132k:   0   141k:2483k  549k| 386M  386M:  32k  781B: 691M  676M: 691M  676M|   0     0 |  74k   66k
 63  33   0   0   0   4|   0   153k:   0   159k:2483k  164k:   0   165k:2483k  651k| 413M  413M:  40k 4984B: 811M  802M: 811M  802M|   0     0 |  76k   71k
 59  34   0   0   0   6|   0   496M:   0   592M:2458k  471M:   0   488M:2458k 2046M| 438M  438M:  36k  918B: 861M  910M: 861M  910M|   0     0 |  77k   76k
 59  34   0   0   0   7|   0   832M:   0   687M:2483k  839M:   0   850M:2483k 3208M| 369M  369M:  38k 5047B: 732M  758M: 732M  758M|   0     0 |  70k   66k
 58  36   0   0   0   6|   0    68M:   0   116M:2458k  137M:   0    57M:2458k  378M| 513M  513M:  21k  781B: 985M 1043M: 985M 1043M|   0     0 |  86k   89k
 51  41   3   0   0   5|   0   717k:   0   192k:1639k  208k: 819B  222k:1662k 1423k| 548M  548M:  10k 4984B: 951M 1079M: 951M 1079M|  22k    0 |  89k  101k
 49  35  11   0   0   6|   0   258M:   0   291M:   0   208M:2919k  310M:2919k 1067M| 565M  565M:  40k   62B: 940M 1078M: 940M 1078M|   0     0 |  98k  114k
 45  33  14   1   0   8|   0   227M:   0   286M:   0   284M:2074k 1192M:2074k 1990M| 591M  591M:  31k 6253B:1105M 1115M:1105M 1115M|   0     0 | 105k  132k
 42  33  15   2   0   8|   0  1038M:   0   947M:   0  1058M:2483k   22M:2508k 3065M| 524M  524M:  44k  781B:1031M  955M:1031M  955M|  25k    0 |  72k  116k
 46  34  13   0   0   7|   0    17k:   0    51M:   0    51M:2458k   77M:2458k  180M| 649M  649M:  19k 4984B:1318M 1365M:1318M 1365M|   0     0 | 104k  150k
 39  30  22   2   0   7|   0   180M:   0  4114k:   0    52M:2074k 1390M:2074k 1626M| 609M  609M:  37k   52B: 940M 1067M: 940M 1067M|   0     0 | 105k  136k
 39  36  14   2   0   9|   0   935M:   0  1256M:   0   872M:2483k   31M:2502k 3094M| 562M  562M:  41k 5776B:1142M 1142M:1142M 1142M|  19k    0 |  91k  133k
 43  34  16   1   0   7|   0   459M:   0   211M:   0   496M:2458k   14k:2458k 1166M| 636M  636M:  46k   52B:1233M 1226M:1233M 1226M|   0     0 |  96k  145k
 35  29  30   0   0   6|   0   129M:   0   205M:   0   180M:2074k  362M:2074k  876M| 583M  583M:  46k  790B:1051M 1056M:1051M 1056M|   0     0 | 114k  142k
