You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1387k 3755k:1416k 3765k:1405k 3748k:1381k 3757k:5590k   15M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  187B|1770  2253 
  0   1  99   0   0   0| 819B   52M:2894k   55M: 819B   77M:4096B   52M:2940k  235M|  31k   31k:  31k 1063B:2188k 1938k:2219k 1939k|   0     0 |2167  1643 
  0   0  99   0   0   0|   0    52M:2893k   26M:   0    26M:   0    52M:2893k  155M|   0     0 :  23k 2187B: 465B  293k:  24k  295k|   0     0 |1650  2649 
  0  11  88   1   0   0|1638B   26M:2458k   52M:1638B   52M:   0    26M:2462k  156M|   0     0 :  38k   52B:9210B 1011B:  48k 1063B|   0     0 |5608  9231 
 34  10  54   1   0   1|   0    52M:2893k   26M:  86k   26M:   0    52M:3375k  156M| 106M  106M:  32k 5712B: 134M  213M: 134M  213M|   0     0 |  32k   27k
 60  23  14   0   0   3|   0    29M:2488k   52M:1638B   52M:   0    52M:2490k  185M| 372M  372M:  24k   52B: 634M  620M: 634M  620M|   0     0 |  89k   80k
 63  29   4   0   0   4|   0   261k:2483k  216k:   0   244k:   0   477k:2483k 1211k| 404M  404M:  53k 2603B: 767M  679M: 767M  679M|   0     0 |  86k   80k
 61  33   1   0   0   4|   0   106k:2483k  175k:   0  1961k:   0    75k:2483k 2330k| 436M  436M:  40k   52B: 888M  926M: 888M  926M|   0     0 |  88k   84k
 68  28   1   0   0   4|   0   306k:2458k  326k:   0   323k:   0   335k:2458k 1301k| 439M  439M:  31k 5712B: 756M  784M: 756M  784M|   0     0 |  82k   72k
 66  29   0   0   0   6|   0   129M:2075k  766M:   0   155M: 819B  181M:2076k 1230M| 487M  487M:  40k   62B: 816M  858M: 816M  858M|   0     0 |  81k   77k
 61  33   0   0   0   6|   0   723M:2483k  655M:1638B  711M:   0   697M:2485k 2787M| 416M  416M:  36k 5776B: 708M  668M: 708M  668M|   0     0 |  63k   73k
 58  36   0   0   0   6|   0   543M:2458k   91k: 819B  581M:1638B  543M:2460k 1667M| 539M  539M:  25k   52B: 781M  917M: 781M  917M|   0     0 |  75k   81k
 53  40   1   0   0   6|   0   111k:2074k   75k:   0   102k:   0    95k:2074k  441k| 602M  602M:  21k 5712B:1099M 1226M:1099M 1226M|   0     0 |  89k  105k
 46  45   2   0   0   7|   0   206M:2074k  284M: 819B  284M:1638B  706M:2076k 1480M| 542M  542M:  29k   52B:1144M 1142M:1144M 1142M|   0     0 |  86k  107k
 39  50   3   1   0   7|   0   532M:2458k  399M:   0   444M:1638B  842M:2459k 2217M| 542M  542M:  22k 2603B: 943M  985M: 943M  985M|   0     0 |  89k  101k
 40  49   2   0   0   8|   0   811M:2074k  866M:1638B  795M:   0   161k:2075k 2473M| 590M  590M:  39k  189B:1062M 1125M:1062M 1125M|   0     0 |  85k  107k
 43  46   4   0   0   6|   0    52M:2483k   52M: 819B   52M:   0   137k:2484k  155M| 636M  636M:  32k 5712B:1207M 1318M:1207M 1318M|   0     0 |  97k  122k
 39  36  17   0   0   8|   0   284M:2048k  336M:1638B  990M:1638B  413M:2051k 2023M| 580M  580M:  25k   62B:1077M 1144M:1077M 1144M|   0     0 |  89k  127k
 40  36  14   1   0   9|   0   599M:2483k  448M: 819B  532M:   0   545M:2484k 2124M| 631M  631M:  55k 5776B:1278M 1402M:1278M 1402M|   0     0 |  99k  147k
 34  33  24   1   0   8|   0   640M:2074k  740M:   0    19k:   0   643M:2074k 2022M| 579M  579M:  40k   52B:1200M 1434M:1200M 1434M|   0     0 | 106k  143k
 25  19  52   0   0   4|   0    77M:2483k   77M: 819B   52M:   0    77M:2484k  283M| 492M  492M:  30k 5712B: 667M  934M: 667M  934M|   0     0 | 103k  114k
 24  24  44   2   0   6| 819B  569M:2048k  574M:   0   642M: 819B  258M:2050k 2043M| 422M  422M:  39k   52B: 899M 1024M: 899M 1024M|   0     0 | 107k  116k
 28  27  30   8   0   7| 819B  919M:2484k  934M:   0   831M:   0   656M:2485k 3340M| 554M  554M:  33k 2603B: 814M  975M: 814M  975M|   0     0 | 126k  136k
 26  19  50   0   0   4|   0    38k:2483k   34k:   0    35k:1638B  555M:2485k  555M| 405M  405M:  24k   52B: 776M  737M: 776M  737M|   0     0 |  99k  110k
 37  29  28   0   0   6|   0    12k:2048k   12k:   0    13k:   0    14k:2048k  155k| 640M  640M:  19k 5712B:1178M 1113M:1178M 1113M|   0     0 | 123k  158k
 27  24  43   0   0   6|   0   335M:2483k  155M: 819B  639M: 819B  361M:2510k 1490M| 594M  594M:  29k   78B: 830M 1040M: 830M 1040M|  26k    0 | 120k  134k
 31  30  29   4   0   7|   0   353M:2074k  297M:   0   860M: 819B  366M:2074k 1876M| 634M  634M:  23k 5785B:1052M 1324M:1052M 1324M|   0     0 | 126k  147k
