You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1436k 3368k:1433k 3370k:1423k 3359k:1444k 3375k:5737k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  45B  202B|1722  2116 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k    0 |   0     0 :  41k 5847B: 133B  669B:  42k 6516B|   0     0 | 382   402 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2458k 6554B|   0     0 :  32k   14k: 302k   15k: 334k   28k|   0     0 | 756   771 
  0   7  93   0   0   0|   0  8192B:2483k   11k:   0  8192B:   0   298k:2483k  334k|   0     0 :  19k 5047B:5187B  293k:  25k  298k|   0     0 | 715   469 
  7  28  65   0   0   0|   0   245k:2484k  265k:   0   241k:  85k  238k:2951k  998k| 632B  632B:  19k   14k:  22k 2058B:  41k   16k|   0     0 |3083  1173 
 51  33  15   0   0   1|   0   194k:2483k  217k:   0   204k:   0   202k:2485k  827k| 341M  341M:  38k 5461B:9911B 7386B:  48k   13k|   0     0 |  23k   46k
 63  35   1   0   0   1|   0   241k:2048k  210k:   0   217k:   0   214k:2048k 1163k| 727M  727M:  42k   14k:8975B   12k:  51k   26k|   0     0 |  23k   86k
 74  24   0   0   0   1|   0   130k:2483k  156k:   0   127k:   0   155k:2483k  738k| 988M  988M:  26k   14k:  10k   16k:  36k   30k|   0     0 |  18k  115k
 79  19   0   0   0   2|   0    50k:2074k   38k:   0    41k:   0    48k:2074k  187k|1152M 1152M:  31k   26k:  11k   19k:  42k   45k|   0     0 |  14k  130k
 79  19   0   0   0   2|   0    64k:2048k   58k:   0    47k:   0    58k:2048k  237k|1170M 1170M:  36k   33k:  11k   20k:  46k   54k|   0     0 |  11k  131k
 78  20   0   0   0   2|   0    62M:2483k  167M:   0   104M:   0    89M:2483k  422M|1184M 1184M:  36k   39k:  10k   21k:  47k   59k|   0     0 |  11k  135k
 75  22   0   0   0   3|   0   594M:2483k   66M:2458B  423M:   0   118M:2486k 1200M|1142M 1142M:  37k   49k:8594B   22k:  46k   71k|   0     0 |9759   130k
 70  26   0   0   0   4|   0   692M:2048k  524M:   0   703M: 819B  456M:2049k 2376M|1265M 1265M:  31k   48k:9520B   23k:  40k   71k|   0     0 |  13k  146k
 69  28   0   0   0   3|   0    73M:2483k  612M:   0   113M:1638B  634M:2485k 1431M|1513M 1513M:  42k   65k:9003B   26k:  51k   91k|   0     0 |  12k  169k
 69  28   0   0   0   3|   0   129M:2074k  129M:   0   195M:   0   153M:2074k  606M|1702M 1702M:  33k   54k:8394B   27k:  41k   82k|   0     0 |  11k  182k
 64  31   0   0   0   4|   0   831M:2483k  155M:4096B  629M:   0   292M:2487k 1907M|1849M 1849M:  19k   61k:8683B   29k:  28k   90k|   0     0 |  14k  197k
 62  33   0   0   0   5|   0   356M:2049k  895M:1638B  569M:   0   909M:2051k 2730M|1813M 1813M:  21k   55k:8504B   28k:  30k   82k|   0     0 |  15k  195k
 64  32   0   0   0   4|   0   211M:2484k  343M:   0   214M:   0   216M:2484k  986M|1979M 1979M:  39k   65k:9862B   32k:  49k   96k|   0     0 |  13k  209k
 62  33   0   0   0   4|   0   769M:2075k  511M:   0   463M: 819B  497M:2076k 2240M|1958M 1958M:  45k   54k:9586B   31k:  55k   85k|   0     0 |  15k  208k
 60  34   0   0   0   6|   0   387M:2459k  728M:   0   690M:   0   765M:2459k 2570M|1941M 1941M:  24k   65k:9244B   29k:  33k   94k|   0     0 |  19k  206k
 64  32   0   0   0   4|   0   318M:2074k  258M:1638B  361M:   0   203M:2075k 1140M|2038M 2038M:  29k   54k:9685B   31k:  39k   86k|   0     0 |  13k  216k
 61  35   0   0   0   5|   0   861M:2486k  487M: 819B  474M:   0   634M:2486k 2456M|1963M 1963M:  37k   65k:9413B   29k:  46k   94k|   0     0 |  15k  208k
 62  34   0   0   0   5|   0   163M:2461k  648M:2458B  584M:   0   531M:2463k 1926M|2053M 2053M:  36k   55k:  10k   33k:  48k   87k|   0     0 |  12k  217k
 61  34   0   0   0   4|   0   490M:2074k  342M: 819B  413M:   0   387M:2075k 1631M|2007M 2007M:  45k   65k:9406B   30k:  62k   95k|   0     0 |  13k  212k
 61  34   0   0   0   5|   0   206M:2489k  734M:3277B  805M: 819B  450M:2493k 2195M|2020M 2020M:  37k   54k:9745B   30k:  47k   85k|   0     0 |  17k  214k
 61  34   0   0   0   5|   0   713M:2485k  318M: 819B  202M:   0   608M:2486k 1840M|2026M 2026M:  43k   65k:  10k   32k:  54k   97k|   0     0 |  17k  213k
 61  34   0   0   0   5|   0   753M:2049k  424M: 819B  516M:   0   423M:2050k 2116M|2014M 2014M:  35k   54k:9641B   30k:  46k   85k|   0     0 |  15k  214k
 60  35   0   0   0   5|   0   676M:2485k  840M: 819B  723M:   0    42M:2486k 2281M|2014M 2014M:  21k   65k:9599B   30k:  31k   95k|   0     0 |  14k  212k
 62  33   0   0   0   4|   0   387M:2484k  232M:   0   258M:   0   822M:2484k 1699M|2087M 2087M:  21k   54k:  10k   33k:  31k   87k|   0     0 |  14k  220k
 59  35   0   0   0   5| 819B  668M:2050k  768M:   0   614M:   0   959M:2050k 3010M|1949M 1949M:  40k   65k:9322B   29k:  49k   94k|   0     0 |  16k  208k
 62  33   0   0   0   4|   0   106M:2483k  264M:   0   392M:1638B  618M:2485k 1381M|2053M 2053M:  43k   55k:  10k   32k:  53k   87k|   0     0 |  15k  217k
 60  36   0   0   0   5|   0   505M:2485k  464M:   0   490M:   0   171M:2485k 1630M|1993M 1993M:  24k   65k:9677B   31k:  33k   95k|   0     0 |  16k  211k
 59  36   0   0   0   5|   0   889M:2049k  835M:   0   206M:   0    87M:2049k 2018M|1979M 1979M:  29k   54k:9784B   31k:  39k   85k|   0     0 |  14k  209k
 59  36   0   0   0   5|   0   387M:2485k  171M: 819B  800M:   0   750M:2539k 2108M|1977M 1977M:  36k   60k:  11k   34k:  47k   94k| 192k    0 |  14k  212k
 59  36   0   0   0   5|1638B  593M:2486k  542M: 819B  309M:   0   360M:3466k 1804M|1976M 1976M:  37k   59k:9223B   29k:  46k   88k| 786k    0 |  13k  208k
 59  37   0   0   0   5|   0   103M:2486k  645M:1638B  584M:   0   598M:2488k 1930M|1981M 1981M:  40k   50k:9742B   31k:  49k   81k|   0     0 |  16k  209k
 59  37   0   0   0   5|   0    92M:2462k  877M:   0   577M: 819B  595M:2462k 2142M|1975M 1975M:  31k   59k:9578B   29k:  40k   89k|   0     0 |  16k  208k
 60  36   0   0   0   4|   0   737M:2076k  207M:   0   438M:2458B  464M:2078k 1847M|2020M 2020M:  41k   47k:  10k   32k:  52k   79k|   0     0 |  17k  215k
 59  36   0   0   0   5|   0   622M:2486k  180M:   0   580M:   0   985M:2486k 2368M|2021M 2021M:  32k   50k:  10k   31k:  42k   82k|   0     0 |  16k  215k
 58  36   0   0   0   5|   0   639M:2487k  608M:   0   632M:   0   205M:2487k 2084M|2024M 2024M:  21k   47k:  10k   31k:  31k   78k|   0     0 |  24k  217k
 59  35   0   0   0   5|   0   213M:2464k  250M: 819B  689M: 819B  704M:4220k 1856M|2094M 2094M:  22k   47k:  10k   31k:  32k   78k|1754k    0 |  30k  227k
 54  32   9   0   0   4|   0   946M:2498k  438M:   0   272M:   0   251M:5023k 1907M|1765M 1765M:  38k   28k:  11k   33k:  49k   61k|2526k    0 |  80k  209k
  2   3  92   2   0   1|   0   270M:2490k  972M:   0    36k:   0    29k:2880k 1242M|  29M   29M:  42k   21k:1683B 4281B:  44k   26k|   0     0 |6373  6264 
  6   1  93   1   0   0|   0    13k:2484k  177M:   0    77M:   0    18k:2577k  254M|2393B 2393B:  25k   52B:7391B 4305B:  32k 4358B|   0     0 |1922  1192 
  0   2  96   2   0   0|   0     0 :2458k    0 :2458B 1094M:   0     0 :2460k 1094M|   0     0 :  30k   18k: 546B 1240B:  30k   20k|   0     0 |1444   506 
  0   1  99   0   0   0|   0     0 :2074k    0 :   0    59k:   0    77M:2074k   77M|   0     0 :  37k   52B: 484B 1522B:  38k 1574B|   0     0 | 480   517 
  0   2  96   1   0   1|   0     0 :2483k    0 :   0     0 :1638B 1052M:2485k 1052M|   0     0 :  35k   19k: 479B 1341B:  36k   20k|   0     0 |1888   592 
  1   1  98   0   0   0|   0   374M:2458k    0 :   0     0 :   0    59k:2458k  374M| 215B  215B:  38k   52B:1419B 3080B:  39k 3132B|   0     0 |1217   590 
