You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1656k 4155k:1659k 4157k:1651k 4147k:1668k 4162k:6634k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  195B|1910  2387 
  0   0 100   0   0   0|   0     0 :   0    13k:2893k    0 :   0     0 :2893k   24k|  33k   33k:  31k   13k: 664k  649k: 695k  662k|   0     0 | 603   542 
  0   0  99   0   0   0|   0    42k:   0    38k:2893k   36k:   0    40k:2893k  160k|   0     0 :  34k 6891B: 351k  349k: 386k  356k|   0     0 |1955  1903 
  1   0  99   0   0   0|   0    26k: 819B   18k:2867k   23k:   0    34k:3166k  105k| 492B  492B:  29k 8701B:  20k   20k:  49k   28k|   0     0 | 693   680 
 31   4  62   3   0   0|  77M   41k: 155M   46k:  88M   36k: 181M   37k: 501M  178k| 141B  141B:  41k 6540B:  14k 3307B:  55k 9847B|   0     0 |  10k 3990 
 38   8  40  13   0   1| 465M   27k: 360M   42k: 383M    0 : 439M    0 :1646M  117k|   0     0 :  33k   12k:  39k   18k:  72k   30k|   0     0 |  25k   10k
 40  11  30  18   0   1| 554M   27k: 482M   34k: 601M  210k: 436M   56k:2072M  351k|  31B   31B:  30k   16k:  28k 6448B:  58k   22k|   0     0 |  29k   14k
 43  12  20  24   0   1| 657M  173k: 448M  106k: 590M  145k: 639M  615k:2334M 1053k|   0     0 :  51k   28k:  30k 8277B:  82k   36k|   0     0 |  35k   17k
 42  12  16  28   0   1| 554M  382k: 589M  120k: 630M   90k: 679M  179k:2451M  781k|   0     0 :  32k   32k:  29k 9208B:  62k   41k|   0     0 |  40k   19k
 44  12  19  25   0   1| 605M   81k: 512M   47k: 675M   54k: 484M   48k:2276M  242k|   0     0 :  27k   43k:4749B 9982B:  31k   53k|   0     0 |  40k   19k
 20   3  75   2   0   0|  99M   62k:  48M  336k:  99M   66k:  77M   38k: 324M  525k|   0     0 :  21k   48k:2287B 8946B:  23k   57k|   0     0 |8726  7054 
  2   1  98   0   0   0|   0    10k:   0    90k:3302k   62k:   0    50k:3302k  266k|   0     0 :  38k   56k:1159B 5837B:  39k   61k|   0     0 |1512  2053 
 11   9  43  36   0   1| 543M   19k: 461M   60k: 509M   94k: 572M   58k:2085M  304k|   0     0 :  33k   60k:  74k 9959B: 107k   70k|   0     0 |  28k   30k
 19  11  30  38   0   1| 585M   66k: 491M   39k: 513M   42k: 643M   37k:2232M  263k|   0     0 :  31k   59k:3152B   10k:  34k   69k|   0     0 |  33k   34k
 17   9  37  36   0   1| 467M  137k: 482M  117k: 475M   85k: 443M   23k:1867M  422k|   0     0 :  33k   60k:  14k   11k:  47k   71k|   0     0 |  28k   29k
 17   9  40  34   0   1| 330M   47k: 310M   54k: 441M   34k: 465M  122k:1547M  317k|   0     0 :  30k   59k:  14k   11k:  43k   70k|   0     0 |  22k   23k
 11   8  44  37   0   1| 395M   30k: 204M   69k: 429M   12k: 515M    0 :1544M  166k|   0     0 :  42k   60k:9757B   11k:  52k   71k|   0     0 |  27k   26k
 11   8  42  38   0   1| 341M    0 : 507M   30k: 496M    0 : 397M   12k:1741M   82k|   0     0 :  32k   59k:  18k   11k:  50k   70k|   0     0 |  24k   26k
 20  10  31  37   0   1| 465M 4096B: 644M 4096B: 646M 4096B: 404M    0 :2159M   42k|   0     0 :  30k   60k:  26k   12k:  58k   72k|   0     0 |  33k   36k
 12  10  34  43   0   1| 666M    0 : 558M    0 : 576M    0 : 523M    0 :2322M   52k|   0     0 :  49k   59k:  16k   12k:  65k   71k|   0     0 |  34k   37k
  9  10  33  46   0   1| 571M    0 : 708M    0 : 648M    0 : 613M    0 :2540M   54k|   0     0 :  27k   60k:  24k   12k:  52k   72k|   0     0 |  41k   45k
  8   9  38  43   0   1| 605M   17k: 574M   12k: 568M   12k: 445M    0 :2193M   62k|   0     0 :  26k   59k:  18k   12k:  44k   71k|   0     0 |  32k   36k
  6   8  44  41   0   1| 537M    0 : 578M    0 : 521M    0 : 418M   12k:2055M   38k|   0     0 :  26k   60k:  26k   12k:  54k   72k|   0     0 |  32k   36k
  6   6  46  41   0   1| 303M    0 : 445M    0 : 494M    0 : 333M    0 :1575M   33k|   0     0 :  40k   59k:7588B   11k:  48k   70k|   0     0 |  24k   26k
  6   8  39  45   0   1| 548M    0 : 448M    0 : 522M    0 : 513M    0 :2031M   14k|   0     0 :  33k   60k:  13k   11k:  47k   70k|   0     0 |  28k   31k
  6   9  38  46   0   1| 594M    0 : 564M    0 : 554M    0 : 492M    0 :2204M   56k|   0     0 :  30k   59k:  33k   21k:  63k   80k|   0     0 |  29k   33k
  6   9  44  41   0   1| 498M    0 : 442M    0 : 561M   10k: 497M    0 :1998M   39k|   0     0 :  33k   60k:  18k   13k:  51k   74k|   0     0 |  27k   29k
  6  11  40  41   0   1| 628M   16k: 691M   18k: 673M    0 : 583M   12k:2575M  102k|   0     0 :  29k   53k:  20k   15k:  49k   67k|   0     0 |  34k   36k
  6  10  40  42   0   1| 632M    0 : 670M    0 : 634M 3277B: 575M    0 :2510M   26k|   0     0 :  49k   60k:  30k   13k:  81k   73k|   0     0 |  33k   31k
