You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1562k 4183k:1563k 4195k:1571k 4186k:1571k 4194k:6267k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1936  2435 
  0   0 100   0   0   0|   0  1638B:3302k  819B: 819B   14k:   0    14k:3341k   71k|  31k   31k:  41k 2408B: 689k   66k: 732k   68k|   0     0 | 543   574 
  0   0  99   0   0   0|   0    33k:2893k   37k:   0    42k:   0    41k:2893k  166k|   0     0 :  33k  781B: 353k  370k: 387k  371k|   0     0 |2033  1848 
  0   0 100   0   0   0|   0    11k:2868k   10k:   0     0 :   0     0 :2868k   36k|   0     0 :  26k 4984B: 724B  692B:  27k 5676B|   0     0 | 395   495 
 10   1  89   0   0   0| 107k   18k:2048k   22k: 846k   22k:   0    20k:3394k   85k| 633B  633B:  26k  781B:  21k   20k:  47k   21k|   0     0 |2361  1175 
 37   6  50   7   0   0| 333M   38k: 220M   35k: 261M   43k: 342M   38k:1156M  167k|   0     0 :  26k 5047B:  22k 4258B:  57k 9305B|   0     0 |  20k 9060 
 39   9  36  15   0   1| 546M  224k: 451M  102k: 543M   30k: 355M   34k:1894M  400k|  31B   31B:  37k  781B:  40k   19k:  79k   19k|   0     0 |  30k   16k
 40   9  26  25   0   1| 540M   97k: 516M   34k: 426M   29k: 413M   33k:1895M  207k|   0     0 :  43k 5456B:  32k 7117B:  76k   12k|   0     0 |  28k   18k
 43  10  20  26   0   1| 453M  113k: 434M  694k: 578M  499k: 551M  151k:2017M 1543k|   0     0 :  33k  781B:  25k 7955B:  58k 8736B|   0     0 |  29k   20k
 43  12  15  30   0   1| 630M   78k: 657M   46k: 529M   28k: 541M   87k:2357M  251k|   0     0 :  24k 1397B:  28k   10k:  53k   12k|   0     0 |  37k   25k
 44  13  11  31   0   1| 434M   31k: 578M   41k: 660M   52k: 662M   27k:2334M  180k|   0     0 :  53k  781B:  37k   12k:  89k   13k|   0     0 |  35k   28k
 17  10  32  41   0   1| 702M   17k: 539M  346k: 455M   77k: 481M   54k:2177M  553k|   0     0 :  36k 4993B:  19k   11k:  56k   16k|   0     0 |  30k   32k
 18   9  36  36   0   1| 582M   50k: 648M 6554B: 370M   50k: 378M   35k:1978M  206k|   0     0 :  30k  781B:  16k   12k:  46k   12k|   0     0 |  28k   30k
 16  10  37  36   0   1| 504M   93k: 576M  124k: 436M   30k: 537M   34k:2052M  342k|   0     0 :  40k 5047B:  20k   12k:  60k   16k|   0     0 |  28k   31k
 13   8  46  33   0   1| 468M  118k: 395M   18k: 416M   86k: 388M   41k:1668M  322k|   0     0 :  33k  781B:  16k   11k:  49k   12k|   0     0 |  24k   24k
 10   7  49  34   0   1| 451M   71k: 334M   14k: 364M  107k: 307M  127k:1457M  431k|   0     0 :  26k 5320B:  14k   11k:  39k   16k|   0     0 |  22k   21k
 14   8  45  33   0   1| 464M   37k: 448M   68k: 416M   44k: 425M   62k:1752M  266k|   0     0 :  25k  781B:9719B   11k:  35k   11k|   0     0 |  25k   27k
