You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1645k 4163k:1672k 4175k:1657k 4156k:1637k 4166k:6611k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1913  2403 
  0   0 100   0   0   0|   0  2458B:   0    47k:2918k   12k:   0     0 :2950k   70k|  49k   49k:  31k 1091B: 616k   86k: 647k   87k|   0     0 | 528   550 
  0   0  99   0   0   0|   0    40k:   0    35k:2893k   46k:   0    35k:2893k  169k|   0     0 :  34k 5712B: 351k   73k: 385k   78k|   0     0 |2022  1837 
  1   0  99   0   0   0|   0    22k:1638B   20k:2867k   18k:   0    27k:2871k   93k| 492B  492B:  29k   52B:  20k 2070B:  49k 2122B|   0     0 | 827   766 
 31   3  63   3   0   0| 181M   34k:  60M   37k: 158M   38k:  79M   46k: 477M  164k| 141B  141B:  41k 2462B:  15k 3470B:  56k 5931B|   0     0 |  12k 4018 
 37   8  41  13   0   1| 432M   34k: 327M   34k: 316M    0 : 453M   34k:1528M  166k|   0     0 :  33k   52B:  38k   18k:  71k   18k|   0     0 |  25k   13k
 42  11  28  19   0   1| 574M   28k: 563M   38k: 568M  203k: 486M   53k:2191M  338k|  31B   31B:  40k 5712B:  28k 6679B:  67k   12k|   0     0 |  36k   20k
 43  12  20  24   0   1| 653M  108k: 451M   28k: 608M  132k: 709M   30k:2420M  308k|   0     0 :  45k   52B:  34k 8176B:  80k 8228B|   0     0 |  39k   24k
 43  12  17  27   0   1| 501M   93k: 677M  145k: 469M  622k: 682M  470k:2329M 1339k|   0     0 :  28k 5917B:  21k 9391B:  51k   15k|   0     0 |  37k   22k
 41   9  28  22   0   1| 354M   78k: 605M   98k: 468M  101k: 452M  360k:1879M  650k|   0     0 :  27k   52B:4881B   10k:  32k   10k|   0     0 |  30k   18k
 17   3  78   2   0   0| 117M   47k:  26M   38k:  14M   50k: 133M   86k: 290M  279k|   0     0 :  21k 5712B:2399B 8921B:  23k   14k|   0     0 |7340  4134 
  2   0  97   0   0   0|   0  7373B:   0    49k:2893k   46k:   0    46k:2893k  183k|   0     0 :  38k   62B:1141B 5545B:  39k 5607B|   0     0 |1529  2695 
 11  11  42  35   0   1| 576M   66k: 583M   38k: 570M   41k: 560M   80k:2290M  322k|   0     0 :  33k 2598B:  74k 9776B: 107k   12k|   0     0 |  31k   32k
 15  10  34  39   0   1| 544M   30k: 578M   17k: 589M   89k: 642M   17k:2353M  209k|   0     0 :  31k   52B:1098B 9811B:  32k 9863B|   0     0 |  30k   34k
 11   7  46  35   0   1| 464M  126k: 354M   67k: 371M   96k: 349M   36k:1537M  379k|   0     0 :  33k 5712B:  12k   11k:  45k   16k|   0     0 |  24k   23k
 14   8  41  36   0   1| 463M   19k: 458M  111k: 468M   95k: 345M   87k:1734M  370k|   0     0 :  30k   52B:  20k   12k:  50k   12k|   0     0 |  24k   26k
 12   9  40  37   0   1| 474M   28k: 578M   64k: 593M   61k: 513M    0 :2159M  195k|   0     0 :  42k 5776B:  30k   12k:  73k   18k|   0     0 |  27k   31k
 19  12  30  37   0   1| 625M   49k: 674M   28k: 571M   11k: 660M 9830B:2530M  133k|   0     0 :  32k   52B:  14k   11k:  46k   11k|   0     0 |  34k   42k
 18  12  31  38   0   1| 584M 4096B: 679M 4096B: 494M    0 : 652M    0 :2410M   35k|   0     0 :  39k 5712B:  14k   11k:  54k   17k|   0     0 |  32k   40k
 14  10  37  39   0   1| 620M    0 : 402M    0 : 620M    0 : 601M    0 :2243M   74k|   0     0 :  43k   71B:  24k   12k:  68k   12k|   0     0 |  29k   35k
 10   9  42  39   0   1| 667M    0 : 435M    0 : 494M    0 : 445M    0 :2041M   30k|   0     0 :  24k 6121B:  20k   12k:  44k   18k|   0     0 |  27k   30k
  8  10  38  42   0   1| 637M   15k: 710M    0 : 626M   19k: 591M    0 :2564M   62k|   0     0 :  27k   62B:  20k   12k:  47k   12k|   0     0 |  32k   36k
  6   8  47  38   0   1| 454M    0 : 380M   14k: 568M    0 : 472M    0 :1873M   44k|   0     0 :  26k 5712B:  13k   11k:  41k   17k|   0     0 |  25k   25k
  6   8  47  38   0   1| 529M    0 : 402M    0 : 539M    0 : 518M 8192B:1990M   26k|   0     0 :  40k   52B:  16k   11k:  56k   11k|   0     0 |  27k   27k
  7  10  43  39   0   1| 647M    0 : 548M    0 : 635M    0 : 537M    0 :2368M   29k|   0     0 :  33k 5776B:  26k   12k:  59k   18k|   0     0 |  30k   32k
  6   7  53  34   0   1| 303M    0 : 415M    0 : 541M    0 : 467M    0 :1727M   48k|   0     0 :  30k   69B:  25k   21k:  55k   21k|6554B    0 |  24k   22k
 10   7  47  36   0   1| 258M   21k: 444M   22k: 487M   27k: 376M   17k:1565M  139k|   0     0 :  33k  781B:  12k   12k:  46k   13k|   0     0 |  22k   21k
  6   7  50  36   0   1| 339M    0 : 500M    0 : 521M    0 : 455M    0 :1814M   34k|   0     0 :  29k 4984B:  20k   16k:  49k   20k|   0     0 |  23k   25k
  5   6  56  33   0   1| 311M 7373B: 477M   11k: 235M   16k: 449M   16k:1473M   77k|   0     0 :  49k 2598B:  11k   12k:  62k   14k|   0     0 |  20k   17k
  7   7  55  30   0   1| 510M    0 : 519M   22k: 261M    0 : 491M    0 :1781M   58k|   0     0 :  32k   52B:  31k   17k:  62k   17k|   0     0 |  22k   17k
  5   7  57  30   0   1| 269M   21k: 646M    0 : 316M   17k: 478M   18k:1708M   78k|   0     0 :  40k  781B:  14k   15k:  54k   16k|   0     0 |  22k   14k
  6   7  56  30   0   1| 411M   14k: 464M   14k: 410M   14k: 505M   20k:1791M   78k|   0     0 :  43k 4993B:  18k   17k:  62k   22k|   0     0 |  24k   14k
  7  10  48  34   0   1| 672M 6554B: 677M   76k: 584M 1638B: 676M 1638B:2608M  136k|   0     0 :  25k  781B:  28k   15k:  54k   16k|   0     0 |  33k   26k
  7   9  50  33   0   1| 684M   13k: 492M   36k: 652M   37k: 520M   34k:2348M  174k|   0     0 :  28k 5047B:  32k   26k:  59k   31k|   0     0 |  30k   23k
  6  10  50  33   0   1| 667M   15k: 622M   19k: 641M   11k: 555M    0 :2484M   87k|   0     0 :  21k 1151B:  38k   28k:  60k   29k|   0     0 |  32k   25k
  6  10  54  30   0   1| 681M   20k: 554M   27k: 619M   25k: 668M   26k:2522M  117k|   0     0 :  39k 4993B:  37k   26k:  75k   31k|   0     0 |  31k   25k
  6  10  58  26   0   1| 688M   24k: 456M   25k: 628M   26k: 667M 1638B:2439M  108k|   0     0 :  34k 1117B:  45k   44k:  79k   46k|   0     0 |  30k   24k
  4   7  75  13   0   1| 603M    0 : 365M   32k: 355M 2458B: 505M   27k:1827M   76k|   0     0 :  31k 1397B:  34k   29k:  65k   30k|   0     0 |  21k   15k
  2   5  86   7   0   0| 339M   35k: 336M   18k: 314M   36k: 305M   22k:1294M  134k|   0     0 :  34k  781B:  23k   19k:  57k   20k|   0     0 |  15k 8419 
  0   0  99   0   0   0|3303k   26k:   0   138k:4275k   22k:  26M   16k:  33M  235k|   0     0 :  28k 4984B:  16k   17k:  45k   22k|   0     0 |1064   588 
  0   0 100   0   0   0|   0    37k:   0    39k:2893k   37k:   0    35k:2893k  183k|   0     0 :  41k  781B:9762B   10k:  51k   11k|   0     0 | 340   416 
  0   0 100   0   0   0|   0    25k:   0  5734B:3303k   14k:   0    17k:3303k   61k|   0     0 :  31k 5056B: 198k  200k: 229k  205k|   0     0 | 569   686 
