You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1483k 4042k:1514k 4053k:1498k 4034k:1475k 4044k:5971k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1866  2354 
  0   0 100   0   0   0|   0    24k:   0    18k:2893k   22k:   0    23k:2933k  100k|  51k   51k:  25k 1228B:  63k   52k:  88k   54k|   0     0 | 465   500 
  5   0  94   0   0   0|   0    45k:   0    42k:2868k   44k:   0    41k:2878k  183k| 942B  942B:  20k 2126B: 343k  340k: 368k  342k|   0     0 |2685  1980 
  9   1  90   0   0   0|1664k   29k:   0   326k: 819k   37k:   0    33k:2485k  446k|  19k   19k:  32k  423B:3761B  316k:  36k  316k|   0     0 |2199  1547 
 36   6  55   2   0   2| 106M   31k: 129M   25k: 109M   38k:  77M   29k: 422M  133k|4351B 4351B:  24k 5712B: 253M  157M: 253M  157M|   0     0 |  48k 8230 
 44  24  17  11   0   4| 306M   31k: 427M   26k: 450M   39k: 398M   23k:1582M  133k|  18k   18k:  40k  388B: 382M  463M: 382M  463M|   0     0 |  80k   21k
 47  19  15  14   0   5| 618M   91k: 399M   51k: 446M   98k: 621M   40k:2085M  298k|6775B 6775B:  33k 2135B: 494M  454M: 494M  454M|   0     0 |  91k   31k
 46  18  12  20   0   4| 618M   31k: 594M  130k: 574M   92k: 588M  108k:2374M  432k|8188B 8188B:  26k   52B: 450M  224M: 450M  224M|   0     0 | 104k   35k
 47  31   4  11   0   6| 362M  131k: 613M  366k: 649M  110k: 575M  121k:2198M  749k|9612B 9612B:  53k 5712B: 478M  251M: 478M  251M|   0     0 |  79k   29k
 48  26  13   9   0   4| 509M   18k: 370M  163k: 520M    0 : 528M    0 :1926M  214k|  10k   10k:  35k   52B: 329M  451M: 329M  451M|   0     0 |  98k   27k
 11   3  85   0   0   1|2893k   60k:  46M   43k:  35M   86k:  51M   39k: 136M  269k|7005B 7005B:  30k 5776B:  75M   72M:  75M   72M|   0     0 |  20k 5821 
  1   1  98   0   0   0|2878k   38k:   0    15k:   0    98k:   0    33k:2878k  233k|4584B 4584B:  40k   62B:  12k 5850B:  52k 5911B|   0     0 |1613  2227 
 10  10  61  17   0   2| 288M   40k: 320M   57k: 310M   50k: 251M   47k:1169M  249k|4243B 4243B:  40k 5712B: 163M  291M: 163M  291M|   0     0 |  43k   23k
 19  16  23  36   0   5| 646M  118k: 529M   42k: 687M  119k: 569M   58k:2431M  400k|8158B 8158B:  36k  388B: 477M  380M: 477M  380M|   0     0 |  85k   41k
 18  14  24  41   0   4| 598M   64k: 439M   41k: 605M   53k: 554M   78k:2194M  342k|8739B 8739B:  23k 2126B: 299M  423M: 299M  423M|   0     0 | 109k   33k
 20  19  20  37   0   4| 657M   14k: 441M  137k: 519M   58k: 583M   22k:2200M  290k|8814B 8814B:  36k 4984B: 369M  320M: 369M  320M|   0     0 |  95k   44k
 18  27  19  32   0   3| 503M   34k: 295M  127k: 389M   12k: 376M   47k:1562M  264k|8484B 8484B:  22k  790B: 137M  321M: 137M  321M|   0     0 |  99k   27k
 13  13  26  44   0   4| 483M 6554B: 434M   12k: 495M    0 : 500M 6554B:1912M   52k|8516B 8516B:  39k  189B: 209M  488M: 209M  488M|   0     0 | 105k   37k
 15  21  18  41   0   4| 510M    0 : 550M 2458B: 376M    0 : 461M    0 :1898M   22k|9194B 9194B:  33k 2126B: 315M  335M: 315M  335M|   0     0 |  86k   46k
 15  15  23  43   0   5| 534M    0 : 426M 2458B: 471M    0 : 442M    0 :1874M   34k|8843B 8843B:  25k   52B: 258M  567M: 258M  567M|   0     0 | 111k   45k
 11  20  31  34   0   4| 579M   14k: 222M 2458B: 413M   18k: 419M    0 :1633M   66k|8833B 8833B:  52k 5712B: 393M  201M: 393M  201M|   0     0 |  88k   38k
  9  24  28  35   0   3| 565M    0 : 535M 2458B: 505M    0 : 422M   12k:2027M   94k|  17k   17k:  43k  398B: 211M  238M: 211M  238M|   0     0 |  90k   35k
  7  17  39  34   0   3| 585M    0 : 387M   16k: 554M 4915B: 520M    0 :2047M   47k|9968B 9968B:  30k 2126B: 144M  224M: 144M  224M|   0     0 |  89k   33k
 10  17  22  47   0   5| 471M    0 : 597M  101k: 385M    0 : 508M    0 :1962M  127k|8636B 8636B:  39k   52B: 475M  525M: 475M  525M|   0     0 |  99k   55k
  7  36  22  31   0   4| 326M    0 : 509M 3277B: 427M 4096B: 253M    0 :1515M   10k|8929B 8929B:  38k 5712B: 299M  171M: 299M  171M|   0     0 |  74k   31k
  8  73   2  14   0   3| 311M    0 : 415M 2458B: 279M    0 : 379M    0 :1384M   65k|  10k   10k:  23k   18k: 188M  103M: 188M  103M|   0     0 |  51k   19k
 10  24  13  47   0   7| 530M    0 : 555M   17k: 573M   15k: 425M    0 :2082M   63k|  11k   11k:  20k   10k: 557M  725M: 557M  725M|   0     0 |  66k   80k
  9  18  18  50   0   5| 602M   10k: 572M 2458B: 661M   12k: 560M 8192B:2394M   67k|  10k   10k:  30k   69B: 369M  557M: 369M  557M|   0     0 |  94k   60k
  8  16  36  37   0   3| 620M    0 : 503M 2458B: 603M 6554B: 562M    0 :2289M   93k|9268B 9268B:  23k 5793B: 192M  190M: 192M  190M|   0     0 |  86k   32k
  8  14  33  41   0   4| 586M    0 : 545M   90k: 546M   15k: 370M    0 :2047M  124k|  11k   11k:  39k  388B: 557M  245M: 557M  245M|   0     0 |  96k   55k
 10  21  23  41   0   5| 645M    0 : 376M   18k: 582M    0 : 515M    0 :2118M   47k|  13k   13k:  33k 5776B: 548M  272M: 548M  272M|   0     0 |  91k   62k
  8  14  24  50   0   5| 511M   20k: 266M 9011B: 512M   19k: 505M   15k:1793M  111k|  18k   18k:  24k   62B: 324M  513M: 324M  513M|   0     0 | 101k   45k
  9  16  24  45   0   6| 574M  819B: 437M   26k: 620M   10k: 516M    0 :2147M   60k|  16k   16k:  53k 5712B: 494M  535M: 494M  535M|   0     0 |  98k   72k
  8  18  26  43   0   5| 505M   20k: 553M 9830B: 394M   25k: 382M   21k:1834M   98k|  23k   23k:  36k  189B: 287M  546M: 287M  546M|   0     0 |  91k   49k
  8  18  39  30   0   5| 506M   27k: 553M   27k: 627M   63k: 339M   30k:2025M  178k|  16k   16k:  33k 2126B: 530M  368M: 530M  368M|   0     0 |  95k   54k
  7  12  55  21   0   5| 343M   22k: 645M   21k: 323M   26k: 339M   24k:1650M  183k|  21k   21k:  40k   52B: 556M  399M: 556M  399M|   0     0 |  98k   49k
  6  14  60  16   0   4| 375M   23k: 391M  138k: 475M   41k: 445M   26k:1686M  245k|  21k   21k:  41k 5722B: 406M  476M: 407M  476M|   0     0 | 103k   41k
  4   8  78   7   0   3| 271M   23k: 212M   38k: 412M   27k: 298M   15k:1194M  122k|  19k   19k:  25k  388B: 288M  415M: 288M  415M|   0     0 | 110k   28k
  2   3  90   3   0   2|  93M  819B:  77M   31k: 240M   21k: 169M 1638B: 580M   66k|  12k   12k:  20k 2126B: 201M  147M: 201M  147M|   0     0 |  65k   12k
  2   4  92   1   0   2| 108M   19k: 103M   13k:  52M   19k: 187M   18k: 450M   80k|  22k   22k:  30k   52B: 117M  294M: 117M  294M|   0     0 |  97k   12k
  1   3  94   1   0   1|  27M   18k: 129M   22k: 129M   16k: 105M   46k: 390M  110k|  14k   14k:  23k 5712B:1593k  391M:1616k  391M|   0     0 |  90k 6739 
  1   3  95   1   0   1| 166M   31k:  77M   10k:  77M  101k:3278k   14k: 324M  170k|  12k   12k:  40k   62B:1380k  326M:1419k  326M|   0     0 |  83k 7934 
  1   1  97   1   0   0|  36M  819B:  52M 7373B:  52M 2458B:  52M 8192B: 191M   60k|  11k   11k:  33k 5776B: 472k  189M: 505k  189M|   0     0 |  30k 4283 
  1   2  97   1   0   0| 111M   10k:2921k   86k:  26M   42k:  52M 9011B: 191M  147k|5537B 5537B:  25k   52B: 204k  190M: 229k  190M|   0     0 |  23k 2157 
  0   0 100   0   0   0|  18k   16k:2483k   29k:  12k 9830B:   0     0 :2513k   71k| 196k  196k:  53k 5712B:3949B  201k:  57k  206k|   0     0 | 833   895 
