You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1611k 4164k:1640k 4175k:1625k 4156k:1603k 4167k:6479k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1912  2402 
  0   0  99   0   0   0|   0  9830B:   0    13k:   0     0 :2893k 2458B:2928k   54k|  32k   32k:  21k 6751B:  31k   33k:  52k   40k|   0     0 | 527   489 
  0   0  99   0   0   0|   0    39k:   0    80k:   0    38k:3278k   33k:3278k  195k|   0     0 :  38k  189B: 351k  368k: 389k  368k|   0     0 |1943  1830 
  0   0 100   0   0   0|   0  7373B:   0  7373B:   0  8192B:2143k   11k:2143k   44k|   0     0 :  32k 2462B: 772B  692B:  34k 3154B|   0     0 | 376   504 
 11   1  88   0   0   0|   0    35k:   0    40k:3738k   74k:   0    77k:4118k  229k| 633B  633B:  32k   52B:  21k 2810B:  53k 2862B|   0     0 |2296  1185 
 37   6  50   7   0   0| 387M   81k: 211M   30k: 338M   38k: 175M   30k:1111M  189k|   0     0 :  34k 5712B:  22k 4224B:  57k 9936B|   0     0 |  20k 8278 
 39   9  33  18   0   1| 424M   39k: 374M  212k: 390M   54k: 640M   26k:1828M  350k|  31B   31B:  28k   52B:  41k 5993B:  69k 6045B|   0     0 |  31k   16k
 42  11  25  21   0   1| 622M   65k: 613M   36k: 555M   32k: 502M   38k:2291M  198k|   0     0 :  42k 5804B:  29k 7041B:  71k   13k|   0     0 |  34k   22k
 43  13  19  24   0   1| 608M  101k: 590M  386k: 638M   98k: 675M   81k:2511M  732k|   0     0 :  32k   52B:  34k 8869B:  66k 8921B|   0     0 |  37k   25k
 45  13  13  28   0   1| 597M   38k: 676M  111k: 639M   35k: 681M   78k:2594M  274k|   0     0 :  40k 5712B:  36k   11k:  76k   16k|   0     0 |  42k   27k
 42  12  13  32   0   1| 646M   38k: 638M   58k: 490M  339k: 676M   31k:2450M  489k|   0     0 :  42k   52B:  26k   11k:  69k   11k|   0     0 |  36k   29k
 24  12  23  39   0   1| 651M   45k: 679M   38k: 648M  164k: 693M  164k:2671M  465k|   0     0 :  25k 6253B:  27k   11k:  53k   18k|   0     0 |  37k   42k
 13  10  35  41   0   1| 568M  175k: 659M   18k: 524M   63k: 510M   34k:2261M  351k|   0     0 :  28k   52B:  18k   11k:  46k   11k|   0     0 |  31k   33k
 14  10  34  40   0   1| 602M   84k: 471M   44k: 644M   18k: 596M   35k:2313M  257k|   0     0 :  20k 6285B:  22k   12k:  42k   18k|   0     0 |  29k   33k
 18  11  34  36   0   1| 632M   18k: 651M   62k: 614M   70k: 449M   40k:2347M  274k|   0     0 :  38k   52B:  22k   12k:  60k   12k|   0     0 |  31k   36k
 15  11  35  38   0   1| 640M  120k: 564M   18k: 588M   38k: 629M   41k:2421M  314k|   0     0 :  36k 5776B:  22k   12k:  58k   18k|   0     0 |  31k   36k
 16  11  33  39   0   1| 687M   41k: 552M   86k: 493M   68k: 640M   14k:2373M  263k|   0     0 :  30k   52B:9780B   11k:  40k   11k|   0     0 |  31k   37k
 14  11  34  40   0   1| 673M   13k: 573M   27k: 611M   38k: 682M   34k:2539M  142k|   0     0 :  34k 5712B:  26k   12k:  61k   18k|   0     0 |  33k   39k
 15  10  37  38   0   1| 570M    0 : 486M 4096B: 539M   27k: 577M 7373B:2172M   79k|   0     0 :  27k   52B:  14k   11k:  41k   11k|   0     0 |  29k   33k
  7  10  40  42   0   1| 671M    0 : 529M    0 : 501M    0 : 611M   26k:2312M   45k|   0     0 :  42k 2608B:  32k   13k:  74k   15k|   0     0 |  29k   35k
  7  10  38  43   0   1| 506M   25k: 644M    0 : 666M    0 : 658M    0 :2474M   54k|   0     0 :  33k   52B:  18k   11k:  51k   12k|   0     0 |  31k   36k
  8  10  38  43   0   1| 626M    0 : 655M    0 : 642M    0 : 585M    0 :2509M   47k|   0     0 :  39k 5712B:  11k   11k:  51k   16k|   0     0 |  32k   34k
  5   7  49  38   0   1| 378M    0 : 346M    0 : 564M    0 : 484M    0 :1773M   70k|   0     0 :  43k   52B:  22k   12k:  65k   12k|   0     0 |  22k   23k
  5   6  55  34   0   1| 243M    0 : 327M 9830B: 407M    0 : 436M    0 :1414M   28k|   0     0 :  25k 5776B:  20k   12k:  46k   17k|   0     0 |  19k   19k
  5   9  44  41   0   1| 423M    0 : 661M    0 : 496M 2458B: 583M    0 :2163M   18k|   0     0 :  27k   52B:  23k   11k:  50k   11k|   0     0 |  27k   29k
  6  10  44  39   0   1| 456M    0 : 687M    0 : 586M    0 : 593M   17k:2321M   55k|   0     0 :  23k 5722B:  25k   13k:  53k   19k|   0     0 |  30k   31k
  5   8  54  32   0   1| 547M   13k: 504M   18k: 351M   15k: 498M  819B:1899M   73k|   0     0 :  50k  661B:  20k   11k:  77k   12k|   0     0 |  24k   18k
  5   7  57  30   0   0| 356M   10k: 495M   18k: 436M   18k: 511M   18k:1798M   96k|   0     0 :  33k 6112B:  18k   11k:  51k   16k|   0     0 |  24k   17k
  6  10  48  35   0   1| 579M    0 : 646M    0 : 576M    0 : 670M 4096B:2471M   54k|   0     0 :  31k   52B:  15k 9572B:  46k 9624B|   0     0 |  30k   24k
  7  10  47  36   0   1| 658M    0 : 658M    0 : 697M    0 : 549M    0 :2562M   72k|   0     0 :  34k 5712B:  32k   12k:  66k   17k|   0     0 |  32k   25k
  7  11  49  33   0   1| 680M   21k: 613M   14k: 682M   21k: 695M   53k:2670M  132k|   0     0 :  29k   52B:  29k   11k:  59k   11k|   0     0 |  31k   24k
  5   8  57  29   0   1| 608M   25k: 419M   30k: 477M   14k: 587M   28k:2091M  111k|   0     0 :  42k 5785B:  22k   11k:  65k   16k|   0     0 |  23k   17k
  6   7  63  23   0   1| 632M   30k: 353M   34k: 422M   40k: 460M   42k:1866M  157k|   0     0 :  33k   52B:  38k   13k:  71k   13k|   0     0 |  23k   17k
  4   6  78  11   0   0| 556M   34k: 446M  819B: 296M   34k: 350M   36k:1648M  115k|   0     0 :  42k 5712B:  31k 8139B:  73k   14k|   0     0 |  20k   13k
  2   3  90   5   0   0| 295M   29k: 106M   29k: 149M   20k: 184M   22k: 733M  109k|   0     0 :  44k   52B:  15k 3043B:  59k 3095B|   0     0 |9277  5123 
  0   0 100   0   0   0|   0    18k:3302k   18k:   0    18k:   0    26k:3302k  121k|   0     0 :  25k 2598B:  26k 1003B:  52k 3601B|   0     0 | 367   448 
  0   0 100   0   0   0|   0     0 :2893k    0 :   0   819B:   0    12k:2893k   44k|   0     0 :  27k   52B:  28k 1219B:  55k 1271B|   0     0 | 414   436 
  0   0 100   0   0   0|   0  3277B:2893k 3277B:   0  7373B:   0   125k:2893k  138k|   0     0 :  20k 5738B:  12k  900B:  32k 6638B|   0     0 | 396   433 
  7   1  93   0   0   0|   0    14k:2868k   33k:   0  5734B:  15k   31k:3360k   86k|2749B 2749B:  38k   62B: 210k  199k: 249k  199k|   0     0 |1975  1417 
