You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1387k 3853k:1416k 3864k:1405k 3846k:1381k 3856k:5589k   15M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  187B|1794  2284 
  0   1  99   0   0   0|   0    81M:   0   132M:2483k    0 :   0   136M:2609k  349M|   0     0 :  35k 6866B:2357k 2048k:2393k 2055k|   0     0 |2393  1700 
  0   1  99   0   0   0|   0    52M:   0    78M:2893k   55M:   0   103M:2893k  287M|   0     0 :  25k  182B: 507B  293k:  26k  293k|   0     0 | 853   463 
  0  26  74   0   0   0|   0    52M:   0    26M:2893k   52M:   0    52M:2893k  182M|   0     0 :  52k 5712B:  27k   19k:  79k   24k|   0     0 |1896   470 
 29  31  38   1   0   1| 819B   26M:  88k   52M:2458k   26M:   0    26M:2933k  130M|  49M   49M:  40k   71B: 148M  180M: 148M  180M|   0     0 |  27k   17k
 53  39   5   0   0   3|   0    26M:   0  3478k:2048k   52M:   0    52M:2048k  133M| 266M  266M:  30k 2622B: 517M  515M: 517M  515M|   0     0 |  72k   58k
 57  37   2   0   0   3|   0   157k:   0   838k:   0   177k:2918k  169k:2918k 1366k| 343M  343M:  40k   52B: 584M  683M: 584M  683M|   0     0 |  77k   61k
 61  34   1   0   0   4| 819B  250k:   0   264k:   0   140k:2893k  161k:2900k 1156k| 376M  376M:  33k 5712B: 716M  779M: 716M  779M|6554B    0 |  80k   66k
 64  31   1   0   0   4|   0   481k:   0   510k:   0  2516k:2074k  287k:2074k 3809k| 379M  379M:  24k   62B: 814M  801M: 814M  801M|   0     0 |  81k   73k
 63  33   0   0   0   4|   0   118M: 819B   78M: 819B  103M:2458k   52M:2460k  351M| 439M  439M:  19k 5776B: 616M  761M: 616M  761M|   0     0 |  78k   61k
 64  30   0   0   0   5|1638B  916M:   0    88M:   0    26M:2483k  744M:2485k 1775M| 463M  463M:  30k  423B: 734M  797M: 734M  797M|   0     0 |  76k   70k
 60  32   1   0   0   8|   0   413M:   0   852M:   0   903M:2074k  601M:2074k 2769M| 474M  474M:  25k 5712B: 920M  914M: 920M  914M|   0     0 |  67k   89k
 56  32   4   0   0   7|   0    13k:   0   405M:   0   389M:2048k   57k:2048k  794M| 590M  590M:  37k   52B:1223M 1184M:1223M 1184M|   0     0 |  87k  122k
 52  33   7   0   0   7|   0   803M:   0   103M:   0   129M:2483k   51M:2483k 1086M| 635M  635M:  32k 2740B:1237M 1158M:1237M 1158M|   0     0 |  94k  133k
 47  35   9   1   0   8|   0   719M:   0   677M:   0   521M:2074k  470M:2074k 2388M| 604M  604M:  25k   52B:1207M 1112M:1207M 1112M|   0     0 |  95k  133k
 43  35  12   2   0   8|   0    12k:   0   768M:   0   924M:2458k 1052M:2458k 2744M| 567M  567M:  53k 5722B:1100M 1118M:1100M 1118M|   0     0 |  82k  126k
 48  35  10   0   0   7|   0   129M:   0    12k:   0    44k:2048k   50k:2048k  129M| 750M  750M:  41k   52B:1361M 1531M:1361M 1531M|   0     0 | 113k  161k
 44  36  12   0   0   8|   0   439M:   0   933M:   0   413M:2484k  387M:2484k 2171M| 628M  628M:  30k 5776B:1245M 1205M:1245M 1205M|   0     0 |  94k  141k
 40  35  14   2   0   8|   0   201M:   0   638M:   0   753M:2099k  804M:2099k 2396M| 594M  594M:  40k   52B:1296M 1255M:1296M 1255M|   0     0 | 107k  150k
 30  24  39   1   0   6|   0   729M:   0    18k:   0   382M:2458k  383M:2458k 1495M| 629M  629M:  39k 5712B: 682M 1004M: 682M 1004M|   0     0 | 106k  124k
 33  24  38   0   0   5|   0   309M:   0    77M:   0    77M:2074k   77M:2074k  541M| 557M  557M:  33k   52B: 940M  943M: 940M  943M|   0     0 | 104k  127k
 24  23  45   3   0   5|   0    77M: 819B 1314M:   0   129M:2483k  155M:2484k 1675M| 418M  418M:  19k 6253B: 866M  901M: 866M  901M|   0     0 |  95k  112k
 33  31  25   3   0   8|   0  1056M:   0    43M:   0   857M:2048k  955M:2048k 2911M| 571M  571M:  29k   62B:1069M 1208M:1069M 1208M|   0     0 | 116k  137k
 31  26  37   1   0   6|   0    14k:   0    15k:   0   485M:2461k  404M:2461k  888M| 615M  615M:  24k 5712B: 967M 1129M: 967M 1129M|   0     0 | 126k  144k
 31  27  35   0   0   6| 845k  387M:   0   236M:   0   155M:1188k   77M:2033k  855M| 724M  724M:  38k   52B: 945M 1206M: 945M 1206M|   0     0 | 130k  151k
 27  25  39   4   0   6|2483k  742M:   0   801M:   0   110M:   0   342M:2483k 1995M| 468M  468M:  38k 5776B: 841M  821M: 841M  821M|   0     0 | 103k  119k
 36  34  16   5   0   8|2483k  493M:   0   632M: 819B 1194M:   0  1009M:2484k 3328M| 611M  611M:  31k   52B:1084M 1014M:1084M 1014M|   0     0 | 115k  148k
 36  28  31   0   0   6|2074k   14k:   0    16k:   0    63M:   0    47k:2074k   63M| 520M  520M:  61k 5712B:1217M 1046M:1217M 1046M|   0     0 | 116k  149k
 33  29  32   0   0   6|2458k   77M: 819B  783M:   0   129M:   0    77M:2458k 1067M| 522M  522M:  43k   52B:1089M  917M:1089M  917M|   0     0 | 115k  142k
 39  38  12   2   0   9|2074k  385M:   0   702M:   0   585M: 819B  658M:2074k 2330M| 643M  643M:  31k 2749B:1249M 1231M:1249M 1231M|   0     0 | 107k  158k
 36  38  15   1   0   9|2483k 1118M:   0    25k:   0   834M:   0   890M:2483k 2842M| 574M  574M:  40k   52B:1252M 1298M:1252M 1298M|   0     0 | 108k  160k
 34  31  28   0   0   6|2483k   13k:   0    13k:   0    42k:   0    42k:2483k  146k| 531M  531M:  33k 5731B:1229M 1270M:1229M 1270M|   0     0 | 107k  154k
 34  33  25   1   0   8|2048k  413M:   0   232M: 819B  760M:   0   792M:2049k 2197M| 545M  545M:  43k   80B:1044M 1090M:1044M 1090M|   0     0 |  93k  138k
 36  37  16   2   0   8|2488k  324M:   0   581M:1638B  737M:   0   704M:2490k 2345M| 603M  603M:  25k 5776B:1169M 1214M:1169M 1214M|   0     0 | 108k  152k
 36  39  16   1   0   8|2470k  863M: 819B  744M:   0    33k:   0    34k:2470k 1608M| 646M  646M:  34k   69B:1202M 1279M:1203M 1279M|   0     0 | 115k  150k
