You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1743k 3333k:1714k 3334k:1740k 3343k:1751k 3348k:6949k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1585  2083 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k    0 |   0     0 :  49B 1036B: 133B  669B: 343B 1704B|   0     0 | 227   396 
  0   0 100   0   0   0|2048k    0 :   0     0 :   0     0 :   0     0 :2048k 6554B|   0     0 : 119B  766B: 317k   14k: 317k   15k|   0     0 | 672   756 
  0  22  78   0   0   0|2483k   82k:   0    70k:   0    74k:   0    86k:2483k  510k|   0     0 :  92B 1159B:9271B   16k:9724B   17k|   0     0 |1359   584 
  8  20  70   2   0   0|2483k  407k:   0   374k:   0   347k:   0   379k:2876k 1517k| 632B  632B: 113B  766B:5514B   32k:5795B   33k|   0     0 |3105  1119 
 60  21  19   0   0   1|2074k  290k:   0   299k:   0   303k:   0   313k:2080k 1222k| 473M  473M: 667B 1586B:8776B 9278B:9499B   11k|   0     0 |  38k   70k
 77  18   3   0   0   2|2048k   62k:   0    74k:   0    75k:   0    70k:2048k  291k|1089M 1089M:  37B  766B:  10k   17k:  11k   17k|   0     0 |  43k  126k
 77  20   1   0   0   2|2483k   77M:   0   103M:   0    77M:   0    52M:2483k  310M|1251M 1251M:  92B 1487B:  10k   18k:  10k   19k|   0     0 |  24k  139k
 74  22   0   0   0   4|2074k  594M:   0    52M:   0   620M: 819B  594M:2074k 1861M|1142M 1142M: 176B  766B:  11k   20k:  12k   20k|   0     0 |  17k  129k
 77  21   0   0   0   2|2048k   69k:1638B  517M:   0    76k:   0    74k:2050k  517M|1199M 1199M:  49B  967B:  11k   20k:  13k   21k|   0     0 |  10k  134k
 77  20   0   0   0   2|2483k  364M:1638B  232M:   0   310M: 819B  303M:2486k 1210M|1106M 1106M:  37B  900B:9740B   20k:  18k   21k|   0     0 |  11k  131k
 75  23   0   0   0   3|2074k  358M:   0   126M:   0   361M:6554B  419M:2080k 1265M|1210M 1210M:  37B 1020B:9276B   23k:9769B   24k|   0     0 |  11k  134k
 73  24   0   0   0   3|2048k  116M:2458B  586M:   0   206M:4096B  180M:2054k 1088M|1348M 1348M: 277B  766B:  10k   24k:  11k   25k|   0     0 |  11k  151k
 70  27   0   0   0   3|2458k  332M: 819B  605M:   0   336M:4915B  334M:2464k 1607M|1472M 1472M:  37B  959B:8321B   26k:9447B   27k|   0     0 |  12k  165k
 67  29   0   0   0   4|2074k  547M:   0   214M:   0   417M:  11k  527M:2085k 1705M|1745M 1745M:  61B  766B:8536B   28k:  11k   29k|   0     0 |  13k  187k
 64  31   0   0   0   4|2074k  479M:   0   251M:   0   516M:5734B  409M:2079k 1655M|1759M 1759M:  37B 1487B:8424B   28k:9189B   29k|   0     0 |  14k  188k
 64  32   0   0   0   5|2483k  667M:   0   455M:   0   718M: 819B  123M:2484k 1964M|1924M 1924M:  49B  766B:8934B   29k:9218B   30k|   0     0 |  13k  205k
 62  33   0   0   0   4|2074k  439M:   0   371M:   0   413M:  12k  758M:2086k 1981M|1975M 1975M:  25B  959B:9452B   31k:9850B   31k|   0     0 |  12k  208k
 60  35   0   0   0   5|2048k  488M:   0   619M:   0   568M:4096B  274M:2052k 1949M|1891M 1891M:  49B  766B:9181B   30k:9409B   31k|   0     0 |  15k  200k
 59  36   0   0   0   4|2483k  561M:   0   439M:   0   440M:  10k  700M:2494k 2140M|1923M 1923M: 289B 1029B:9363B   30k:  10k   31k|   0     0 |  17k  204k
 59  36   0   0   0   5|2483k  492M:   0   697M:   0   411M:  11k  608M:2494k 2208M|1959M 1959M:  61B  766B:9025B   29k:9278B   30k|   0     0 |  16k  209k
 61  35   0   0   0   4|2048k  372M:   0   379M:   0   540M:7373B  292M:2055k 1583M|1959M 1959M:  37B  959B:9602B   31k:9684B   32k|   0     0 |  13k  206k
 60  35   0   0   0   5|2074k  511M:   0   550M:   0   311M:  11k  434M:2109k 1806M|1924M 1924M:  56B  766B:9368B   30k:9737B   31k|   0     0 |  16k  204k
 61  35   0   0   0   4|2483k  400M: 819B  452M:   0   413M:  15k  590M:2499k 1855M|1977M 1977M:  25B 1487B:9401B   31k:9539B   32k|   0     0 |  13k  208k
 60  35   0   0   0   5|2048k  426M: 819B  606M:   0   431M:  12k  560M:2061k 2022M|1970M 1970M:  37B  766B:9377B   30k:9617B   31k|   0     0 |  13k  208k
