You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1368k 4061k:1372k 4074k:1376k 4065k:1381k 4072k:5498k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  201B|1887  2382 
  0   0 100   0   0   0|   0    24k:   0    22k:   0    20k:2484k   20k:2524k  120k|  31k   31k:  25k 5995B: 725k  117k: 750k  123k|   0     0 | 560   549 
  0   0  99   0   0   0|   0    34k:   0    42k:   0    72k:2893k   40k:2894k  207k|   0     0 :  22k 6112B: 339k   57k: 367k   63k|   0     0 |1746  1504 
  3   0  97   0   0   0|   0    59k:   0    40k:   0    13k:2893k   26k:3136k  161k| 633B  633B:  30k  423B:2752B 1492B:  33k 1914B|   0     0 |1154   831 
 36   7  52   3   0   2| 149M   42k:  94M   31k:  77M   38k: 184M   46k: 503M  168k|   0     0 :  24k  781B: 260M  242M: 260M  242M|   0     0 |  36k 9694 
 41  12  31  14   0   3| 426M   35k: 516M   31k: 284M   31k: 381M   34k:1608M  154k|  31B   31B:  40k 4984B: 185M  614M: 185M  614M|   0     0 | 105k   19k
 46  14  18  17   0   5| 416M   37k: 577M  206k: 424M   51k: 500M   27k:1918M  330k|   0     0 :  33k  927B: 469M  438M: 469M  438M|   0     0 |  84k   27k
 49  19   8  18   0   6| 615M   44k: 577M   33k: 638M  676k: 603M   77k:2433M  840k|   0     0 :  26k 1397B: 497M  586M: 497M  586M|   0     0 |  87k   38k
 47  25   9  14   0   5| 410M  121k: 373M  397k: 570M   65k: 562M   76k:1915M  732k|   0     0 :  53k 8636B: 423M  450M: 423M  450M|   0     0 |  69k   34k
 46  32   5  12   0   5| 591M   48k: 223M   42k: 527M  140k: 438M  322k:1779M  567k|   0     0 :  35k 4984B: 343M  421M: 343M  421M|   0     0 |  88k   24k
