You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1280k 3772k:1284k 3784k:1282k 3775k:1290k 3784k:5137k   15M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  202B|1797  2282 
  0   1  99   0   0   0|   0    52M:2867k   52M:   0    26M:  17k   26M:2924k  155M|  50k   50k:  31k 2885B: 387k  446k: 418k  449k|   0     0 |3027  3618 
  0   7  93   0   0   0|   0    52M:2483k   52M:   0    52M:   0    52M:2483k  207M|   0     0 :  23k  918B:4548B  501B:  28k 1419B|   0     0 |1106   424 
  0   2  97   1   0   0|   0    52M:2893k   52M:   0    52M:   0    52M:2893k  207M|   0     0 :  38k 4984B:  18k 1483B:  58k 6466B|   0     0 |4220  6652 
 35  14  50   0   0   1|   0    52M:2920k   26M:4915B   52M: 819B   52M:2947k  182M|  96M   96M:  32k  843B: 185M  203M: 185M  203M|  19k    0 |  35k   29k
 59  26  12   0   0   4|   0  3430k:2484k   26M:   0    26M: 819B   26M:2485k   82M| 355M  355M:  24k 1397B: 759M  783M: 759M  783M|   0     0 |  90k   81k
 64  27   5   0   0   4|   0   214k:2893k  132k:   0   207k: 819B  851k:2894k 1414k| 420M  420M:  53k  781B: 745M  744M: 745M  744M|   0     0 |  89k   80k
 67  27   3   0   0   4|   0   346k:2458k  334k:   0   322k:   0   310k:2460k 1330k| 461M  461M:  40k 4984B: 781M  855M: 781M  855M|   0     0 |  89k   80k
 65  30   1   0   0   4| 819B  330k:2484k  283k:   0  1622k:   0   608k:2485k 3218k| 442M  442M:  31k  781B: 749M  845M: 749M  845M|   0     0 |  83k   73k
 61  33   0   0   0   5| 819B  544M:2485k  284M:5734B  490M:1638B  404M:2493k 1722M| 460M  460M:  40k 5534B: 711M  796M: 711M  796M|   0     0 |  74k   72k
 60  34   0   0   0   6|   0   877M:2049k   76M:  10k  800M: 819B  801M:2060k 2554M| 433M  433M:  36k  781B: 736M  831M: 736M  831M|   0     0 |  67k   70k
 59  36   0   0   0   6|   0    91k:2483k  760M:   0   129M:   0   216M:2483k 1105M| 484M  484M:  25k   52B: 931M  890M: 931M  890M|   0     0 |  71k   84k
 51  42   1   0   0   6|   0    77k:2483k  276M:   0    98k:   0   102k:2483k  276M| 608M  608M:  21k 5712B: 986M 1095M: 986M 1095M|   0     0 |  88k  100k
 47  45   2   0   0   6|   0    77M:2074k   77M:   0  1134M: 819B   77M:2149k 1366M| 564M  564M:  29k   52B:1055M 1072M:1055M 1072M|   0     0 |  90k  105k
 38  44   9   2   0   8|   0   835M:2458k  568M:   0   372M:   0   873M:2458k 2647M| 506M  506M:  22k 5905B:1075M 1062M:1075M 1062M|   0     0 |  84k  110k
 41  46   6   0   0   7|   0   663M:2483k  502M:   0    72k:   0   625M:2483k 1789M| 596M  596M:  39k   62B:1095M 1122M:1095M 1122M|   0     0 |  85k  112k
 42  49   2   0   0   7|   0   140k:2074k  454M:   0   129M:   0    52M:2074k  635M| 590M  590M:  32k 5712B:1337M 1112M:1337M 1112M|   0     0 |  77k  121k
 42  41   8   0   0   9|   0   901M:2458k  387M:   0   321M: 819B  973M:2458k 2583M| 562M  562M:  25k  539B:1252M 1035M:1252M 1035M|   0     0 |  82k  129k
 40  34  16   2   0   8|   0   751M:2483k  371M: 819B  623M:   0   601M:2484k 2347M| 595M  595M:  55k 2262B:1140M 1121M:1140M 1121M|   0     0 | 104k  143k
 32  28  32   1   0   7|   0    12k:2074k  842M:   0   596M:   0    16k:2074k 1437M| 531M  531M:  40k   52B:1099M 1022M:1099M 1022M|   0     0 | 113k  139k
 23  17  56   0   0   4|   0    15k:2483k   13k:   0    13k:   0    13k:2483k  129k| 370M  370M:  30k 5712B: 748M  756M: 748M  756M|   0     0 | 101k  103k
 29  24  41   1   0   6|   0   155M:2458k  206M:   0  1006M:   0   232M:2458k 1598M| 620M  620M:  39k   52B: 699M  922M: 699M  922M|   0     0 | 118k  128k
 27  24  38   5   0   6|   0   570M:2074k  566M:   0   497M:   0   416M:2074k 2048M| 462M  462M:  33k 5776B: 875M  869M: 875M  869M|   0     0 | 117k  124k
 27  26  37   4   0   6|2458B  795M:2483k  745M:   0    14k:   0   890M:2486k 2429M| 446M  446M:  24k   52B: 789M  938M: 790M  938M|   0     0 | 103k  113k
 38  29  27   0   0   6|   0    20k:2458k   14k:   0    13k:   0    16k:2458k   66k| 726M  726M:  19k 5712B:1099M 1294M:1099M 1294M|   0     0 | 127k  159k
 26  24  44   1   0   5| 819B  155M:2483k   77M:   0   938M:   0    77M:2484k 1247M| 549M  549M:  28k   78B: 863M 1033M: 863M 1033M|   0     0 | 121k  134k
 31  31  26   4   0   7|   0   292M:2074k  871M:   0   600M:   0   635M:2074k 2399M| 632M  632M:  23k 2612B:1094M 1156M:1094M 1156M|   0     0 | 119k  145k
 18  20  52   5   0   5|3277B 1108M:2459k  548M:   0    14k:   0   790M:2462k 2446M| 327M  327M:  38k   52B: 656M  709M: 656M  709M|   0     0 |  93k   94k
 21  16  59   0   0   3|   0    34k:2458k   16k:   0    12k:   0    16k:2458k   86k| 407M  407M:  32k 5712B: 688M  784M: 688M  784M|   0     0 |  93k  102k
 26  22  47   0   0   5|2509k   77M:   0    15k:   0    77M:   0    14k:2509k  154M| 505M  505M:  23k   52B:1008M  991M:1008M  991M|   0     0 | 119k  134k
 23  23  48   1   0   5|2074k  129M:   0  1062M:   0   165M:   0   284M:2074k 1640M| 442M  442M:  51k 5776B: 798M  876M: 798M  876M|   0     0 | 111k  120k
 36  35  20   2   0   8|2458k  315M:   0   476M:   0  1012M:   0   346M:2458k 2149M| 623M  623M:  40k   52B:1099M 1090M:1099M 1090M|   0     0 | 113k  146k
 35  35  21   2   0   8|2485k  998M:   0    12k:   0   312M:   0  1000M:2485k 2310M| 535M  535M:  30k 5712B:1177M 1033M:1177M 1033M|   0     0 | 107k  142k
 36  30  27   0   0   6|2483k   77M:   0    77M:   0    15k:   0    51M:2483k  206M| 650M  650M:  39k   62B:1036M 1255M:1036M 1255M|   0     0 | 114k  151k
 24  24  45   2   0   6|2484k  309M:   0   251M:   0   775M:   0   779M:2484k 2114M| 496M  496M:  33k 2740B: 683M  886M: 683M  886M|   0     0 | 101k  116k
  7  10  75   6   0   2|2459k  480M:   0   657M:   0   846M:   0   603M:2505k 2586M| 101M  101M:  24k   52B: 200M  242M: 200M  242M|   0     0 |  44k   38k
  2   2  93   3   0   0|2075k  650M:   0   502M:   0  9011B:   0     0 :2075k 1153M|   0     0 :  20k 5712B:2143B 8342B:  27k   14k|   0     0 |5509  3439 
