You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1429k 4184k:1433k 4197k:1436k 4188k:1444k 4195k:5743k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1929  2428 
  0   0 100   0   0   0|   0     0 :3278k    0 :   0     0 :   0     0 :3278k 5734B|   0     0 :  29k 5842B: 135B  670B:  29k 6512B|   0     0 | 387   399 
  0   0 100   0   0   0|   0     0 :2919k    0 :   0     0 :   0     0 :2919k 9830B|   0     0 :  42k  781B:  36k   52k:  78k   53k|   0     0 |1839  1764 
  0   0 100   0   0   0|   0    14k:2893k   10k:   0    20k:   0    16k:2893k   66k|   0     0 :  50k 5047B: 315k   24k: 365k   29k|   0     0 | 399   457 
  0   0 100   0   0   0|   0     0 :3302k    0 :   0     0 :   0     0 :3302k    0 |   0     0 :  41k  781B:  19k   19k:  60k   20k|   0     0 | 403   502 
 23   2  73   2   0   0|  77M   49k:  94M   32k:   0    30k:   0    35k: 172M  150k| 633B  633B:  26k 5456B:  10k 3193B:  37k 8649B|   0     0 |5938  2424 
 38   9  43  10   0   1| 288M   31k: 454M   30k: 421M   29k: 313M   33k:1476M  131k|   0     0 :  27k  800B:  38k   17k:  67k   18k|   0     0 |  20k   11k
 40  11  29  18   0   1| 438M   27k: 547M   31k: 445M   38k: 537M   30k:1968M  142k|  31B   31B:  24k 1397B:  26k 5783B:  50k 7180B|   0     0 |  31k   18k
 41  13  21  24   0   1| 620M   39k: 632M   28k: 677M   26k: 388M   34k:2317M  189k|   0     0 :  19k  781B:  32k 7689B:  51k 8470B|   0     0 |  38k   24k
 44  14  15  26   0   1| 706M  382k: 554M   89k: 534M   82k: 473M   95k:2266M  661k|   0     0 :  38k 4993B:  32k 9158B:  71k   14k|   0     0 |  39k   24k
 44  13  12  30   0   1| 553M  130k: 611M  125k: 412M  134k: 669M  142k:2244M  541k|   0     0 :  33k  781B:  34k   11k:  67k   11k|   0     0 |  35k   31k
 34  14  11  39   0   2| 599M  374k: 608M   62k: 633M   54k: 483M   40k:2324M  574k|   0     0 :  31k 5047B:  25k   12k:  56k   17k|   0     0 |  35k   39k
