You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1408k 3479k:1438k 3489k:1425k 3471k:1402k 3481k:5674k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  192B|1731  2173 
  0   0 100   0   0   0|   0     0 :   0     0 :2483k    0 :   0     0 :2483k 2458B|   0     0 :  41k 6566B: 114B  490B:  42k 7056B|   0     0 | 377   407 
  0   0 100   0   0   0|   0   290k:   0     0 :2483k    0 :   0     0 :2483k  302k|   0     0 :  32k  194B: 302k  303k: 334k  303k|   0     0 | 822   835 
  0  16  84   0   0   0|   0  9011B:   0  8192B:2458k 9830B:   0  9011B:2458k   42k|   0     0 :  32k 2598B:8987B  691B:  41k 3289B|   0     0 |1215   615 
  4  27  69   0   0   0|  85k  151k: 819B  155k:2483k  153k:   0   154k:2571k  615k| 632B  632B:  39k   52B:  20k 1635B:  59k 1688B|   0     0 |2499  1009 
 48  34  18   0   0   0|   0   242k:   0   255k:2074k  261k:   0   247k:2074k 1016k| 281M  281M:  34k 5712B:7166B 6689B:  41k   12k|   0     0 |  20k   38k
 63  34   2   0   0   1|   0   260k:   0   238k:2483k  257k:   0   247k:2483k 1326k| 749M  749M:  29k   52B:9476B   13k:  38k   13k|   0     0 |  25k   87k
 79  19   1   0   0   2|   0   129k:   0   122k:2048k  127k:   0   126k:2048k  522k|1079M 1079M:  18k 5776B:  10k   17k:  28k   22k|   0     0 |  23k  123k
 79  19   0   0   0   2|   0    41k:   0    42k:2483k   44k:   0    40k:2483k  185k|1152M 1152M:  39k  625B:  11k   20k:  50k   20k|   0     0 |  15k  130k
 79  19   0   0   0   2|   0    61k:   0    62k:2074k   51k:   0    55k:2074k  299k|1122M 1122M:  32k 5712B:  10k   19k:  42k   25k|   0     0 |  12k  124k
 78  20   0   0   0   2|   0   130M:   0   104M:2048k   78M:   0   130M:2048k  441M|1184M 1184M:  30k   52B:  11k   21k:  41k   21k|   0     0 |  12k  130k
 76  22   0   0   0   3|   0   681M:   0   103M:2483k  155M:   0   395M:2483k 1334M|1143M 1143M:  33k 2603B:8874B   22k:  42k   25k|   0     0 |  13k  128k
 70  26   0   0   0   4|   0   532M:   0   617M:2074k  379M:   0   844M:2074k 2372M|1278M 1278M:  26k   52B:8910B   22k:  35k   22k|   0     0 |  14k  140k
 68  28   0   0   0   3|   0    24k:   0   519M:2458k  808M:   0    40k:2458k 1327M|1531M 1531M:  42k  781B:9672B   28k:  51k   28k|   0     0 |  13k  165k
 68  28   0   0   0   3|   0   180M:   0   155M:2074k  155M:   0   180M:2074k  670M|1773M 1773M:  37k 4984B:8365B   28k:  55k   32k|   0     0 |  15k  190k
 63  31   1   0   0   5|   0   206M:   0   697M:2483k  335M:   0  1031M:2483k 2270M|1736M 1736M:  37k  781B:8299B   28k:  45k   28k|   0     0 |  19k  182k
 63  32   1   0   0   4|   0   568M:   0   542M:2048k  229M:   0   156M:2048k 1495M|1878M 1878M:  41k 5047B:9341B   30k:  51k   35k|   0     0 |  19k  195k
 61  33   2   0   0   5|   0   635M:   0    52M:2483k  968M:   0   155M:2483k 1809M|1937M 1937M:  37k  790B:9175B   30k:  49k   30k|   0     0 |  23k  207k
 61  33   1   0   0   5|   0  9850k:   0   753M:2074k 1023M:   0   627M:2074k 2412M|1898M 1898M:  28k 4984B:9097B   29k:  37k   34k|   0     0 |  22k  200k
 60  34   1   0   0   5|   0  1077M:   0   744M:2458k   31k:   0   612M:2458k 2433M|1935M 1935M:  19k 1396B:8771B   28k:  28k   30k|   0     0 |  21k  203k
 63  31   1   0   0   4|   0   316M:   0   129M:2074k  339M:   0   284M:2074k 1067M|2061M 2061M:  39k 1397B:  10k   33k:  49k   34k|   0     0 |  21k  216k
 61  34   1   0   0   5|   0   335M:   0   294M:2458k 1070M:   0   378M:2458k 2077M|1930M 1930M:  33k  781B:8824B   29k:  42k   30k|   0     0 |  23k  202k
 60  33   2   0   0   5|   0   904M:   0   842M:1638k   36M:   0   732M:1638k 2514M|1945M 1945M:  29k 4984B:9653B   30k:  39k   35k|   0     0 |  22k  204k
 62  33   1   0   0   4|   0   232M:   0   361M:2919k  284M:   0   387M:2919k 1264M|2045M 2045M:  33k  781B:9579B   31k:  42k   32k|   0     0 |  20k  215k
 60  34   1   0   0   5|   0   155M:   0   700M:2483k 1023M:   0   767M:2483k 2644M|1954M 1954M:  26k 5047B:9071B   29k:  35k   34k|   0     0 |  22k  206k
 61  33   1   0   0   4|   0  1058M:   0   307M:2074k   87M:   0   265M:2074k 1717M|1993M 1993M:  41k  781B:  10k   33k:  51k   34k|   0     0 |  21k  211k
 62  32   1   0   0   4|   0   284M:   0   476M:2458k  390M:   0   445M:2458k 1595M|2029M 2029M:  32k 4993B:9468B   30k:  41k   35k|   0     0 |  20k  214k
 61  33   1   0   0   5|   0   103M:   0   918M:2074k 1047M:   0    71M:2074k 2138M|2011M 2011M:  31k 1259B:9094B   29k:  40k   30k|   0     0 |  26k  212k
 61  33   1   0   0   5|   0   981M:   0    26M:2483k   59M:   0   878M:2483k 1943M|1979M 1979M:  41k 1397B:  10k   32k:  51k   34k|   0     0 |  23k  210k
 59  35   1   0   0   6|   0   799M:   0   833M:2458k  681M:   0   832M:2458k 3146M|1914M 1914M:  33k  843B:8928B   28k:  42k   29k|   0     0 |  20k  203k
 62  33   1   0   0   4| 819B  568M:   0    71M:2074k  119M:   0   587M:2074k 1344M|2070M 2070M:  29k 4984B:  10k   33k:  39k   38k|   0     0 |  19k  217k
 60  34   1   0   0   4|   0   103M:   0   619M:2483k  566M:   0   103M:2580k 1391M|1989M 1989M:  22k  781B:9227B   30k:  31k   31k|   0     0 |  21k  210k
 59  35   1   0   0   5|   0   103M:   0   852M:2483k  930M:   0   181M:2483k 2066M|1995M 1995M:  40k 5375B:9667B   31k:  49k   36k|   0     0 |  24k  209k
 60  34   1   0   0   5| 819B  968M:   0    51M:2048k   77M:   0   955M:2049k 2051M|1942M 1942M:  34k  781B:9549B   32k:  44k   32k|   0     0 |  21k  202k
 58  36   1   0   0   5| 819B   65M:   0   948M:2483k  903M:   0   335M:2516k 2251M|1885M 1885M:  31k 4984B:9080B   28k:  40k   33k|   0     0 |  23k  199k
 60  35   1   0   0   4|   0   748M:   0    89M:2483k  213M:1638B  365M:2485k 1414M|2003M 2003M:  32k 1405B:  10k   32k:  42k   34k|   0     0 |  19k  211k
 59  35   1   0   0   5|   0   907M:   0   176M:2458k   97M:1638B  800M:2459k 1979M|1945M 1945M:  26k 5047B:  10k   32k:  36k   37k|   0     0 |  18k  206k
 59  36   1   0   0   5|   0    51M:   0  1007M:2074k  878M:   0    51M:2074k 1987M|2029M 2029M:  41k  781B:9830B   29k:  51k   30k|   0     0 |  22k  217k
 58  35   1   0   0   5|   0   955M:   0    26M:2483k   55M:   0  1087M:2483k 2122M|1963M 1963M:  31k 4984B:  10k   33k:  41k   38k|   0     0 |  24k  209k
