You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1742k 3502k:1713k 3502k:1738k 3511k:1750k 3517k:6943k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1591  2154 
  0   0 100   0   0   0|   0     0 :   0     0 :2074k    0 :   0     0 :2074k 5734B|   0     0 :  97B  851B: 133B  669B: 733B 1520B|   0     0 | 227   387 
  0   2  98   0   0   0|   0     0 :   0     0 :2458k    0 :   0     0 :2458k 9011B|   0     0 :  43B 1505B: 307k  306k: 307k  308k|   0     0 | 773   792 
  0  21  79   0   0   0|   0   117k:   0   116k:2483k  109k:   0   120k:2483k  466k|   0     0 :  37B  766B: 367B 2554B: 586B 3320B|   0     0 |1323   551 
  4   2  93   1   0   0|   0   165k:   0   167k:2074k  176k:   0   185k:2372k  695k| 632B  632B:  13B  959B:  17k 1825B:  18k 2784B|   0     0 |1147   794 
 49  23  27   0   0   0|   0   168k:   0   198k:2458k  168k:   0   181k:2542k  986k| 284M  284M: 133B  900B:  14k 7048B:  14k 7947B|   0     0 |  19k   38k
 69  27   3   0   0   1|   0   318k:   0   304k:2074k  322k:   0   347k:2074k 1311k| 884M  884M: 212B 1020B:  10k   14k:  10k   15k|   0     0 |  36k  100k
 78  19   1   0   0   2|   0    45k:   0    32k:2483k   32k:   0    42k:2483k  155k|1167M 1167M: 557B 1349B:  11k   18k:  12k   19k|   0     0 |  24k  130k
 75  22   0   0   0   3|   0    52M:   0   672M:2048k  672M:   0    26M:2048k 1421M|1145M 1145M:  25B  959B:  10k   19k:  10k   20k|   0     0 |  20k  130k
 76  21   0   0   0   3|   0   646M:   0    53k:2074k   53k:   0   646M:2074k 1292M|1080M 1080M:  37B  766B:  11k   19k:  11k   20k|   0     0 |  15k  127k
 78  20   0   0   0   2|   0    51M:   0   226M:2483k  155M:   0    77M:2483k  509M|1135M 1135M:  25B  828B:9815B   20k:  10k   21k|   0     0 |9435   127k
 76  22   0   0   0   3|   0   157M:   0   497M:2048k  542M:   0    73M:2048k 1268M|1151M 1151M:  49B  766B:9750B   22k:  10k   23k|   0     0 |  10k  133k
 73  24   0   0   0   3|   0   489M:   0    26M:2074k   51M:   0   573M:2074k 1138M|1303M 1303M: 145B  959B:9910B   25k:  10k   26k|   0     0 |  11k  145k
 69  27   0   0   0   3|   0   302M:   0   461M:2074k  408M:   0   276M:2074k 1447M|1470M 1470M: 229B  766B:8399B   24k:8718B   25k|   0     0 |  11k  165k
 66  30   0   0   0   4|   0   473M:   0   353M:2458k  424M:   0   421M:2458k 1671M|1706M 1706M:  80B 1020B:8273B   28k:  18k   29k|   0     0 |  14k  184k
 65  31   0   0   0   4|   0   671M:   0   579M:2074k  561M:   0   232M:2074k 2043M|1791M 1791M: 101B  766B:8659B   28k:8960B   29k|   0     0 |  13k  190k
 64  32   0   0   0   4|   0   309M:   0   284M:2483k  335M:   0   771M:2483k 1699M|1939M 1939M:  25B  967B:9634B   31k:  10k   32k|   0     0 |  12k  205k
 63  33   0   0   0   4| 819B  439M:   0   435M:2048k  387M:   0   674M:2049k 1935M|1926M 1926M:  37B  766B:8910B   29k:  11k   30k|   0     0 |  14k  204k
 60  35   0   0   0   4|   0   671M:   0   447M:2074k  671M:   0   208M:2074k 1997M|1932M 1932M:  37B 1487B:9574B   30k:9682B   32k|   0     0 |  16k  205k
 60  35   0   0   0   5|   0   490M:   0   446M:2483k  542M:   0   402M:2483k 1881M|1935M 1935M: 193B  766B:9154B   29k:9653B   30k|   0     0 |  16k  206k
 61  35   0   0   0   5| 819B  327M: 819B  637M:2048k  282M:   0   679M:2050k 1926M|1941M 1941M: 169B  959B:9419B   31k:9722B   32k|   0     0 |  13k  206k
 60  35   0   0   0   5|   0   381M:   0   563M:2483k  405M:   0   543M:2483k 1892M|1916M 1916M:  37B  900B:9277B   30k:9506B   31k|   0     0 |  15k  203k
 60  36   0   0   0   4|   0   421M:   0   542M:2074k  397M:   0   568M:2074k 1927M|1962M 1962M:  13B 1020B:9028B   29k:9142B   30k|   0     0 |  14k  207k
 60  36   0   0   0   4| 819B  442M:   0   568M:2483k  385M:   0   561M:2484k 1956M|1917M 1917M:  55B  784B:9459B   30k:9677B   31k|   0     0 |  15k  204k
 59  36   0   0   0   5| 819B  623M:   0   347M:2048k  673M:   0   287M:2049k 1929M|1948M 1948M:  49B  967B:9265B   30k:9404B   31k|   0     0 |  13k  206k
