You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1743k 3436k:1714k 3437k:1739k 3445k:1750k 3451k:6946k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1589  2127 
  0   0 100   0   0   0|2048k    0 :   0    62k:   0    38k:   0     0 :2088k  109k|  32k   32k:  49B 1169B:  56k   48k:  57k   49k|   0     0 | 799   856 
  0  19  80   0   0   0|2483k   26M:   0   148k:   0   110k:   0    34k:2483k   26M|   0     0 : 301B  766B: 297k   16k: 299k   17k|   0     0 |1313   577 
 20   6  74   0   0   0|2483k   52M:   0   215k:   0    26M:   0    26M:2486k  104M|  28M   28M:  49B 1020B:5665B   34k:6324B   35k|   0     0 |6392  6906 
 59  34   6   0   0   1|2048k   78M:   0   252k:   0    78M:   0    77M:2048k  233M| 556M  556M:  49B  766B:  15k   10k:  15k   11k|   0     0 |  29k   72k
 73  24   1   0   0   2|2483k  429k:   0   290k: 819B  999k:   0   956k:2484k 2997k| 970M  970M:  37B  959B:  10k   16k:  10k   17k|   0     0 |  26k  110k
 78  19   0   0   0   2|2074k   77M:   0    39k:   0   147M:   0    78M:2074k  302M|1180M 1180M:  13B 1294B:  11k   18k:  11k   20k|   0     0 |  19k  133k
 77  21   0   0   0   2|2048k   28M:   0   259M:1638B  576M:   0   184M:2050k 1047M|1115M 1115M:  37B 1019B:  10k   18k:  10k   19k|   0     0 |  14k  129k
 76  22   0   0   0   3|2483k  567M:   0   342M:   0   103M:   0   410M:2483k 1422M|1138M 1138M: 133B  774B:  11k   21k:  11k   21k|   0     0 |  11k  130k
 77  20   0   0   0   2|2074k  232M:   0   303M: 819B  155M:   0   198M:2074k  888M|1149M 1149M: 241B  959B:8934B   20k:9495B   21k|   0     0 |9941   129k
 75  23   0   0   0   3|2048k  207M:   0   206M: 819B  155M:   0   602M:2049k 1170M|1265M 1265M:  37B  828B:  10k   24k:  10k   25k|   0     0 |  11k  142k
 71  25   0   0   0   3|2483k  396M:   0   516M:   0   490M:   0   111M:2483k 1514M|1424M 1424M:  92B  959B:  11k   26k:  11k   27k|   0     0 |  12k  160k
 69  28   0   0   0   3|2049k  585M:   0    84M:   0   469M:   0   327M:2049k 1466M|1437M 1437M:  95B  766B:7766B   24k:8366B   25k|   0     0 |  11k  161k
 67  29   0   0   0   4|2048k  232M:   0   613M:   0   277M:   0   558M:2048k 1680M|1745M 1745M:  37B  959B:8421B   28k:8739B   29k|   0     0 |  13k  185k
 64  31   0   0   0   4|2074k  482M:   0   671M:   0   337M: 819B  468M:2074k 1958M|1795M 1795M:  61B 1232B:8951B   29k:9070B   30k|   0     0 |  14k  191k
 63  33   0   0   0   4|2509k  381M:   0   193M:   0   516M: 819B  621M:2510k 1711M|1951M 1951M: 193B 1029B:9313B   29k:  10k   30k|   0     0 |  13k  207k
 63  33   0   0   0   5|2048k  659M:   0   632M: 819B  544M:   0   161M:2049k 1997M|1959M 1959M: 157B  766B:9703B   30k:9991B   31k|   0     0 |  14k  207k
 60  35   0   0   0   5|2489k  589M:   0   513M:1638B  695M: 819B  437M:2491k 2234M|1933M 1933M:  37B 1092B:9498B   31k:9592B   32k|   0     0 |  18k  206k
 60  35   0   0   0   4|2074k  547M:   0   459M:   0   206M:1638B  604M:2075k 1817M|1910M 1910M:  13B  828B:8881B   30k:8961B   30k|   0     0 |  16k  203k
 60  36   0   0   0   4|2048k  310M:   0   468M:   0   516M: 819B  446M:2049k 1739M|1925M 1925M:  37B  959B:9432B   30k:9514B   31k|   0     0 |  13k  203k
 59  36   0   0   0   5|2483k  622M:   0   443M:   0   581M: 819B  472M:2484k 2119M|1873M 1873M:  61B  766B:8997B   29k:9059B   30k|   0     0 |  13k  198k
 60  36   0   0   0   4|2074k  306M:   0   465M:   0   669M: 819B  503M:2074k 1943M|1988M 1988M:  49B  959B:9764B   31k:9929B   32k|   0     0 |  15k  210k
 60  35   0   0   0   5|2458k  464M:   0   439M:   0   537M: 819B  485M:2458k 1926M|1974M 1974M: 277B 1294B:9110B   30k:9575B   31k|   0     0 |  15k  209k
 60  36   0   0   0   4|2074k  542M:   0   497M:   0   206M: 819B  482M:2074k 1727M|1965M 1965M:  49B  959B:9595B   31k:9645B   32k|   0     0 |  12k  207k
 60  36   0   0   0   4|2458k  542M:   0   561M: 819B  606M:   0   445M:2459k 2154M|1985M 1985M:  37B  790B:9795B   31k:9944B   32k|   0     0 |  15k  210k
 60  36   0   0   0   4|1638k  213M:   0   511M:   0   397M:1638B  668M:1640k 1789M|1958M 1958M:  49B  967B:9178B   30k:  12k   31k|   0     0 |  14k  208k
 59  36   0   0   0   5|   0   716M: 819B  369M:2918k  435M: 819B  410M:2920k 1930M|1945M 1945M:  61B  766B:9174B   30k:9656B   30k|   0     0 |  13k  206k
 59  36   0   0   0   5|   0   568M: 819B  462M:2074k  645M:   0   273M:2074k 1947M|1965M 1965M:  49B 1020B:9483B   30k:9653B   31k|   0     0 |  12k  208k
