You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1759k 4214k:1762k 4217k:1753k 4206k:1768k 4222k:7044k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  198B|1929  2426 
  0   0  99   0   0   0|   0     0 :2074k    0 :   0     0 :   0     0 :2074k 9830B|  32k   32k:  34k   13k: 876k  878k: 910k  891k|   0     0 | 672   547 
  0   0 100   0   0   0|   0    30k:2483k   33k:   0    34k:   0    40k:2483k  151k|   0     0 :  33k 6870B: 301k   13k: 335k   20k|   0     0 | 831   790 
  0   0 100   0   0   0|   0    14k:2458k   10k:   0    11k:   0   303k:2458k  346k|   0     0 :  51k 8696B:1126B  585k:  53k  594k|   0     0 | 380   434 
  7   1  93   0   0   0| 819B   14k:2483k    0 :   0     0 :  85k   29k:2741k   45k| 633B  633B:  29k 6534B:  18k 2104B:  47k 8638B|   0     0 |1924   984 
 38   6  51   3   0   2|  93M   42k:  86M   57k:  64M   56k: 104M   42k: 347M  206k|   0     0 :  22k   12k: 368M  146M: 368M  146M|   0     0 |  69k 9037 
 37  13  41   5   0   5| 196M   28k: 106M   32k: 186M   37k: 128M   38k: 617M  145k|  31B   31B:  27k 6536B: 339M  542M: 339M  542M|   0     0 |  96k   23k
 31   3  65   1   0   1|3116k   62k:  21M   62k:  13M   31k:  31M   36k:  68M  234k|   0     0 :  38k   24k:  79M   99M:  79M   99M|   0     0 |  37k 5146 
 29   2  69   0   0   0|   0    56k:   0    50k:   0   884k:2074k   48k:2074k 1062k|   0     0 :  26k   22k:4072B 4984B:  30k   27k|   0     0 |5568  2734 
 51  15  18  11   0   5| 118M   37k: 244M   37k: 201M   46k: 267M   38k: 831M  171k|   0     0 :  31k   43k: 723M  507M: 723M  507M|   0     0 |  74k   39k
 56  15   8  14   0   6| 310M   61k: 253M   33k: 213M   29k: 191M  336k: 967M  481k|   0     0 :  43k   38k: 909M  685M: 909M  685M|   0     0 |  79k   46k
 28  14  20  32   0   7| 241M  124k: 214M   30k: 195M   36k: 135M  145k: 784M  382k|   0     0 :  28k   56k:1029M  860M:1029M  860M|   0     0 |  68k   52k
 21  14  23  36   0   7| 215M   16k: 225M  134k: 217M  201k: 233M   42k: 890M  447k|   0     0 :  43k   54k: 956M  879M: 956M  879M|   0     0 |  77k   62k
 20  14  22  38   0   6| 148M   21k: 131M   38k: 224M   86k: 250M   42k: 754M  238k|   0     0 :  30k   66k: 908M  856M: 908M  856M|   0     0 |  74k   63k
 21  15  26  33   0   6| 136M   36k: 114M   68k: 182M   61k: 190M   18k: 622M  261k|   0     0 :  31k   54k:1049M  801M:1049M  801M|   0     0 |  76k   65k
