You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1417k 4044k:1449k 4055k:1437k 4037k:1410k 4046k:5714k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  187B|1852  2349 
  0   0 100   0   0   0|   0     0 :2868k    0 :   0     0 :   0     0 :2868k 2458B|   0     0 :  43k 6634B: 116B  491B:  43k 7125B|   0     0 | 406   434 
  0   0 100   0   0   0|   0     0 :2893k    0 :   0     0 :   0     0 :2893k   14k|   0     0 :  51k   52B:  23k   34k:  74k   34k|   0     0 |1433  1373 
  0   0  99   0   0   0|   0    24k:2509k   21k:   0    21k:   0    22k:2509k   98k|   0     0 :  45k 5712B: 315k   24k: 360k   29k|   0     0 | 590   544 
  0   0 100   0   0   0|   0     0 :2867k    0 :   0     0 :   0     0 :2867k 2458B|   0     0 :  27k   52B: 450B  984B:  30k 1036B|   0     0 | 338   417 
 24   2  73   1   0   0|   0    32k:  80M    0 :  52M    0 :  38M    0 : 170M   36k| 633B  633B:  34k 5912B:  92M   64M:  92M   64M|   0     0 |  16k 3904 
 41  11  33  11   0   3| 373M   31k: 364M   34k: 527M   46k: 258M   39k:1522M  160k|   0     0 :  21k   52B: 377M  433M: 377M  433M|   0     0 |  98k   16k
 44  14  21  16   0   4| 492M   33k: 445M   33k: 522M   37k: 489M   28k:1947M  140k|  31B   31B:  23k 6048B: 456M  434M: 456M  434M|   0     0 |  92k   25k
 48  18  10  18   0   6| 628M   31k: 447M   30k: 588M   30k: 628M   36k:2290M  141k|   0     0 :  42k   52B: 490M  610M: 490M  610M|   0     0 |  86k   37k
 49  19   7  18   0   6| 523M  350k: 634M   74k: 599M   79k: 666M   86k:2422M  650k|   0     0 :  34k 5785B: 584M  501M: 585M  501M|   0     0 |  90k   44k
 53  19   4  19   0   5| 668M  119k: 648M  124k: 631M  144k: 614M  134k:2561M  531k|   0     0 :  30k   52B: 518M  283M: 518M  283M|   0     0 |  87k   41k
 43  17  10  25   0   5| 659M   26k: 664M  329k: 436M   65k: 576M   60k:2334M  490k|   0     0 :  35k 5712B: 401M  361M: 401M  361M|   0     0 |  94k   37k
