You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1499k 4033k:1498k 4035k:1491k 4025k:1512k 4040k:6001k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  55B  196B|1865  2340 
  0   0  99   0   0   0|   0  8192B:   0  9011B:2893k    0 :   0  7373B:2893k   27k|  32k   32k:  25k 1069B: 674k  707k: 699k  708k|   0     0 | 629   586 
  0   0 100   0   0   0|   0    46k:   0    31k:2483k   40k:   0    38k:2484k  168k|   0     0 :  21k   18k:  45k   43k:  71k   61k|   0     0 |1749  1604 
  3   0  97   0   0   0|   0    17k:   0    38k:2870k   42k:   0    52k:3172k  162k| 633B  633B:  32k  764B: 312k   20k: 345k   21k|   0     0 |1283   800 
 35   5  55   4   0   1| 129M   44k:  79M   42k: 244M   34k: 223M   41k: 676M  174k|   0     0 :  24k   15k:  63M  217M:  63M  217M|   0     0 |  47k 8369 
 42  11  33  10   0   3| 439M   38k: 384M   32k: 305M   24k: 372M   33k:1500M  140k|  31B   31B:  39k   52B: 441M  157M: 441M  157M|   0     0 |  78k   13k
 41  40   6   8   0   5| 538M   39k: 457M  203k: 370M   27k: 600M   31k:1965M  346k|   0     0 :  33k   31k: 362M  378M: 362M  378M|   0     0 |  75k   20k
 52  21   7  15   0   5| 411M   38k: 676M   32k: 446M   26k: 609M   33k:2143M  163k|   0     0 :  26k   16k: 457M  410M: 457M  410M|   0     0 |  89k   27k
 48  31   4  11   0   6| 521M  729k: 572M   77k: 518M  113k: 629M  100k:2240M 1034k|   0     0 :  52k   47k: 441M  514M: 441M  514M|   0     0 |  74k   31k
 45  16  22  15   0   3| 195M  431k: 347M   51k: 232M   25k: 375M   71k:1150M  598k|   0     0 :  36k   47k: 305M  255M: 305M  255M|   0     0 |  55k   21k
 21   5  68   5   0   1| 115M  346k: 187M  126k: 102M  108k: 148M  111k: 551M  712k|   0     0 :  30k   68k: 158M   64M: 158M   64M|   0     0 |  30k 9417 
  3   1  96   0   0   0|   0    69k:   0    58k:   0    23k:2918k   99k:2918k  300k|   0     0 :  44k   51k:1233B 5950B:  46k   57k|   0     0 |1865  2238 
 12   9  61  15   0   3| 291M   64k: 277M   58k: 287M   22k: 261M   45k:1115M  247k|   0     0 :  38k   65k: 272M  151M: 272M  151M|   0     0 |  33k   21k
 23  16  21  35   0   5| 344M   68k: 640M   65k: 627M   38k: 410M   14k:2021M  263k|   0     0 :  33k   50k: 517M  384M: 517M  384M|   0     0 |  80k   40k
 18  26  16  35   0   5| 622M   34k: 511M   54k: 375M   44k: 595M   40k:2103M  253k|   0     0 :  25k   69k: 596M  247M: 596M  248M|   0     0 |  87k   42k
 22  43  12  17   0   6| 372M   38k: 411M   43k: 614M   21k: 510M   83k:1907M  264k|   0     0 :  31k   50k: 622M  422M: 622M  422M|   0     0 |  72k   46k
 12  83   1   2   0   3|  43M  106k: 227M   16k: 247M   26k: 193M   42k: 709M  262k|   0     0 :  23k   61k: 152M   50M: 152M   50M|   0     0 |  25k   10k
 13  58   8  17   0   4| 325M   10k: 311M   34k: 310M   27k: 273M   57k:1220M  188k|   0     0 :  39k   71k: 313M  371M: 313M  371M|   0     0 |  41k   30k
 18  58   6  12   0   5| 415M    0 : 365M    0 : 400M    0 : 357M 6554B:1536M   41k|   0     0 :  33k   72k: 466M  235M: 466M  235M|   0     0 |  49k   36k
 10  82   2   3   0   3| 228M    0 : 329M    0 : 254M    0 : 222M    0 :1033M   42k|   0     0 :  37k   54k: 309M  108M: 309M  108M|   0     0 |  43k   12k
 13  54   3  26   0   4| 286M    0 : 343M    0 : 354M    0 : 244M    0 :1227M   34k|   0     0 :  40k   66k: 244M  602M: 244M  602M|   0     0 |  46k   33k
  6  73   7  12   0   2| 242M    0 : 217M    0 : 202M    0 : 170M    0 : 830M   46k|   0     0 :  43k   47k: 145M   40M: 145M   40M|   0     0 |  30k 7173 
  7  78   4   8   0   3| 174M    0 : 156M    0 : 229M    0 : 257M    0 : 816M  166k|   0     0 :  30k   72k: 310M  111M: 310M  111M|   0     0 |  39k   15k
 12  25  20  37   0   6| 523M 9011B: 609M 6554B: 557M 2458B: 438M    0 :2127M   69k|   0     0 :  40k   61k: 680M  733M: 680M  733M|   0     0 |  75k   69k
  8  42  15  31   0   5| 294M    0 : 451M    0 : 273M    0 : 430M 4915B:1448M   36k|   0     0 :  39k   73k: 400M  392M: 400M  392M|   0     0 |  67k   46k
 10  59   4  21   0   6| 298M    0 : 446M    0 : 517M    0 : 504M    0 :1763M   25k|   0     0 :  23k   50k: 524M  324M: 524M  324M|   0     0 |  76k   51k
  7  57   6  26   0   4| 293M    0 : 294M    0 : 354M    0 : 318M    0 :1259M   39k|   0     0 :  20k   88k: 296M  597M: 296M  597M|   0     0 |  42k   39k
  9  16  20  49   0   6| 509M    0 : 527M    0 : 498M    0 : 501M    0 :2035M   23k|   0     0 :  30k   50k: 617M  473M: 617M  474M|   0     0 |  86k   72k
  9  14  36  36   0   4| 557M    0 : 568M    0 : 512M    0 : 484M    0 :2122M   63k|   0     0 :  23k   69k: 504M   89M: 504M   89M|   0     0 |  96k   50k
  9  29  25  31   0   5| 461M    0 : 550M   16k: 390M    0 : 540M 9830B:1940M   99k|   0     0 :  39k   50k: 654M  209M: 654M  209M|   0     0 |  99k   55k
  9  37  12  35   0   6| 494M 8192B: 418M    0 : 527M 9011B: 517M    0 :1956M   41k|   0     0 :  33k   66k: 627M  469M: 627M  469M|   0     0 |  76k   66k
  9  19  30  38   0   5| 501M   23k: 547M    0 : 288M    0 : 525M   17k:1861M   73k|   0     0 :  24k   47k: 588M  357M: 588M  357M|   0     0 |  98k   64k
 10  41  11  33   0   6| 477M    0 : 355M   19k: 455M   20k: 560M    0 :1848M   70k|   0     0 :  54k   53k: 615M  345M: 615M  345M|   0     0 |  83k   63k
  8  50  12  24   0   6| 428M    0 : 288M    0 : 386M    0 : 438M 9830B:1539M   57k|   0     0 :  36k   40k: 565M  386M: 565M  386M|   0     0 |  62k   56k
  8  28  20  39   0   6| 543M   10k: 530M   13k: 526M 8192B: 510M   16k:2109M   81k|   0     0 :  33k   65k: 565M  513M: 565M  513M|   0     0 |  94k   71k
  7  21  25  41   0   6| 508M   18k: 621M   14k: 420M   18k: 304M   17k:1853M  141k|   0     0 :  40k   38k: 472M  613M: 472M  613M|   0     0 |  85k   59k
  8  23  24  38   0   6| 384M   18k: 271M   10k: 555M   18k: 288M 5734B:1498M   73k|   0     0 :  41k   50k: 684M  527M: 684M  527M|   0     0 |  74k   72k
