You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1280k 3672k:1284k 3686k:1283k 3676k:1290k 3684k:5138k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  54B  202B|1774  2251 
  0   0  99   0   0   0|   0    34k:2470k    0 :   0    17k:   0    57k:2510k  118k|  31k   31k:  25k 6723B:1880k 1923k:1905k 1929k|   0     0 |1965  1700 
  0   8  92   0   0   0| 819B  242k:2868k   81k: 819B   86k:   0   255k:2870k  667k|   0     0 :  40k  661B: 301k 1113B: 341k 1775B|   0     0 | 874   488 
  0  11  87   1   0   0|2458B  484k:2833k  520k:2458B  506k:   0   546k:2838k 2432k|   0     0 :  33k 2603B:8988B  714B:  42k 3317B|   0     0 |1291   463 
  9   5  83   3   0   0|   0  1000k:2484k  582k:   0   509k:   0  1115k:2877k 3217k| 633B  633B:  34k   52B:3641B   17k:  38k   17k|   0     0 |3151  1099 
 54  29  15   0   0   2|   0     0 :2483k  290k:   0   297k:   0   355k:2485k  953k| 238M  238M:  47k 5849B: 494M  455M: 494M  455M|   0     0 |  66k   55k
 54  40   2   0   0   4|   0   370k:2458k  204k:   0   223k:   0   222k:2458k 1358k| 332M  332M:  38k   52B: 784M  813M: 784M  813M|   0     0 |  82k   68k
 64  30   1   0   0   4|   0  2100k:2483k  208k:   0   234k:   0   212k:2483k 2770k| 372M  372M:  32k 2135B: 791M  711M: 791M  711M|   0     0 |  81k   76k
 61  34   0   0   0   4|   0   190k:2074k  423k:   0   109k:   0   184k:2074k  916k| 403M  403M:  40k   62B: 823M  759M: 823M  759M|   0     0 |  79k   75k
 62  33   0   0   0   5|   0   155M:2458k  105M:   0   105M:   0   181M:2458k  545M| 402M  402M:  32k 5712B: 911M  912M: 911M  912M|   0     0 |  77k   72k
 65  30   0   0   0   5|   0    26M:2483k  631M:   0   568M: 819B  383M:2484k 1608M| 378M  378M:  24k   52B: 720M  742M: 720M  742M|   0     0 |  71k   78k
