You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1436k 3436k:1433k 3438k:1423k 3427k:1444k 3443k:5736k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  202B|1724  2144 
  0   0 100   0   0   0|   0    48k:2483k   81k:   0    82k:   0     0 :2490k  222k|  32k   32k:  42k   12k: 654k   46k: 696k   59k|6554B    0 | 856   787 
  0  18  82   0   0   0|   0    29k:2074k   94k:   0    94k:   0    30k:2074k  334k|   0     0 :  48k 7352B: 297k  293k: 345k  301k|   0     0 |1356   557 
  0  24  75   0   0   0|   0   255k:2458k  210k:   0   210k:   0   258k:2458k  946k|   0     0 :  25k   11k:4546B  523B:  29k   12k|   0     0 |1724   560 
 34  30  36   0   0   0|   0   182k:2483k  211k:   0   190k:   0   552k:2878k 1146k| 103M  103M:  22k 7347B:  22k 5113B:  44k   12k|   0     0 |  13k   17k
 64  30   5   0   0   1|   0   190k:2049k  190k:   0   193k:   0   183k:2049k  758k| 733M  733M:  30k   11k:  11k   12k:  41k   23k|   0     0 |  33k   90k
 77  20   1   0   0   2|   0   182k:2483k  124k:  20k  130k:   0   206k:2503k  651k|1049M 1049M:  23k   13k:9827B   16k:  33k   29k|   0     0 |  28k  120k
 79  19   0   0   0   2|   0    83k:2074k  698k:   0   696k:   0   102k:2074k 1603k|1195M 1195M:  38k   27k:  11k   19k:  49k   47k|   0     0 |  17k  135k
 80  18   0   0   0   2|   0   758k:2483k  731k:   0   349k:   0    46k:2483k 1901k|1144M 1144M:  41k   26k:  10k   19k:  51k   45k|   0     0 |  11k  130k
 78  20   0   0   0   2|   0    51M:2074k   52M:   0    73M:   0   129M:2074k  305M|1208M 1208M:  27k   40k:  11k   21k:  38k   60k|   0     0 |9551   136k
 75  22   0   0   0   3| 819B  757M:2458k  671M:   0    31M:   0    78M:2458k 1536M|1124M 1124M:  45k   42k:9103B   22k:  54k   64k|   0     0 |  12k  128k
 71  26   0   0   0   3| 819B  534M:2074k  619M:1638B  660M: 819B  387M:2077k 2201M|1245M 1245M:  32k   49k:7997B   21k:  40k   70k|   0     0 |  13k  141k
 71  26   0   0   0   3|   0    27k:2483k   34k: 819B  579M:   0   700M:2484k 1280M|1429M 1429M:  21k   54k:  11k   26k:  32k   80k|   0     0 |  12k  160k
 71  26   0   0   0   3|   0   103M:2048k   77M:   0   103M:   0   126M:2048k  409M|1647M 1647M:  40k   65k:8509B   27k:  49k   92k|   0     0 |  12k  180k
 66  30   0   0   0   4| 819B  487M:2483k  390M:2458B  561M: 819B  366M:2487k 1805M|1770M 1770M:  49k   55k:8753B   29k:  59k   83k|   0     0 |  13k  189k
 62  33   0   0   0   5|   0   803M:2074k  819M:1638B  676M:1638B  847M:2077k 3145M|1780M 1780M:  28k   65k:8340B   28k:  39k   93k|   0     0 |  16k  190k
 65  31   0   0   0   4|   0   103M:2458k  189M:   0   116M: 819B  232M:2458k  641M|1970M 1970M:  20k   55k:9326B   29k:  30k   84k|   0     0 |  13k  210k
 61  34   0   0   0   5|   0   573M:2049k  482M: 819B  569M: 819B  413M:2050k 2037M|1984M 1984M:  29k   65k:9799B   32k:  38k   96k|   0     0 |  15k  211k
 62  33   0   0   0   5|1664k  692M: 820k  803M:1638B  736M:   0    66M:2486k 2297M|1976M 1976M:  22k   54k:9003B   29k:  31k   83k|   0     0 |  20k  210k
 62  33   0   0   0   4|2483k  229M:   0   206M: 819B  155M:2458B  981M:2486k 1570M|2008M 2008M:  36k   65k:9764B   31k:  46k   96k|   0     0 |  13k  211k
 61  34   0   0   0   5|2074k  735M:   0   129M: 819B  668M:   0   868M:2074k 2400M|2012M 2012M:  41k   54k:9653B   31k:  51k   86k|   0     0 |  13k  213k
 62  34   0   0   0   5|2483k  326M:   0   594M:1638B  442M:   0   382M:2485k 1744M|2032M 2032M:  27k   65k:9393B   30k:  37k   94k|   0     0 |  13k  215k
 62  34   0   0   0   5|2074k  361M:   0   938M: 819B  437M:   0   218M:2074k 1954M|2035M 2035M:  43k   54k:  10k   32k:  53k   87k|   0     0 |  15k  217k
 60  34   0   0   0   6|2458k  153M:   0   877M:   0   720M:   0   924M:2458k 2673M|1964M 1964M:  32k   60k:9236B   29k:  41k   89k|   0     0 |  23k  208k
 63  33   0   0   0   4|2483k  905M:   0    68M:   0   237M:   0    71M:2483k 1282M|2032M 2032M:  20k   60k:9901B   30k:  30k   90k|   0     0 |  14k  214k
 61  34   0   0   0   5|2075k  805M:   0   411M:   0   438M:   0   361M:2075k 2016M|2039M 2039M:  40k   65k:9797B   32k:  50k   97k|   0     0 |  14k  216k
 60  34   0   0   0   5|2458k  486M:   0   828M:   0   747M:   0   413M:2458k 2472M|1989M 1989M:  47k   54k:9204B   29k:  57k   84k|   0     0 |  21k  210k
 62  34   0   0   0   4|2484k  284M:   0   309M:   0   440M:   0   568M:2484k 1601M|2089M 2089M:  24k   60k:  10k   31k:  33k   91k|   0     0 |  15k  220k
 60  35   0   0   0   5|2052k  717M:   0   595M:   0   725M:   0   987M:2052k 3024M|1932M 1932M:  23k   59k:9405B   31k:  33k   90k|   0     0 |  17k  205k
 61  34   0   0   0   5|2483k  264M:   0   283M:   0   230M:   0   612M:2483k 1389M|2132M 2132M:  32k   60k:  10k   32k:  42k   92k|   0     0 |  15k  225k
 60  35   0   0   0   4|2484k  538M:   0   516M:   0   437M:   0   129M:2484k 1620M|1998M 1998M:  24k   59k:9515B   31k:  33k   90k|   0     0 |  15k  211k
 59  36   0   0   0   5|2485k  906M:   0    77M: 819B  942M:   0   103M:2531k 2029M|1970M 1970M:  38k   60k:9415B   30k:  47k   90k|   0     0 |  14k  208k
 60  36   0   0   0   4|2074k   26M:   0   852M:   0    92M:   0   998M:2397k 1968M|1956M 1956M:  42k   60k:  10k   31k:  53k   91k|   0     0 |  15k  207k
 61  35   0   0   0   4|2459k  676M:   0   232M:   0   669M:   0   350M:2543k 1927M|1871M 1871M:  27k   60k:9077B   30k:  36k   89k|   0     0 |  14k  197k
 61  35   0   0   0   4|2484k  305M:   0   542M:   0   337M:   0   706M:2568k 1890M|1948M 1948M:  42k   53k:  10k   31k:  53k   84k|   0     0 |  15k  206k
 61  34   0   0   0   5|2483k  239M:   0   722M:   0   424M:   0   526M:2483k 1912M|1915M 1915M:  31k   54k:9309B   29k:  40k   83k|   0     0 |  14k  206k
 60  35   0   0   0   5|2483k  803M:   0   310M:   0   582M:   0   234M:2483k 1929M|1946M 1946M:  20k   56k:9313B   29k:  29k   85k|   0     0 |  21k  207k
 59  36   0   0   0   5|2049k 1055M:   0   413M:   0    28M:   0   802M:2049k 2297M|1961M 1961M:  41k   44k:  10k   32k:  51k   76k|   0     0 |  22k  208k
 60  35   0   0   0   5|2483k   61k:   0   694M:   0  1114M:   0    48k:2483k 1808M|2050M 2050M:  45k   50k:  10k   31k:  56k   81k|   0     0 |  23k  220k
 59  36   0   0   0   5|2458k  301M: 819B 1014M:   0   180M:   0   464M:2459k 1960M|2098M 2098M:  23k   44k:  10k   29k:  33k   73k|   0     0 |  23k  224k
