You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1594k 4245k:1595k 4258k:1602k 4249k:1604k 4257k:6395k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1940  2463 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 2458B|   0     0 :  36k 1247B: 183B  670B:  36k 1917B|   0     0 | 316   372 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 9011B|   0     0 :  32k 2135B:5255B 8762B:  38k   11k|   0     0 | 694   695 
  0   0 100   0   0   0|2483k   13k:   0    12k:   0    18k:   0    14k:2483k   60k|   0     0 :  40k   71B: 297k  298k: 338k  298k|   0     0 | 492   488 
  0   0 100   0   0   0|2458k    0 :   0     0 :   0     0 :   0   290k:2458k  292k|   0     0 :  35k 5712B: 597B  293k:  36k  298k|   0     0 | 314   392 
 25   4  69   1   0   1|  79M    0 :  74M    0 :  67M    0 :  77M 4915B: 297M   15k| 633B  633B:  23k   52B: 153M  301M: 153M  301M|   0     0 |  31k 8072 
 44  16  32   1   0   6| 226M   42k: 249M   38k: 218M   42k: 205M   34k: 899M  168k|   0     0 :  19k 2262B: 623M  923M: 623M  923M|   0     0 |  39k   57k
 44  19  29   2   0   6| 254M   21k: 359M   33k: 376M   50k: 284M   33k:1274M  149k|  31B   31B:  27k   52B: 596M 1219M: 596M 1219M|   0     0 |  52k   61k
 45  27  18   4   0   7| 439M   30k: 246M   42k: 361M   44k: 333M   40k:1379M  189k|   0     0 :  29k 5712B: 608M 1214M: 608M 1214M|   0     0 |  51k   48k
 47  22  21   3   0   6| 330M   53k: 408M   42k: 300M   38k: 346M   35k:1383M  176k|   0     0 :  42k  388B: 685M 1045M: 685M 1045M|   0     0 |  64k   46k
 50  31  10   3   0   6| 379M  117k: 316M  114k: 246M  141k: 464M  123k:1405M  505k|   0     0 :  36k 2135B: 729M  666M: 729M  666M|   0     0 |  72k   38k
 17  79   0   0   0   4|  81M   45k:  84M  351k: 101M   76k:  64M   59k: 330M  600k|   0     0 :  23k   52B: 319M   90M: 319M   90M|   0     0 |  40k 6532 
 21  72   2   2   0   3| 170M   51k: 144M   74k: 121M   62k:  88M   53k: 523M  306k|   0     0 :  56k   16k: 376M  317M: 376M  317M|   0     0 |  29k   19k
  9  77  10   3   0   1|  86M   18k: 105M   27k:  32M   98k:7818k   60k: 231M  271k|   0     0 :  28k   11k: 198M   91M: 198M   91M|   0     0 |  15k   11k
 24  25  29  15   0   6| 509M   24k: 241M   74k: 378M   51k: 385M   46k:1513M  250k|   0     0 :  29k   16k:1046M 1052M:1047M 1052M|   0     0 |  63k   55k
 20  38  22  13   0   7| 173M   69k: 341M   41k: 341M   42k: 344M   44k:1199M  270k|   0     0 :  39k   52B:1173M  836M:1173M  836M|   0     0 |  60k   49k
 18  46  18  14   0   5| 271M   78k: 237M   29k: 320M   21k: 211M   57k:1039M  259k|   0     0 :  33k   16k: 725M  843M: 725M  843M|   0     0 |  51k   43k
 19  70   3   3   0   4| 117M   74k: 144M   42k: 112M   72k: 168M 9011B: 541M  257k|   0     0 :  24k  388B: 657M  366M: 657M  366M|   0     0 |  34k   27k
 20  55  13   7   0   4| 254M   19k: 175M    0 : 120M   19k: 169M   37k: 719M  137k|   0     0 :  25k   12k: 569M  614M: 569M  614M|   0    15k|  50k   38k
 16  28  32  17   0   7| 364M 4915B: 395M 4096B: 322M    0 : 314M   10k:1393M  173k|   0     0 :  31k 8614B: 937M 1304M: 937M 1304M|   0    43k|  71k   61k
 16  47  19  11   0   6| 292M   19k: 242M    0 : 246M 4915B: 245M    0 :1024M   91k|   0     0 :  23k 5712B:1140M 1012M:1140M 1012M|   0    46k|  55k   50k
 13  32  26  22   0   7| 261M 4915B: 329M    0 : 367M    0 : 319M    0 :1276M   94k|   0     0 :  38k   52B:1101M 1344M:1101M 1344M|   0    38k|  64k   58k
 12  25  26  30   0   7| 263M    0 : 336M    0 : 405M    0 : 380M    0 :1383M   37k|   0     0 :  32k 2262B:1392M 1485M:1392M 1485M|   0     0 |  57k   58k
 12  38  21  23   0   7| 233M    0 : 358M 6554B: 350M    0 : 336M    0 :1278M   30k|   0     0 :  25k   52B:1293M 1353M:1293M 1353M|   0     0 |  54k   53k
 12  33  30  19   0   6| 299M   11k: 393M    0 : 250M 8192B: 368M    0 :1310M   46k|   0     0 :  54k 5712B:1363M 1360M:1363M 1360M|   0     0 |  58k   59k
  9  16  43  26   0   6| 401M 8192B: 286M   14k: 338M   24k: 434M   30k:1458M  125k|   0     0 :  37k  388B:1410M 1506M:1410M 1506M|   0     0 |  58k   69k
 10  21  38  26   0   6| 453M    0 : 376M    0 : 482M    0 : 402M    0 :1714M   33k|   0     0 :  31k 5776B:1455M 1757M:1455M 1757M|   0     0 |  48k   69k
 10  18  34  32   0   6| 391M    0 : 575M    0 : 431M    0 : 395M    0 :1793M   22k|   0     0 :  39k   52B:1416M 1749M:1416M 1749M|   0     0 |  51k   70k
 10  16  38  30   0   6| 419M    0 : 418M    0 : 353M    0 : 470M    0 :1661M   62k|   0     0 :  35k 5740B:1659M 1664M:1659M 1664M|   0     0 |  52k   72k
 10  21  38  24   0   6| 416M    0 : 509M    0 : 381M    0 : 541M    0 :1847M   40k|   0     0 :  25k   62B:1440M 1719M:1440M 1719M|   0     0 |  50k   68k
 10  16  45  23   0   6| 299M    0 : 439M    0 : 484M 2458B: 410M    0 :1632M   17k|   0     0 :  25k 5776B:1590M 1617M:1590M 1617M|   0     0 |  53k   68k
  9  44  24  17   0   6| 326M 5734B: 397M   11k: 433M   18k: 406M    0 :1563M   63k|   0     0 :  34k  194B:1409M 1567M:1409M 1567M|   0     0 |  39k   52k
 10  41  25  17   0   6| 242M    0 : 356M    0 : 318M 6554B: 400M    0 :1316M   66k|   0     0 :  36k 5712B:1226M 1186M:1226M 1186M|   0     0 |  47k   56k
  8  33  23  29   0   6| 440M   17k: 239M 8192B: 342M   18k: 236M   10k:1258M   83k|   0     0 :  39k  388B:1539M 1267M:1539M 1267M|   0     0 |  48k   59k
 10  27  32  25   0   6| 414M    0 : 236M    0 : 321M    0 : 258M    0 :1229M   47k|   0     0 :  32k 5776B:1523M 1082M:1523M 1082M|   0     0 |  53k   63k
 16  26  31  20   0   7| 383M    0 : 373M    0 : 272M    0 : 474M    0 :1501M   47k|   0     0 :  25k   52B:1575M 1434M:1575M 1434M|   0     0 |  56k   63k
 10  33  27  23   0   7| 284M   19k: 478M   23k: 297M   30k: 392M   18k:1450M  101k|   0     0 :  53k 5712B:1537M 1458M:1537M 1458M|   0     0 |  47k   57k
 10  28  29  26   0   7| 273M    0 : 356M    0 : 418M    0 : 335M    0 :1382M 7373B|   0     0 :  36k   62B:1483M 1370M:1483M 1370M|   0     0 |  51k   59k
 16  22  29  27   0   6| 319M 1638B: 261M    0 : 285M   29k: 432M  819B:1298M   64k|   0     0 :  30k 2281B:1452M 1380M:1452M 1380M|   0     0 |  53k   64k
 10  25  32  27   0   7| 418M   15k: 363M   40k: 266M   15k: 363M   20k:1409M  153k|   0     0 :  40k   62B:1573M 1400M:1573M 1400M|   0     0 |  50k   60k
 11  19  32  33   0   6| 452M   27k: 359M    0 : 293M    0 : 241M   21k:1345M   75k|   0     0 :  33k 5712B:1620M 1397M:1620M 1397M|   0     0 |  51k   64k
