You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1867k 4188k:1849k 4187k:1874k 4198k:1883k 4202k:7475k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  161B|1748  2370 
  0   0 100   0   0   0|   0     0 :   0     0 :   0     0 :2893k    0 :2893k 6554B|   0     0 : 229B  904B: 135B  670B: 544B 1574B|   0     0 | 225   388 
  0   0 100   0   0   0|   0     0 :   0     0 :   0     0 :2868k    0 :2868k 2458B|   0     0 :  25B 1092B:  37k   54k:  37k   55k|   0     0 |1726  1764 
  0   0 100   0   0   0|   0    30k:   0    31k:   0    27k:2458k   26k:2458k  120k|   0     0 :  73B  766B: 316k  302k: 316k  303k|   0     0 | 375   560 
  0   0 100   0   0   0|3328k    0 :   0     0 :   0     0 :   0     0 :3328k 4915B|   0     0 :  37B  959B:  18k 1495B:  18k 2454B|   0     0 | 251   415 
 23   2  74   1   0   0|  54M    0 :  69M    0 : 819B   34k:  77M   26k: 202M   70k| 633B  633B:  61B  828B:  10k 3242B:  11k 4070B|   0     0 |6729  2325 
 38   9  41  11   0   1| 277M   42k: 478M   42k: 280M   30k: 387M   32k:1422M  150k|   0     0 : 320B 1677B:  36k 4454B:  38k 6130B|   0     0 |  25k 9764 
 40  12  29  18   0   1| 400M   42k: 517M   26k: 515M   29k: 589M   30k:2020M  139k|  31B   31B: 145B  766B:  32k 5912B:  32k 6678B|   0     0 |  35k   16k
 41  13  23  22   0   1| 468M   34k: 658M   29k: 485M   36k: 648M   30k:2259M  188k|   0     0 :  49B 1287B:  24k 7421B:  24k 8708B|   0     0 |  33k   17k
 42  15  15  27   0   1| 594M   82k: 584M   94k: 616M  385k: 649M   88k:2444M  669k|   0     0 :  73B  836B:  42k 9446B:  42k   10k|   0     0 |  43k   22k
 42  13  13  31   0   2| 577M  143k: 568M  128k: 611M  112k: 507M  119k:2263M  514k|   0     0 :  55B 1037B:  24k   10k:  24k   11k|   0     0 |  40k   31k
 33  12  14  40   0   2| 546M   69k: 419M  354k: 500M   67k: 471M   27k:1936M  588k|   0     0 :  61B  774B:  33k   12k:  34k   13k|   0     0 |  37k   36k
 14   9  35  40   0   1| 587M   68k: 262M   54k: 474M   24k: 462M   62k:1784M  265k|   0     0 :  25B  959B:  14k   11k:  14k   12k|   0     0 |  29k   32k
 17  11  30  41   0   2| 490M   92k: 435M   21k: 470M   18k: 418M   66k:1813M  248k|   0     0 : 289B  828B:  14k   11k:  14k   12k|   0     0 |  30k   35k
 15   8  43  33   0   1| 307M   18k: 167M   57k: 427M   46k: 464M   66k:1364M  249k|   0     0 :  25B  959B:  14k   11k:  14k   12k|   0     0 |  27k   33k
