You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1435k 3468k:1432k 3470k:1423k 3459k:1443k 3475k:5734k   14M|   0     0 :   0     0 :   0     0 :   0     0 |  57B  201B|1725  2157 
  0   0 100   0   0   0|   0     0 :2048k    0 :   0     0 :   0     0 :2048k    0 |   0     0 :  41k   14k: 114B  490B:  42k   15k|   0     0 | 322   385 
  0   6  94   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 6554B|   0     0 :  32k 1534B: 321k   15k: 353k   16k|   0     0 |1047   830 
  0  26  73   0   0   0|   0    99k:2483k  100k:   0   103k:   0    94k:2483k  400k|   0     0 :  32k   14k:4844B   16k:  37k   29k|   0     0 |1546   613 
  5  27  68   1   0   0|   0   243k:2483k  203k:   0   208k:   0   201k:2486k  863k| 632B  632B:  39k 4984B:5065B   32k:  44k   36k|   0     0 |2794   857 
 48  33  18   0   0   0|   0   284k:2048k  266k:   0   282k:   0   255k:2048k 1098k| 282M  282M:  34k   14k:7295B 7010B:  41k   21k|   0     0 |  21k   38k
 76  19   4   0   0   1|   0   206k:2483k  223k:   0   207k:   0   218k:2483k  866k|1001M 1001M:  29k 1397B:  10k   15k:  39k   16k|   0     0 |  44k  117k
 78  19   1   0   0   2|   0    50k:2074k   36k:   0    39k:   0    35k:2074k  230k|1194M 1194M:  17k   26k:  11k   18k:  29k   44k|   0     0 |  25k  133k
 78  20   0   0   0   2|   0    38k:2458k   30k:   0    40k:   0    38k:2477k  538k|1274M 1274M:  39k   21k:  11k   20k:  50k   41k|  19k    0 |  14k  144k
 79  19   0   0   0   2|   0    63k:2074k   82k:   0   354k:   0    59k:2074k  574k|1220M 1220M:  32k   39k:  10k   20k:  43k   59k|   0     0 |  11k  137k
 76  21   0   0   0   3|2458B  383M:2483k  130M:1638B  613M:   0   428M:2487k 1554M|1109M 1109M:  30k   33k:  11k   20k:  41k   53k|   0     0 |  11k  123k
 73  24   0   0   0   3|6554B  613M:2048k  429M:   0   729M:   0   671M:2054k 2442M|1137M 1137M:  33k   48k:9095B   22k:  43k   70k|   0     0 |  12k  129k
 71  26   0   0   0   3|3277B  347M:2483k  810M:   0    38k:   0   244M:2486k 1400M|1320M 1320M:  26k   49k:9795B   24k:  36k   73k|   0     0 |  12k  147k
 73  25   0   0   0   3|   0    30k:2074k   52k:   0    17k:   0    10k:2074k  170k|1520M 1520M:  42k   61k:9164B   25k:  51k   87k|   0     0 |  11k  170k
 68  28   0   0   0   4|5734B  476M:2483k  284M:   0   297M:   0   180M:2489k 1236M|1693M 1693M:  37k   58k:8219B   28k:  55k   86k|   0     0 |  14k  180k
 65  31   0   0   0   4|9830B  709M:2048k   73M:1638B  792M:   0   726M:2059k 2300M|1787M 1787M:  37k   58k:8664B   28k:  45k   86k|   0     0 |  15k  191k
 62  33   0   0   0   4| 819B  208M:2484k  986M:   0   279M:   0   487M:2485k 1960M|1894M 1894M:  41k   62k:8816B   29k:  50k   90k|   0     0 |  15k  204k
 63  32   0   0   0   4|4096B  335M:2074k  335M:   0   361M:   0   335M:2078k 1367M|1973M 1973M:  37k   58k:9833B   32k:  49k   89k|   0     0 |  14k  206k
 61  34   0   0   0   5|9830B  723M:2458k  693M:   0   674M:   0   692M:2468k 2782M|1927M 1927M:  28k   62k:9008B   29k:  37k   91k|   0     0 |  18k  204k
 63  33   0   0   0   4|4915B  310M:2483k  339M:   0   332M:   0   366M:2488k 1347M|2042M 2042M:  19k   58k:9766B   31k:  29k   89k|   0     0 |  13k  216k
