You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1577k 4164k:1606k 4175k:1591k 4157k:1568k 4167k:6343k   16M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1910  2400 
  0   0 100   0   0   0|   0    48k:2947k   30k:2458B   53k:   0  4915B:2981k  147k| 594k  594k:  37k 1461B:  96k  658k: 134k  659k|   0     0 | 756   704 
  0   0  99   0   0   0|   0    47k:2893k   42k:   0    46k:   0    42k:2893k  194k|   0     0 :  24k 5776B: 351k   73k: 376k   79k|   0     0 |1997  1831 
  1   0  99   0   0   0|   0  7373B:2893k   11k:   0  9830B:   0    11k:2895k   59k| 492B  492B:  19k   52B:  21k   20k:  40k   20k|   0     0 | 783   755 
 31   3  62   3   0   0| 191M   49k:  69M   45k: 155M   45k:  95M   40k: 510M  198k| 141B  141B:  24k 5712B:  15k 3481B:  48k 9193B|   0     0 |  10k 4338 
 38   9  39  13   0   1| 489M   36k: 361M   26k: 387M   30k: 488M   37k:1724M  141k|   0     0 :  45k   52B:  38k   18k:  85k   18k|   0     0 |  29k   14k
 42  11  26  20   0   1| 521M   33k: 592M   32k: 520M  206k: 487M  116k:2119M  443k|  31B   31B:  33k 5776B:  30k 6565B:  63k   12k|   0     0 |  34k   20k
 41  12  20  26   0   1| 586M   31k: 445M  131k: 551M   33k: 666M   26k:2248M  235k|   0     0 :  31k   52B:  27k 7827B:  58k 7880B|   0     0 |  35k   22k
 45  13  15  27   0   1| 582M  219k: 682M  104k: 580M  762k: 668M  140k:2513M 1234k|   0     0 :  34k 5712B:  35k   10k:  69k   16k|   0     0 |  40k   25k
 45  14  11  28   0   1| 665M  323k: 677M   40k: 681M   38k: 646M   34k:2670M  444k|   0     0 :  39k  534B:  40k   11k:  80k   12k|   0     0 |  41k   30k
 30  13  19  37   0   1| 644M  370k: 631M   68k: 583M   39k: 689M   31k:2546M  561k|   0     0 :  36k 2144B:  22k   11k:  58k   13k|   0     0 |  36k   36k
 15  10  35  39   0   1| 601M   38k: 487M   22k: 502M   24k: 573M   58k:2163M  222k|   0     0 :  46k   62B:  16k   11k:  62k   11k|   0     0 |  31k   32k
 16  10  34  39   0   1| 644M   90k: 483M   16k: 508M   29k: 507M   97k:2142M  316k|   0     0 :  39k 5712B:  30k   12k:  69k   18k|   0     0 |  30k   31k
 13   9  41  36   0   1| 548M   52k: 465M   48k: 459M   40k: 492M  134k:1964M  332k|   0     0 :  34k   52B:  16k   11k:  50k   11k|   0     0 |  27k   27k
 13   9  40  37   0   1| 486M   82k: 454M  148k: 517M   10k: 521M   12k:1978M  308k|   0     0 :  24k 5917B:5542B   11k:  29k   17k|   0     0 |  27k   29k
 12   8  44  35   0   1| 390M   79k: 416M   92k: 487M   70k: 241M   62k:1534M  357k|   0     0 :  16k   52B:  12k   11k:  27k   11k|   0     0 |  22k   25k
 10   6  48  36   0   1| 255M   16k: 411M   81k: 258M   39k: 327M   13k:1252M  171k|   0     0 :  21k 5712B:  18k   11k:  39k   17k|   0     0 |  18k   19k
 13   8  45  33   0   1| 493M   26k: 439M   10k: 313M   10k: 521M 6554B:1765M   96k|   0     0 :  37k  398B:  14k   11k:  51k   12k|   0     0 |  24k   26k
 14   9  41  35   0   1| 387M    0 : 420M    0 : 489M    0 : 616M    0 :1911M   51k|   0     0 :  32k 5837B:  15k   11k:  47k   17k|   0     0 |  26k   28k
  6   6  52  36   0   1| 304M    0 : 398M 7373B: 440M    0 : 231M    0 :1373M   63k|   0     0 :  28k   71B:7817B   11k:  36k   11k|   0     0 |  20k   19k
  6   6  51  36   0   1| 340M    0 : 412M    0 : 376M    0 : 340M   15k:1468M   38k|   0     0 :  35k 5722B:  27k   21k:  63k   27k|   0     0 |  19k   21k
 12   8  41  38   0   1| 480M    0 : 457M   36k: 332M   24k: 634M   18k:1903M  109k|   0     0 :  40k   52B:  23k   13k:  63k   14k|   0     0 |  25k   26k
  7  10  47  35   0   1| 583M   54k: 600M  819B: 584M   17k: 677M    0 :2444M  102k|   0     0 :  36k 5776B:2001B   11k:  38k   17k|   0     0 |  32k   24k
  6   6  71  16   0   0| 209M    0 : 335M    0 : 592M   14k: 478M 8192B:1614M   41k|   0     0 :  47k   52B:2647B   12k:  50k   12k|   0     0 |  21k   13k
  1   0  98   0   0   0|   0  9830B:   0     0 :   0     0 :2893k 3277B:2893k   40k|   0     0 :  40k 5712B:1064B 6772B:  41k   12k|   0     0 |1333  2035 
  3   4  79  14   0   0| 227M    0 : 223M    0 : 235M    0 : 232M    0 : 917M   47k|   0     0 :  37k  551B:  63k 8611B: 102k 9161B|   0     0 |  13k   15k
  5  10  45  39   0   1| 562M   13k: 642M   14k: 617M 9830B: 627M   18k:2448M  106k|   0     0 :  25k 2135B: 953B 7787B:  27k 9922B|   0     0 |  33k   30k
  7  11  42  39   0   1| 674M 5734B: 617M  819B: 654M   13k: 674M 9830B:2618M   61k|   0     0 :  15k   71B:5382B   10k:  21k   10k|   0     0 |  35k   32k
  6  10  43  40   0   1| 638M   26k: 680M   23k: 350M 9830B: 677M   26k:2345M  122k|   0     0 :  19k 5712B:  40k   17k:  58k   22k|   0     0 |  30k   30k
  7  11  41  40   0   1| 620M 4915B: 677M    0 : 625M   18k: 627M  819B:2549M   47k|   0     0 :  38k   52B:  28k   14k:  67k   14k|   0     0 |  33k   32k
  8  11  41  39   0   1| 670M 1638B: 669M    0 : 595M    0 : 644M 4096B:2578M   29k|   0     0 :  33k 5776B:  18k   19k:  50k   25k|   0     0 |  32k   34k
  6  11  45  38   0   1| 634M   22k: 653M    0 : 623M   12k: 686M    0 :2596M   56k|   0     0 :  30k   62B:  37k   18k:  68k   18k|   0     0 |  33k   30k
  7  11  44  36   0   1| 658M   24k: 680M   16k: 702M   12k: 574M   15k:2614M  119k|   0     0 :  35k 5712B:  27k   22k:  62k   28k|   0     0 |  32k   29k
  7  10  51  32   0   1| 667M    0 : 587M   22k: 610M   18k: 542M   14k:2405M  111k|   0     0 :  38k  388B:  33k   28k:  71k   28k|   0     0 |  28k   24k
  6  10  56  27   0   1| 586M   26k: 637M   38k: 623M   72k: 610M   27k:2456M  186k|   0     0 :  37k 2126B:  44k   35k:  81k   37k|   0     0 |  27k   24k
  5   9  62  23   0   1| 664M   27k: 485M   24k: 580M   16k: 556M   53k:2285M  147k|   0     0 :  48k   52B:  45k   39k:  93k   39k|   0     0 |  25k   21k
  4   8  71  16   0   1| 551M   29k: 568M   25k: 479M   39k: 499M   14k:2097M  130k|   0     0 :  43k 5712B:  47k   43k:  91k   49k|   0     0 |  24k   17k
  2   3  90   5   0   0| 298M   35k: 155M   25k: 201M   30k: 213M   26k: 866M  132k|   0     0 :  37k   62B:  31k   31k:  69k   31k|   0     0 |  13k 5034 
  0   0 100   0   0   0|   0    18k:   0    33k:   0    18k:2893k   26k:2893k  109k|   0     0 :  26k 5776B: 202k  204k: 229k  210k|   0     0 | 628   680 
