You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   0  95   0   0   0|1743k 3401k:1714k 3402k:1739k 3411k:1751k 3416k:6947k   13M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  166B|1588  2112 
  0   0 100   0   0   0|2483k    0 :   0     0 :   0     0 :   0     0 :2483k 3277B|   0     0 :  37B 1178B: 114B  490B: 321B 1667B|   0     0 | 264   377 
  0   0 100   0   0   0|2074k    0 :   0     0 :   0     0 :   0     0 :2074k 9011B|   0     0 :  73B  828B:9845B   10k:  10k   11k|   0     0 | 630   743 
  0  18  81   0   0   0|2483k   15k:   0    30k:   0    31k:   0    39k:2483k  120k|   0     0 : 181B  959B: 302k  294k: 302k  295k|   0     0 |1202   565 
  7  22  70   1   0   0|2458k  354k:   0   401k:   0   367k:   0   366k:2460k 1493k| 632B  632B: 145B  766B:  18k 1867B:  18k 2633B|   0     0 |2875  1009 
 57  21  21   0   0   1|2074k  262k:   0   301k:   0   299k:   0   264k:2074k 1443k| 431M  431M:  55B  977B:  11k 9118B:  11k   10k|   0     0 |  34k   63k
 77  18   4   0   0   2|2074k  110k:   0   129k:   0   116k:   0   116k:2337k  485k|1078M 1078M:  49B 1302B:  10k   16k:  11k   18k| 263k    0 |  42k  122k
 78  19   1   0   0   2|2458k   13M:   0    33M:   0    63M:   0    58M:2458k  167M|1195M 1195M:  25B  959B:  10k   17k:  10k   18k|   0     0 |  25k  133k
 74  22   0   0   0   4|2074k  685M:   0   639M:   0    66M:   0   639M:2074k 2029M|1126M 1126M: 103B  792B:  11k   19k:  11k   20k|   0     0 |  18k  127k
 78  20   0   0   0   2|2074k   75k:   0    74k:   0   543M:   0    69k:2074k  543M|1142M 1142M:  61B  959B:  11k   19k:  11k   20k|   0     0 |  12k  133k
 77  21   0   0   0   2|2458k  129M:   0   477M:   0   180M:   0   155M:2458k  941M|1145M 1145M: 277B  828B:8980B   20k:9514B   20k|   0     0 |  10k  128k
 76  22   0   0   0   2|2074k  506M:   0   245M:   0   516M:   0   118M:2074k 1385M|1136M 1136M:  25B  300B:9826B   21k:  10k   21k|   0     0 |  11k  130k
 72  25   0   0   0   3|2074k  191M:   0   129M:   0   155M:   0   611M:2074k 1086M|1358M 1358M:  37B  766B:9960B   26k:  10k   26k|   0     0 |  10k  152k
 69  28   0   0   0   3|2458k  232M:   0   548M:   0   155M:   0   536M:2458k 1471M|1559M 1559M:  25B  959B:9226B   26k:9372B   27k|   0     0 |  10k  174k
 67  29   0   0   0   4|2074k  521M:   0   398M:   0   594M:   0   181M:2074k 1694M|1677M 1677M:  92B 1294B:8230B   28k:8639B   29k|   0     0 |  12k  178k
 64  31   0   0   0   4|2074k  666M:   0   175M:   0   588M:   0   379M:2074k 1808M|1850M 1850M: 149B  300B:9077B   30k:9599B   30k|   0     0 |  13k  197k
 62  33   0   0   0   5|2458k  680M: 819B  349M:   0   625M:   0   834M:2464k 2488M|1870M 1870M: 495B 1134B:8764B   28k:9508B   30k|   0     0 |  17k  198k
 62  33   0   0   0   5|2074k   68M:   0   697M:   0   624M:   0   645M:2074k 2034M|1923M 1923M:  49B 1101B:9264B   30k:9527B   31k|   0     0 |  19k  204k
 60  35   0   0   0   4|2483k  542M:   0   594M:   0   538M:   0    26M:2483k 1699M|1925M 1925M:  37B  828B:9237B   30k:9364B   31k|   0     0 |  16k  204k
 61  35   0   0   0   4|2048k  606M: 819B  468M:   0   371M: 819B  413M:2050k 1858M|1965M 1965M:  62B  977B:9648B   31k:9766B   32k|   0     0 |  14k  208k
 60  35   0   0   0   5|2074k  364M:   0   563M:   0   326M:   0   593M:2074k 1847M|1925M 1925M: 191B  782B:9127B   30k:9596B   31k|   0     0 |  14k  204k
 60  35   0   0   0   4|2483k  526M:   0   388M:   0   434M:   0   297M:2483k 1644M|1975M 1975M:  66B  976B:9602B   30k:9838B   31k|   0     0 |  14k  210k
 60  35   0   0   0   5|2048k  473M:   0   388M:   0   493M:   0   690M:2048k 2044M|1928M 1928M: 277B 1294B:9780B   31k:  11k   32k|   0     0 |  14k  204k
