You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
  4   1  95   0   0   0|1711k 4226k:1736k 4237k:1720k 4218k:1704k 4229k:6871k   17M|   0     0 :   0     0 :   0     0 :   0     0 |  31B  186B|1919  2432 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k  819B|   0     0 :  38k 6060B: 183B  670B:  38k 6730B|   0     0 | 326   387 
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0     0 :2483k 6554B|   0     0 :  31k  781B:6608B   11k:  38k   12k|   0     0 | 793   787 
  0   0 100   0   0   0|   0  9011B:2074k 8192B:   0  9011B:   0    13k:2074k   45k|   0     0 :  40k 5320B:5384B 5974B:  46k   11k|   0     0 | 424   463 
  0   0 100   0   0   0|   0     0 :2458k    0 :   0     0 :   0     0 :2458k    0 |   0     0 :  34k  781B: 293k  294k: 327k  295k|   0     0 | 359   414 
 25   2  73   0   0   1|   0    12k:2483k 9011B:   0  9011B:   0    17k:2483k   50k| 633B  633B:  23k 1397B: 191M  600k: 191M  601k|   0     0 |  25k 1871 
 43  10  41   1   0   5|  38M   36k:  87M   36k: 102M   42k:  88M   42k: 315M  174k|   0     0 :  19k  781B:1046M  231M:1046M  231M|   0     0 |  58k   32k
 46  17  25   6   0   7| 340M   29k: 348M   30k: 259M   36k: 388M   37k:1335M  142k|  31B   31B:  36k 4984B: 899M  535M: 899M  535M|   0     0 |  61k   63k
 47  19  21   7   0   7| 357M   26k: 360M   34k: 521M   23k: 415M   38k:1654M  152k|   0     0 :  23k  781B: 875M  620M: 875M  620M|   0     0 |  78k   61k
 49  31   9   5   0   6| 236M   46k: 542M   48k: 340M   47k: 259M   49k:1377M  214k|   0     0 :  38k 5047B: 699M  518M: 699M  518M|   0    10k|  73k   39k
 46  39   6   5   0   5| 235M  114k: 402M  119k: 254M  138k: 281M  431k:1172M  866k|   0     0 :  34k  790B: 360M  498M: 360M  498M|   0    54k|  70k   26k
 54  35   3   3   0   5| 290M  334k: 250M   51k: 330M  101k: 307M   50k:1177M  603k|   0     0 :  25k   26k: 401M  515M: 401M  515M|   0  7373B|  64k   43k
 27  27  27  13   0   6| 493M   38k: 293M   75k: 418M   33k: 498M   52k:1701M  266k|   0     0 :  51k 1126B: 670M  703M: 670M  703M|   0    17k|  87k   51k
 18  28  34  15   0   6| 309M   26k: 388M   54k: 273M   39k: 487M   61k:1458M  246k|   0     0 :  33k 5047B: 707M  815M: 707M  815M|   0    10k|  70k   52k
 20  30  31  13   0   6| 344M   39k: 399M   46k: 301M   35k: 357M   66k:1401M  266k|   0     0 :  29k  781B: 770M 1029M: 770M 1029M|   0    23k|  68k   49k
 20  34  29  12   0   6| 194M   39k: 270M   27k: 321M   55k: 257M   90k:1043M  297k|   0     0 :  39k 4984B: 845M 1066M: 845M 1066M|   0     0 |  52k   47k
 16  20  48  10   0   6| 251M   45k: 267M   42k: 205M   81k: 191M   36k: 913M  278k|   0     0 :  33k  781B:1022M  962M:1022M  962M|   0     0 |  59k   55k
 17  20  49   7   0   6| 389M   74k: 140M   61k: 318M  100k: 218M   89k:1065M  381k|   0     0 :  24k 5184B: 969M 1116M: 969M 1116M|   0     0 |  58k   57k
 14  17  60   3   0   6| 244M 2458B: 289M   50k: 272M   26k:  96M   38k: 902M  157k|   0     0 :  24k  781B: 926M  946M: 926M  946M|   0     0 |  60k   59k
 13  22  57   2   0   6| 260M   12k: 252M 4096B: 244M 1638B: 193M  819B: 949M   92k|   0     0 :  31k 5621B:1052M 1004M:1052M 1004M|   0    30k|  61k   54k
 17  21  53   3   0   6| 278M    0 : 320M 1638B: 339M 4096B: 256M    0 :1194M   78k|   0     0 :  23k 1126B:1189M 1257M:1189M 1257M|   0    54k|  62k   57k
  8  46  38   3   0   5| 198M    0 : 225M 4915B: 212M    0 : 268M    0 : 903M   22k|   0     0 :  38k 1397B: 770M  949M: 771M  949M|   0     0 |  44k   44k
